[I 2024-12-04 05:18:04,833] Using an existing study with name 'R8-GATv2-xlnet-xlnet-base-cased-Grouped-No_Aggregation' instead of creating a new one.
[I 2024-12-04 05:29:21,681] Trial 195 finished with value: 0.9322326211569212 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.78576431096573, 'batch_size': 117, 'attention_heads': 9, 'hidden_dimension': 178, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3325329165862326, 'global_pooling': 'max', 'learning_rate': 0.0003973226253195614, 'weight_decay': 2.7642819034201834e-06, 'beta_0': 0.8529112529682068, 'beta_1': 0.986968057133248, 'epsilon': 4.511940115247043e-08, 'balanced_loss': False, 'epochs': 115, 'early_stopping_patience': 24, 'plateau_patience': 16, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 13:07:46,544] Trial 233 finished with value: 0.9169727929385663 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7515184922580262, 'batch_size': 143, 'attention_heads': 7, 'hidden_dimension': 175, 'number_of_hidden_layers': 2, 'dropout_rate': 0.33927926903755545, 'global_pooling': 'max', 'learning_rate': 0.000981059723221227, 'weight_decay': 1.5142543773846245e-05, 'beta_0': 0.856174957469511, 'beta_1': 0.9851016300892501, 'epsilon': 1.0004790096677989e-07, 'balanced_loss': False, 'epochs': 120, 'early_stopping_patience': 25, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 13:19:50,243] Trial 234 finished with value: 0.9451779027224732 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7606218387937881, 'batch_size': 136, 'attention_heads': 8, 'hidden_dimension': 171, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3291586074186808, 'global_pooling': 'max', 'learning_rate': 0.00043678686209689646, 'weight_decay': 4.362849085945337e-05, 'beta_0': 0.8519391800017929, 'beta_1': 0.9857452462835915, 'epsilon': 1.4839649994152565e-07, 'balanced_loss': False, 'epochs': 118, 'early_stopping_patience': 25, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 13:31:46,436] Trial 235 finished with value: 0.9312635094236417 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7552899987561186, 'batch_size': 137, 'attention_heads': 8, 'hidden_dimension': 171, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5571246485536067, 'global_pooling': 'max', 'learning_rate': 0.00032495524535341335, 'weight_decay': 4.232342673900401e-05, 'beta_0': 0.8466368880230327, 'beta_1': 0.9846109522459503, 'epsilon': 1.39246257528813e-07, 'balanced_loss': False, 'epochs': 117, 'early_stopping_patience': 25, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 13:43:13,554] Trial 236 finished with value: 0.9315276420733315 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7604678545028215, 'batch_size': 134, 'attention_heads': 8, 'hidden_dimension': 166, 'number_of_hidden_layers': 0, 'dropout_rate': 0.328423872963676, 'global_pooling': 'max', 'learning_rate': 0.0004291193226212891, 'weight_decay': 2.0952430002827638e-05, 'beta_0': 0.8546727171915199, 'beta_1': 0.9855916240745537, 'epsilon': 1.7277433874871976e-07, 'balanced_loss': False, 'epochs': 122, 'early_stopping_patience': 25, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 13:54:33,124] Trial 237 finished with value: 0.9311516030938325 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7467550863243104, 'batch_size': 127, 'attention_heads': 8, 'hidden_dimension': 177, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3330442379360021, 'global_pooling': 'max', 'learning_rate': 0.0007157104922092102, 'weight_decay': 5.8212342561083664e-05, 'beta_0': 0.8520866430165901, 'beta_1': 0.9851443531286459, 'epsilon': 1.1599040289975775e-07, 'balanced_loss': False, 'epochs': 114, 'early_stopping_patience': 24, 'plateau_patience': 15, 'plateau_divider': 4}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 14:06:48,547] Trial 238 finished with value: 0.9409464505627179 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7749795255214761, 'batch_size': 131, 'attention_heads': 8, 'hidden_dimension': 160, 'number_of_hidden_layers': 0, 'dropout_rate': 0.32808270873578826, 'global_pooling': 'max', 'learning_rate': 0.0004044791351707344, 'weight_decay': 7.479706975207903e-05, 'beta_0': 0.857871198165842, 'beta_1': 0.9857504934468786, 'epsilon': 8.862863439703363e-08, 'balanced_loss': False, 'epochs': 107, 'early_stopping_patience': 25, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 14:19:51,608] Trial 239 finished with value: 0.9460559310173727 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.7635662589902252, 'batch_size': 152, 'attention_heads': 8, 'hidden_dimension': 171, 'number_of_hidden_layers': 0, 'dropout_rate': 0.32275970034248425, 'global_pooling': 'max', 'learning_rate': 0.0005081266687472536, 'weight_decay': 9.528925188324803e-05, 'beta_0': 0.8501119694543928, 'beta_1': 0.9860560369254237, 'epsilon': 1.371514323992294e-07, 'balanced_loss': False, 'epochs': 110, 'early_stopping_patience': 25, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 14:31:08,753] Trial 240 finished with value: 0.9380487445992975 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.7636884399891926, 'batch_size': 124, 'attention_heads': 7, 'hidden_dimension': 171, 'number_of_hidden_layers': 0, 'dropout_rate': 0.32505745028989175, 'global_pooling': 'max', 'learning_rate': 0.0004851304546836471, 'weight_decay': 0.00010353083427886047, 'beta_0': 0.855456106872961, 'beta_1': 0.9848616610707968, 'epsilon': 1.9587727779609032e-07, 'balanced_loss': False, 'epochs': 110, 'early_stopping_patience': 25, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 14:47:43,852] Trial 241 finished with value: 0.9121312197120941 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.7796653413275243, 'batch_size': 155, 'attention_heads': 9, 'hidden_dimension': 164, 'number_of_hidden_layers': 0, 'dropout_rate': 0.33579699525200923, 'global_pooling': 'max', 'learning_rate': 1.805730247669611e-05, 'weight_decay': 7.064377559856827e-05, 'beta_0': 0.8501066047865113, 'beta_1': 0.9860401296874037, 'epsilon': 1.2362676374071558e-07, 'balanced_loss': False, 'epochs': 102, 'early_stopping_patience': 24, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 14:59:39,540] Trial 242 finished with value: 0.9324834274132403 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.7594797223303762, 'batch_size': 120, 'attention_heads': 8, 'hidden_dimension': 168, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4463443170156974, 'global_pooling': 'max', 'learning_rate': 0.00031449571336078974, 'weight_decay': 1.4372833672282213e-05, 'beta_0': 0.8602683171945115, 'beta_1': 0.9862909165702772, 'epsilon': 1.4653354485274568e-07, 'balanced_loss': False, 'epochs': 112, 'early_stopping_patience': 22, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 15:11:07,441] Trial 243 finished with value: 0.9363383411090571 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.7711291300617125, 'batch_size': 127, 'attention_heads': 7, 'hidden_dimension': 174, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3211671973639401, 'global_pooling': 'max', 'learning_rate': 0.00023157002410151395, 'weight_decay': 3.600173571460606e-05, 'beta_0': 0.8519721517399466, 'beta_1': 0.9853426614611629, 'epsilon': 1.061944869039659e-07, 'balanced_loss': False, 'epochs': 120, 'early_stopping_patience': 13, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 15:22:48,226] Trial 244 finished with value: 0.9293974552654998 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.7536358278879394, 'batch_size': 41, 'attention_heads': 8, 'hidden_dimension': 180, 'number_of_hidden_layers': 0, 'dropout_rate': 0.31672768470831403, 'global_pooling': 'max', 'learning_rate': 0.0005706474388500074, 'weight_decay': 9.699001886158469e-06, 'beta_0': 0.847839632427874, 'beta_1': 0.980182206799099, 'epsilon': 1.6026203284031126e-07, 'balanced_loss': False, 'epochs': 117, 'early_stopping_patience': 25, 'plateau_patience': 15, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 15:34:45,963] Trial 245 finished with value: 0.9278845919258709 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7386911443780617, 'batch_size': 137, 'attention_heads': 8, 'hidden_dimension': 185, 'number_of_hidden_layers': 0, 'dropout_rate': 0.32735004687622155, 'global_pooling': 'max', 'learning_rate': 0.0006893131679953736, 'weight_decay': 5.225127906136368e-05, 'beta_0': 0.8438967379682554, 'beta_1': 0.9858630617695002, 'epsilon': 8.742010065801513e-08, 'balanced_loss': False, 'epochs': 115, 'early_stopping_patience': 25, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 15:47:16,916] Trial 246 finished with value: 0.9429731701793321 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7602445745263127, 'batch_size': 184, 'attention_heads': 8, 'hidden_dimension': 178, 'number_of_hidden_layers': 0, 'dropout_rate': 0.320354235199919, 'global_pooling': 'max', 'learning_rate': 0.0003779548068216098, 'weight_decay': 8.872709628063638e-05, 'beta_0': 0.8461491992135307, 'beta_1': 0.9863530152631403, 'epsilon': 6.942006635833362e-08, 'balanced_loss': False, 'epochs': 61, 'early_stopping_patience': 25, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 15:58:25,948] Trial 247 finished with value: 0.9478614569050248 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7911937455944109, 'batch_size': 131, 'attention_heads': 8, 'hidden_dimension': 173, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3305909704609477, 'global_pooling': 'max', 'learning_rate': 0.0004881744824975868, 'weight_decay': 2.4430063762146115e-05, 'beta_0': 0.8488463992971086, 'beta_1': 0.985465091102787, 'epsilon': 2.3951441583048286e-07, 'balanced_loss': False, 'epochs': 126, 'early_stopping_patience': 25, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 16:10:12,801] Trial 248 finished with value: 0.945224125403513 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7858421687827787, 'batch_size': 194, 'attention_heads': 8, 'hidden_dimension': 170, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3397385841168053, 'global_pooling': 'max', 'learning_rate': 0.0004603150397189618, 'weight_decay': 2.482331667927259e-05, 'beta_0': 0.8537052253802636, 'beta_1': 0.9855294723520684, 'epsilon': 2.1086189830278e-07, 'balanced_loss': False, 'epochs': 125, 'early_stopping_patience': 24, 'plateau_patience': 18, 'plateau_divider': 6}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 16:20:46,482] Trial 249 finished with value: 0.9363205373251342 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7876639626047763, 'batch_size': 131, 'attention_heads': 7, 'hidden_dimension': 168, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3435567099947619, 'global_pooling': 'max', 'learning_rate': 0.0004343743977441949, 'weight_decay': 2.3936355216323518e-05, 'beta_0': 0.853877568907257, 'beta_1': 0.9855380019056584, 'epsilon': 2.2355515472608667e-07, 'balanced_loss': False, 'epochs': 127, 'early_stopping_patience': 24, 'plateau_patience': 18, 'plateau_divider': 6}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 16:31:12,172] Trial 250 finished with value: 0.9301643580315014 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.7948308969574583, 'batch_size': 146, 'attention_heads': 8, 'hidden_dimension': 155, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3373694656470138, 'global_pooling': 'max', 'learning_rate': 0.0004871569617751108, 'weight_decay': 2.6142281754404565e-05, 'beta_0': 0.8571542112250202, 'beta_1': 0.9850645343851817, 'epsilon': 1.7019125496894496e-07, 'balanced_loss': False, 'epochs': 131, 'early_stopping_patience': 23, 'plateau_patience': 18, 'plateau_divider': 6}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 16:42:16,539] Trial 251 finished with value: 0.9485372786896301 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7902850630490371, 'batch_size': 138, 'attention_heads': 9, 'hidden_dimension': 172, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3331061444659109, 'global_pooling': 'max', 'learning_rate': 0.0003590149369368418, 'weight_decay': 1.8663288381558024e-05, 'beta_0': 0.851966216147203, 'beta_1': 0.9842863259344281, 'epsilon': 1.9686981885589187e-07, 'balanced_loss': False, 'epochs': 125, 'early_stopping_patience': 24, 'plateau_patience': 19, 'plateau_divider': 6}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 16:54:18,577] Trial 252 finished with value: 0.9321379409059528 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.7822647756303001, 'batch_size': 164, 'attention_heads': 9, 'hidden_dimension': 164, 'number_of_hidden_layers': 0, 'dropout_rate': 0.33209113728511447, 'global_pooling': 'max', 'learning_rate': 0.0002849527122070971, 'weight_decay': 2.0470091737567848e-05, 'beta_0': 0.854251115387108, 'beta_1': 0.9838280966772172, 'epsilon': 2.6281607172724656e-07, 'balanced_loss': False, 'epochs': 134, 'early_stopping_patience': 24, 'plateau_patience': 19, 'plateau_divider': 6}. Best is trial 125 with value: 0.9564763717525835.
[I 2024-12-04 17:05:47,927] Trial 253 finished with value: 0.9363550527623176 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.791247057310326, 'batch_size': 140, 'attention_heads': 9, 'hidden_dimension': 171, 'number_of_hidden_layers': 0, 'dropout_rate': 0.34646875979039815, 'global_pooling': 'max', 'learning_rate': 0.0005351085627512997, 'weight_decay': 2.2632883671049128e-05, 'beta_0': 0.8514923419964752, 'beta_1': 0.9845066166584742, 'epsilon': 1.9875574008374606e-07, 'balanced_loss': False, 'epochs': 124, 'early_stopping_patience': 24, 'plateau_patience': 19, 'plateau_divider': 6}. Best is trial 125 with value: 0.9564763717525835.
slurmstepd: error: *** JOB 14057497 ON gpu044 CANCELLED AT 2024-12-04T17:17:59 DUE TO TIME LIMIT ***
