[I 2024-11-29 15:48:22,828] Using an existing study with name 'R8-GATv2-google-bert-bert-base-uncased-Grouped-Layer-wise_Aggregation' instead of creating a new one.
Token indices sequence length is longer than the specified maximum sequence length for this model (639 > 512). Running this sequence through the model will result in indexing errors
[I 2024-11-29 15:57:54,388] Trial 142 finished with value: 0.9449470582787491 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7121062021375487, 'batch_size': 53, 'attention_heads': 10, 'hidden_dimension': 120, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3201382775747871, 'global_pooling': 'mean', 'learning_rate': 0.0002191003849837341, 'weight_decay': 2.739654762499043e-05, 'beta_0': 0.8539443372007961, 'beta_1': 0.9882031893520871, 'epsilon': 3.815322460938958e-05, 'balanced_loss': False, 'epochs': 171, 'early_stopping_patience': 21, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 20:56:07,326] Trial 175 finished with value: 0.9418695772242067 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.650896976032176, 'batch_size': 39, 'attention_heads': 9, 'hidden_dimension': 59, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4867963779357321, 'global_pooling': 'mean', 'learning_rate': 0.0009895145557546118, 'weight_decay': 2.9485338921387347e-05, 'beta_0': 0.8605791363658511, 'beta_1': 0.9929725054978814, 'epsilon': 3.8592541142665704e-05, 'balanced_loss': False, 'epochs': 189, 'early_stopping_patience': 24, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 21:05:39,146] Trial 176 finished with value: 0.954920411682129 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6866041342528536, 'batch_size': 63, 'attention_heads': 16, 'hidden_dimension': 71, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48203977562381206, 'global_pooling': 'mean', 'learning_rate': 0.00040970141290462824, 'weight_decay': 3.9937651427085235e-05, 'beta_0': 0.8552044854293053, 'beta_1': 0.9921311730390473, 'epsilon': 3.080620561763718e-08, 'balanced_loss': False, 'epochs': 151, 'early_stopping_patience': 23, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 21:13:39,832] Trial 177 finished with value: 0.9551102737256276 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6777245612296503, 'batch_size': 65, 'attention_heads': 8, 'hidden_dimension': 76, 'number_of_hidden_layers': 1, 'dropout_rate': 0.49538888982206414, 'global_pooling': 'mean', 'learning_rate': 0.00041596182506745745, 'weight_decay': 4.8235944886348365e-05, 'beta_0': 0.8027205205443623, 'beta_1': 0.992275569482781, 'epsilon': 4.6680246648943365e-08, 'balanced_loss': False, 'epochs': 148, 'early_stopping_patience': 23, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 21:21:27,825] Trial 178 finished with value: 0.9571391094805652 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.678072978761122, 'batch_size': 65, 'attention_heads': 8, 'hidden_dimension': 71, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5016934204319168, 'global_pooling': 'mean', 'learning_rate': 0.0004649430578558368, 'weight_decay': 5.35398890007441e-05, 'beta_0': 0.8024341466290577, 'beta_1': 0.9923085041906331, 'epsilon': 6.263280428384818e-08, 'balanced_loss': False, 'epochs': 150, 'early_stopping_patience': 23, 'plateau_patience': 14, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 21:28:40,539] Trial 179 finished with value: 0.9407153981004198 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.6745656769466186, 'batch_size': 74, 'attention_heads': 8, 'hidden_dimension': 67, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5013718918246753, 'global_pooling': 'mean', 'learning_rate': 0.0005395848519896792, 'weight_decay': 6.248310020192218e-05, 'beta_0': 0.803129958464627, 'beta_1': 0.9926015925344349, 'epsilon': 4.395958153921278e-08, 'balanced_loss': False, 'epochs': 149, 'early_stopping_patience': 23, 'plateau_patience': 14, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 21:36:52,084] Trial 180 finished with value: 0.9571858193632505 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.666944379300084, 'batch_size': 79, 'attention_heads': 8, 'hidden_dimension': 82, 'number_of_hidden_layers': 1, 'dropout_rate': 0.49717635509346364, 'global_pooling': 'mean', 'learning_rate': 0.0007363325146688246, 'weight_decay': 5.560025064598141e-05, 'beta_0': 0.8018061320601962, 'beta_1': 0.993451490200017, 'epsilon': 4.270599329583123e-08, 'balanced_loss': False, 'epochs': 140, 'early_stopping_patience': 23, 'plateau_patience': 14, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 21:45:14,123] Trial 181 finished with value: 0.9417531598580104 and parameters: {'left_stride': 32, 'right_stride': 256, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.6630419780501574, 'batch_size': 78, 'attention_heads': 8, 'hidden_dimension': 80, 'number_of_hidden_layers': 1, 'dropout_rate': 0.504310148097811, 'global_pooling': 'mean', 'learning_rate': 0.0007439372325132753, 'weight_decay': 5.7402866260866414e-05, 'beta_0': 0.8049130922384453, 'beta_1': 0.9934521086604775, 'epsilon': 6.084580671431953e-08, 'balanced_loss': False, 'epochs': 160, 'early_stopping_patience': 22, 'plateau_patience': 15, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 21:54:24,073] Trial 182 finished with value: 0.9419203700124981 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.6571230206502063, 'batch_size': 85, 'attention_heads': 7, 'hidden_dimension': 86, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4973740004202589, 'global_pooling': 'mean', 'learning_rate': 0.0010710911734030989, 'weight_decay': 5.012945232670007e-05, 'beta_0': 0.8006453265052721, 'beta_1': 0.9940898422495071, 'epsilon': 3.2478643940148524e-07, 'balanced_loss': False, 'epochs': 140, 'early_stopping_patience': 24, 'plateau_patience': 14, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 22:02:21,512] Trial 183 finished with value: 0.9432202039075936 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.6813529594009461, 'batch_size': 68, 'attention_heads': 8, 'hidden_dimension': 74, 'number_of_hidden_layers': 1, 'dropout_rate': 0.49439376142655056, 'global_pooling': 'mean', 'learning_rate': 0.0006142513263476169, 'weight_decay': 4.577608853578378e-05, 'beta_0': 0.8022319492970935, 'beta_1': 0.99303261221962, 'epsilon': 7.3720927311917e-08, 'balanced_loss': False, 'epochs': 147, 'early_stopping_patience': 22, 'plateau_patience': 14, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 22:09:57,152] Trial 184 finished with value: 0.9405743553775645 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.6712963312507604, 'batch_size': 98, 'attention_heads': 8, 'hidden_dimension': 61, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5050678546169812, 'global_pooling': 'mean', 'learning_rate': 0.00047040548611367364, 'weight_decay': 6.771912963743143e-05, 'beta_0': 0.805842761368894, 'beta_1': 0.9924171626126436, 'epsilon': 4.557358079287791e-08, 'balanced_loss': False, 'epochs': 156, 'early_stopping_patience': 23, 'plateau_patience': 14, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 22:17:26,694] Trial 185 finished with value: 0.9376674744097947 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.6805525884182095, 'batch_size': 82, 'attention_heads': 8, 'hidden_dimension': 74, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5111767598256908, 'global_pooling': 'mean', 'learning_rate': 0.0007632562453440794, 'weight_decay': 5.318294754479169e-05, 'beta_0': 0.8026102739484348, 'beta_1': 0.9927820497313365, 'epsilon': 3.247604066037867e-08, 'balanced_loss': False, 'epochs': 138, 'early_stopping_patience': 23, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 22:25:33,504] Trial 186 finished with value: 0.9524835168223122 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.6660680681650918, 'batch_size': 65, 'attention_heads': 8, 'hidden_dimension': 78, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5172318919265354, 'global_pooling': 'mean', 'learning_rate': 0.0009036181365992766, 'weight_decay': 1.6854808749176486e-05, 'beta_0': 0.8069620859836594, 'beta_1': 0.9936189427414029, 'epsilon': 2.9201433215074692e-08, 'balanced_loss': False, 'epochs': 152, 'early_stopping_patience': 23, 'plateau_patience': 15, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 22:33:21,329] Trial 187 finished with value: 0.9398280163150401 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.6910861362238285, 'batch_size': 131, 'attention_heads': 8, 'hidden_dimension': 81, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48530183827958995, 'global_pooling': 'mean', 'learning_rate': 0.0014366999260339698, 'weight_decay': 2.401009424434799e-05, 'beta_0': 0.8048608484054434, 'beta_1': 0.9931445816822707, 'epsilon': 1.5229041096029052e-08, 'balanced_loss': False, 'epochs': 136, 'early_stopping_patience': 24, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 22:42:29,270] Trial 188 finished with value: 0.9382576357700609 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6851929147380565, 'batch_size': 70, 'attention_heads': 7, 'hidden_dimension': 143, 'number_of_hidden_layers': 1, 'dropout_rate': 0.47417813704888273, 'global_pooling': 'mean', 'learning_rate': 0.0005717543002240867, 'weight_decay': 8.789657544051613e-05, 'beta_0': 0.8095051063466058, 'beta_1': 0.991742510001379, 'epsilon': 6.960959621033238e-08, 'balanced_loss': False, 'epochs': 144, 'early_stopping_patience': 23, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 22:52:21,068] Trial 189 finished with value: 0.9399623866747243 and parameters: {'left_stride': 256, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.6574876654160333, 'batch_size': 78, 'attention_heads': 9, 'hidden_dimension': 85, 'number_of_hidden_layers': 1, 'dropout_rate': 0.49722167051267424, 'global_pooling': 'sum', 'learning_rate': 0.0004233378399844113, 'weight_decay': 4.749350934103929e-05, 'beta_0': 0.8009878707806787, 'beta_1': 0.9922724295818411, 'epsilon': 9.397393861288446e-08, 'balanced_loss': False, 'epochs': 65, 'early_stopping_patience': 22, 'plateau_patience': 14, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 22:59:52,544] Trial 190 finished with value: 0.9535030779931355 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6764517593668737, 'batch_size': 60, 'attention_heads': 7, 'hidden_dimension': 68, 'number_of_hidden_layers': 1, 'dropout_rate': 0.47848916841174455, 'global_pooling': 'mean', 'learning_rate': 0.0006703156561936276, 'weight_decay': 1.929014168622272e-05, 'beta_0': 0.8032558238693213, 'beta_1': 0.9943167595522685, 'epsilon': 3.595969938191516e-08, 'balanced_loss': False, 'epochs': 122, 'early_stopping_patience': 24, 'plateau_patience': 15, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 23:12:08,310] Trial 191 finished with value: 0.9427526927761432 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.6701488764098954, 'batch_size': 91, 'attention_heads': 12, 'hidden_dimension': 139, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48798424758736897, 'global_pooling': 'mean', 'learning_rate': 0.0004938216359985629, 'weight_decay': 7.135146702433593e-05, 'beta_0': 0.8044662972723166, 'beta_1': 0.9933979534764132, 'epsilon': 4.330414069125008e-08, 'balanced_loss': False, 'epochs': 163, 'early_stopping_patience': 24, 'plateau_patience': 14, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 23:19:51,597] Trial 192 finished with value: 0.9456352914155718 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6939387160272208, 'batch_size': 57, 'attention_heads': 9, 'hidden_dimension': 73, 'number_of_hidden_layers': 1, 'dropout_rate': 0.468944645798033, 'global_pooling': 'mean', 'learning_rate': 0.0003418754531632561, 'weight_decay': 3.148819505020471e-05, 'beta_0': 0.8075236697024756, 'beta_1': 0.9927258867604268, 'epsilon': 5.724365610565861e-08, 'balanced_loss': False, 'epochs': 149, 'early_stopping_patience': 23, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 23:27:15,585] Trial 193 finished with value: 0.9460008233429531 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6848521564301677, 'batch_size': 63, 'attention_heads': 8, 'hidden_dimension': 70, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48054408680917254, 'global_pooling': 'mean', 'learning_rate': 0.00042807072291063545, 'weight_decay': 3.834240540488293e-05, 'beta_0': 0.8508348612406768, 'beta_1': 0.9923087005005472, 'epsilon': 5.270305708310153e-08, 'balanced_loss': False, 'epochs': 152, 'early_stopping_patience': 23, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 23:35:35,312] Trial 194 finished with value: 0.9494104941798385 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6874384734494213, 'batch_size': 66, 'attention_heads': 9, 'hidden_dimension': 77, 'number_of_hidden_layers': 1, 'dropout_rate': 0.49302093478887454, 'global_pooling': 'mean', 'learning_rate': 0.0004004875461868444, 'weight_decay': 4.409200464396211e-05, 'beta_0': 0.8014672643237427, 'beta_1': 0.9918216709502514, 'epsilon': 4.0037784456603455e-08, 'balanced_loss': False, 'epochs': 143, 'early_stopping_patience': 22, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 23:42:32,077] Trial 195 finished with value: 0.9408993422831358 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6776794586134954, 'batch_size': 152, 'attention_heads': 8, 'hidden_dimension': 51, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48533706056752673, 'global_pooling': 'mean', 'learning_rate': 0.0005943746735807405, 'weight_decay': 2.803343736433332e-05, 'beta_0': 0.8534937396854824, 'beta_1': 0.9841843901121037, 'epsilon': 3.205973906138377e-08, 'balanced_loss': False, 'epochs': 154, 'early_stopping_patience': 23, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 23:49:53,945] Trial 196 finished with value: 0.9361814407445799 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6965676858593508, 'batch_size': 75, 'attention_heads': 10, 'hidden_dimension': 55, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5041662135379648, 'global_pooling': 'mean', 'learning_rate': 0.00034281678301599115, 'weight_decay': 4.0726141337092294e-05, 'beta_0': 0.8112993239929045, 'beta_1': 0.9920853140003333, 'epsilon': 2.283642602849572e-08, 'balanced_loss': False, 'epochs': 179, 'early_stopping_patience': 23, 'plateau_patience': 13, 'plateau_divider': 7}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-29 23:58:00,892] Trial 197 finished with value: 0.9522105573637807 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6684054733707417, 'batch_size': 54, 'attention_heads': 9, 'hidden_dimension': 64, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48132234884736275, 'global_pooling': 'mean', 'learning_rate': 0.0002892008347329441, 'weight_decay': 5.371310152698117e-05, 'beta_0': 0.8486345731153455, 'beta_1': 0.9930962683020803, 'epsilon': 2.677371406788569e-08, 'balanced_loss': False, 'epochs': 166, 'early_stopping_patience': 24, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 00:04:49,811] Trial 198 finished with value: 0.9410955687553044 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6872569331407432, 'batch_size': 169, 'attention_heads': 6, 'hidden_dimension': 71, 'number_of_hidden_layers': 1, 'dropout_rate': 0.46445844117492896, 'global_pooling': 'mean', 'learning_rate': 0.0008708036920017758, 'weight_decay': 6.040558275820494e-05, 'beta_0': 0.8086408525639975, 'beta_1': 0.9938373956497438, 'epsilon': 1.4213090180284622e-05, 'balanced_loss': False, 'epochs': 148, 'early_stopping_patience': 23, 'plateau_patience': 14, 'plateau_divider': 9}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 00:13:16,624] Trial 199 finished with value: 0.9388045933468898 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6826358227983579, 'batch_size': 60, 'attention_heads': 8, 'hidden_dimension': 131, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3665493812881225, 'global_pooling': 'mean', 'learning_rate': 0.0005013087607365433, 'weight_decay': 1.4911601232263379e-06, 'beta_0': 0.8035050170621898, 'beta_1': 0.9928741681543909, 'epsilon': 1.9407949134287258e-08, 'balanced_loss': True, 'epochs': 151, 'early_stopping_patience': 22, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 00:24:07,362] Trial 200 finished with value: 0.9442044142754494 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8319017152747777, 'batch_size': 163, 'attention_heads': 11, 'hidden_dimension': 149, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3866382642999172, 'global_pooling': 'mean', 'learning_rate': 0.0003709641735261577, 'weight_decay': 2.1862233221107216e-05, 'beta_0': 0.8143762062184373, 'beta_1': 0.9924590026302741, 'epsilon': 1.0534969810244145e-05, 'balanced_loss': False, 'epochs': 128, 'early_stopping_patience': 20, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 00:31:46,798] Trial 201 finished with value: 0.9564702651219665 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6997858022309056, 'batch_size': 86, 'attention_heads': 8, 'hidden_dimension': 77, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4734808684074312, 'global_pooling': 'max', 'learning_rate': 0.0007347143611504991, 'weight_decay': 3.2880787899536715e-05, 'beta_0': 0.8359404390222007, 'beta_1': 0.9921535995943199, 'epsilon': 9.707062121137278e-08, 'balanced_loss': False, 'epochs': 157, 'early_stopping_patience': 23, 'plateau_patience': 16, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 00:39:26,419] Trial 202 finished with value: 0.9317524384021115 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.7013685001282259, 'batch_size': 89, 'attention_heads': 8, 'hidden_dimension': 78, 'number_of_hidden_layers': 1, 'dropout_rate': 0.43934412725087946, 'global_pooling': 'max', 'learning_rate': 0.0007311475349199305, 'weight_decay': 2.5407352483736012e-05, 'beta_0': 0.8387115803692033, 'beta_1': 0.9932865388575717, 'epsilon': 1.2169141841520304e-07, 'balanced_loss': False, 'epochs': 192, 'early_stopping_patience': 24, 'plateau_patience': 16, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 00:47:42,269] Trial 203 finished with value: 0.9370820695314406 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6906662940198912, 'batch_size': 83, 'attention_heads': 8, 'hidden_dimension': 85, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4715265083738772, 'global_pooling': 'max', 'learning_rate': 0.0012141645265043573, 'weight_decay': 3.4712464678528893e-05, 'beta_0': 0.8341635839396874, 'beta_1': 0.9919711924292637, 'epsilon': 3.581441066340607e-08, 'balanced_loss': False, 'epochs': 158, 'early_stopping_patience': 23, 'plateau_patience': 16, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 00:57:09,706] Trial 204 finished with value: 0.9450593924450655 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6756612928688944, 'batch_size': 87, 'attention_heads': 8, 'hidden_dimension': 76, 'number_of_hidden_layers': 1, 'dropout_rate': 0.47763051994291045, 'global_pooling': 'max', 'learning_rate': 0.0005822438762854947, 'weight_decay': 3.208040144022802e-05, 'beta_0': 0.8309096596146356, 'beta_1': 0.9914454009278917, 'epsilon': 8.953167618442272e-08, 'balanced_loss': False, 'epochs': 144, 'early_stopping_patience': 23, 'plateau_patience': 15, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 01:04:22,096] Trial 205 finished with value: 0.9510507834704649 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6986209765506814, 'batch_size': 71, 'attention_heads': 7, 'hidden_dimension': 70, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4911493994143122, 'global_pooling': 'max', 'learning_rate': 0.0004448967671330983, 'weight_decay': 3.833841141904823e-05, 'beta_0': 0.8572412811006274, 'beta_1': 0.9927872937973319, 'epsilon': 6.79263218867422e-08, 'balanced_loss': False, 'epochs': 150, 'early_stopping_patience': 23, 'plateau_patience': 16, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 01:15:37,359] Trial 206 finished with value: 0.9448945387781806 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6634161985438298, 'batch_size': 174, 'attention_heads': 10, 'hidden_dimension': 83, 'number_of_hidden_layers': 1, 'dropout_rate': 0.46056759442143996, 'global_pooling': 'max', 'learning_rate': 0.000932803097073341, 'weight_decay': 1.5456652567448794e-05, 'beta_0': 0.8466562727689364, 'beta_1': 0.9921351685058278, 'epsilon': 1.2376347645546671e-05, 'balanced_loss': False, 'epochs': 158, 'early_stopping_patience': 21, 'plateau_patience': 14, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 01:21:38,888] Trial 207 finished with value: 0.9428525598674962 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.9341422362661762, 'batch_size': 100, 'attention_heads': 8, 'hidden_dimension': 89, 'number_of_hidden_layers': 1, 'dropout_rate': 0.49756680370469875, 'global_pooling': 'mean', 'learning_rate': 0.0006782671475046866, 'weight_decay': 2.920086833977098e-05, 'beta_0': 0.8432776186641927, 'beta_1': 0.99256421527687, 'epsilon': 5.00685381841755e-08, 'balanced_loss': False, 'epochs': 146, 'early_stopping_patience': 22, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 01:34:19,218] Trial 208 finished with value: 0.9467756579427199 and parameters: {'left_stride': 64, 'right_stride': 0, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6914544925252818, 'batch_size': 93, 'attention_heads': 14, 'hidden_dimension': 137, 'number_of_hidden_layers': 1, 'dropout_rate': 0.446063620714151, 'global_pooling': 'mean', 'learning_rate': 0.0002920964517304103, 'weight_decay': 4.838186952980412e-05, 'beta_0': 0.8002844579596943, 'beta_1': 0.9935240983207666, 'epsilon': 1.5730775784791808e-05, 'balanced_loss': False, 'epochs': 155, 'early_stopping_patience': 23, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 01:45:39,964] Trial 209 finished with value: 0.9516160765198893 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6807453363102204, 'batch_size': 78, 'attention_heads': 10, 'hidden_dimension': 146, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3744652428264965, 'global_pooling': 'mean', 'learning_rate': 0.000524974044604464, 'weight_decay': 2.3875416463977478e-05, 'beta_0': 0.8061763561778204, 'beta_1': 0.9931662674799167, 'epsilon': 2.348115795844821e-08, 'balanced_loss': False, 'epochs': 141, 'early_stopping_patience': 24, 'plateau_patience': 15, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 01:57:59,298] Trial 210 finished with value: 0.9448766583202843 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.7081529137133327, 'batch_size': 65, 'attention_heads': 16, 'hidden_dimension': 125, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48356184339846187, 'global_pooling': 'mean', 'learning_rate': 0.0007951928819226219, 'weight_decay': 1.9499979027438357e-05, 'beta_0': 0.8286314930805472, 'beta_1': 0.9916384008777365, 'epsilon': 2.0874013250023964e-06, 'balanced_loss': False, 'epochs': 195, 'early_stopping_patience': 25, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
