from_ids,from,to_id,to,weight
25,Ġas,1353,Ġcentral,0.32917178
25,Ġas,1620,As,0.27034956
25,Ġas,1647,Ġmajority,0.5908427
25,Ġas,1828,Ġtough,0.43592012
25,Ġas,1840,ĠGod,0.2844381
25,Ġas,2297,Ġmodern,0.50666547
25,Ġas,2378,Ġfan,0.20888683
25,Ġas,2632,Ġcomplex,0.6736828
25,Ġas,2653,Ġfeels,0.18641514
25,Ġas,2661,Ġwhom,0.40111455
25,Ġas,3007,Ġworse,0.22856605
25,Ġas,3035,Ġcool,0.9999131
25,Ġas,3468,Ġfranchise,0.17182517
25,Ġas,3680,Ġotherwise,0.12634654
25,Ġas,4286,Ġconcept,0.9999509
25,Ġas,6014,work,0.1507005
25,Ġas,6197,Ġplot,0.49684572
25,Ġas,7232,ender,0.99999285
25,Ġas,8178,Ġancient,0.2003996
25,Ġas,8862,Ġdoubles,0.31306046
25,Ġas,9261,Ġnowhere,0.3785609
25,Ġas,11522,Ġawful,0.33776355
25,Ġas,11678,Ġwooden,0.12979056
25,Ġas,18089,ĠLegacy,0.25664985
25,Ġas,21420,Ġcontinuity,0.1677962
25,Ġas,26020,Ġcurse,0.999846
25,Ġas,32785,Ġsettles,0.21530718
25,Ġas,39765,Ġflashback,0.8005489
25,Ġas,49007,><,0.13995476
28,Ġbe,4,.,0.39591134
28,Ġbe,7,Ġto,0.99984384
28,Ġbe,18,'s,0.29853827
28,Ġbe,24,Ġit,0.16730879
28,Ġbe,28,Ġbe,0.32159522
28,Ġbe,33,Ġhave,0.9195343
28,Ġbe,95,Ġjust,0.13073085
28,Ġbe,98,Ġso,0.28129655
28,Ġbe,218,Ġdon,0.6807737
28,Ġbe,359,Ġ&,0.20547844
28,Ġbe,822,Ġfilm,0.14049049
28,Ġbe,2343,Ġshown,0.84337664
28,Ġbe,2682,Ġstuff,0.27006644
28,Ġbe,5322,Ġhonest,0.9349077
28,Ġbe,5856,Ġlegs,0.23125088
30,Ġby,11,Ġin,0.20370671
30,Ġby,21,Ġwas,0.5274848
30,Ġby,24,Ġit,0.15641825
30,Ġby,30,Ġby,0.17106222
30,Ġby,31,Ġfrom,0.14839329
30,Ġby,78,Ġfirst,0.16480625
30,Ġby,317,Ġplace,0.9999157
30,Ġby,1065,Ġabove,0.17902312
30,Ġby,1072,Ġwants,0.33403838
30,Ġby,1620,As,0.16081686
30,Ġby,1840,ĠGod,0.13837312
30,Ġby,2661,Ġwhom,0.26047212
30,Ġby,3579,Ġstolen,0.69357526
30,Ġby,6710,ĠAf,0.7749306
30,Ġby,10101,zel,0.20464545
30,Ġby,48158,Ġsorcerer,0.13861102
31,Ġfrom,4,.,0.12355887
31,Ġfrom,5,Ġthe,0.21653274
31,Ġfrom,11,Ġin,0.79670626
31,Ġfrom,21,Ġwas,0.33332953
31,Ġfrom,30,Ġby,0.21526256
31,Ġfrom,31,Ġfrom,0.2373608
31,Ġfrom,78,Ġfirst,0.14729983
31,Ġfrom,122,Ġnow,0.14506601
31,Ġfrom,124,Ġback,0.15825154
31,Ġfrom,317,Ġplace,0.1943227
31,Ġfrom,456,Ġagain,0.5106429
31,Ġfrom,651,Ġseries,0.23992722
31,Ġfrom,1004,Ġturn,0.2356232
31,Ġfrom,1313,Ġpositive,0.14678654
31,Ġfrom,1840,ĠGod,0.2375932
31,Ġfrom,2145,Ġremember,0.18798006
31,Ġfrom,2280,Ġcamera,0.1412401
31,Ġfrom,2661,Ġwhom,0.3530061
31,Ġfrom,3556,Ġsecret,0.27452818
31,Ġfrom,3579,Ġstolen,0.99966097
31,Ġfrom,5111,Ġescape,0.1428453
32,Ġare,5,Ġthe,0.9245706
32,Ġare,6,",",0.26431224
32,Ġare,9,Ġof,0.9258428
32,Ġare,10,Ġa,0.19498944
32,Ġare,14,Ġthat,0.9998926
32,Ġare,20,ĠThe,0.56968164
32,Ġare,23,Ġat,0.14839241
32,Ġare,32,Ġare,0.64500135
32,Ġare,49,Ġtheir,0.1482824
32,Ġare,53,Ġbut,0.20313427
32,Ġare,70,Ġall,0.530075
32,Ġare,116,?,0.37632385
32,Ġare,350,Ġtoo,0.17402717
32,Ġare,359,Ġ&,0.4547222
32,Ġare,386,Ġstart,0.14712968
32,Ġare,450,Ġseen,0.93250376
32,Ġare,583,Ġnear,0.18918502
32,Ġare,651,Ġseries,0.122496024
32,Ġare,780,Ġspecial,0.30215567
32,Ġare,822,Ġfilm,0.13454774
32,Ġare,885,Ġw,0.35470653
32,Ġare,1183,Ġwatch,0.12872806
32,Ġare,1235,Ġthemselves,0.18980142
32,Ġare,1521,Ġdesign,0.12950282
32,Ġare,1683,Ġeffect,0.99998474
32,Ġare,2580,ets,0.9999056
32,Ġare,2603,ost,0.27449715
32,Ġare,3007,Ġworse,0.17768092
32,Ġare,3035,Ġcool,0.33478266
32,Ġare,3038,Ġeffects,0.99984455
32,Ġare,3541,Ġfilms,0.17551957
32,Ġare,3680,Ġotherwise,0.2851511
32,Ġare,7478,Ġbriefly,0.31789607
32,Ġare,8378,Ġwhenever,0.15775537
32,Ġare,8705,ĠBesides,0.2622546
32,Ġare,9261,Ġnowhere,0.7712848
32,Ġare,13116,Ġstiff,0.13313147
32,Ġare,14690,Ġcostumes,0.52489316
32,Ġare,15481,Ġnicely,0.18512727
32,Ġare,15488,atures,0.16166995
32,Ġare,16276,?),0.24731983
32,Ġare,19443,ĠBuch,0.13346656
32,Ġare,26504,Ġprops,0.45103535
32,Ġare,32986,Ġpupp,0.62018085
32,Ġare,42986,Ġcaric,0.21112198
32,Ġare,45136,ĠPuppet,0.14940718
33,Ġhave,4,.,0.17972086
33,Ġhave,7,Ġto,0.88580614
33,Ġhave,9,Ġof,0.25848335
33,Ġhave,10,Ġa,0.21585755
33,Ġhave,11,Ġin,0.3041033
33,Ġhave,15,Ġon,0.32734382
33,Ġhave,16,Ġis,0.14035778
33,Ġhave,24,Ġit,0.12580541
33,Ġhave,25,Ġas,0.27624664
33,Ġhave,28,Ġbe,0.67512804
33,Ġhave,33,Ġhave,0.96176827
33,Ġhave,36,Ġ(,0.42669374
33,Ġhave,38,ĠI,0.99995255
33,Ġhave,43,),0.18303283
33,Ġhave,49,Ġtheir,0.89067084
33,Ġhave,57,Ġbeen,0.96642023
33,Ġhave,70,Ġall,0.6263687
33,Ġhave,75,'t,0.99989295
33,Ġhave,77,Ġwhen,0.1640204
33,Ġhave,87,Ġthan,0.45366594
33,Ġhave,97,Ġother,0.45409015
33,Ġhave,98,Ġso,0.78192747
33,Ġhave,122,Ġnow,0.26547754
33,Ġhave,129,Ġonly,0.15586795
33,Ġhave,215,Ġsuch,0.36101326
33,Ġhave,218,Ġdon,0.66013074
33,Ġhave,238,"),",0.44485262
33,Ġhave,283,Ġcome,0.76041144
33,Ġhave,308,Ġown,0.49224478
33,Ġhave,359,Ġ&,0.25082558
33,Ġhave,410,Ġlittle,0.12900224
33,Ġhave,450,Ġseen,0.9134369
33,Ġhave,561,Ġtogether,0.15790376
33,Ġhave,615,Ġenough,0.16121255
33,Ġhave,628,Ġlate,0.41909197
33,Ġhave,657,Ġlove,0.3857792
33,Ġhave,691,Ġrating,0.5030487
33,Ġhave,734,...,0.19538245
33,Ġhave,749,Ġcountries,0.9999465
33,Ġhave,828,Ġbit,0.14434807
33,Ġhave,841,Ġfans,0.999869
33,Ġhave,864,Ġquestion,0.12976709
33,Ġhave,980,Ġspace,0.15728238
33,Ġhave,1099,Ġbad,0.12397905
33,Ġhave,1106,If,0.15650135
33,Ġhave,1195,Ġrather,0.1353644
33,Ġhave,1276,Ġdecided,0.18939221
33,Ġhave,1558,13,0.2674838
33,Ġhave,1620,As,0.40685594
33,Ġhave,1712,Ġalthough,0.31344295
33,Ġhave,1743,Ġsystems,0.8571597
33,Ġhave,1762,Ġlack,0.14375216
33,Ġhave,1980,Ġones,0.24343637
33,Ġhave,2129,Ġpoor,0.12553069
33,Ġhave,2343,Ġshown,0.5506356
33,Ġhave,2413,ob,0.14757867
33,Ġhave,2580,ets,0.9686601
33,Ġhave,2945,Ġratings,0.32363775
33,Ġhave,5211,Ġrated,0.13480124
33,Ġhave,5856,Ġlegs,0.123591885
33,Ġhave,6935,ĠMaster,0.27551237
33,Ġhave,7232,ender,0.12895003
33,Ġhave,14499,ĠPG,0.26189998
33,Ġhave,34978,viously,0.517992
33,Ġhave,41655,1993,0.13546637
33,Ġhave,45136,ĠPuppet,0.12893718
33,Ġhave,48709,Ġ/>,0.13888188
33,Ġhave,49069,.<,0.15581359
34,Ġhas,20,ĠThe,0.20505217
34,Ġhas,24,Ġit,0.35705745
34,Ġhas,25,Ġas,0.2512892
34,Ġhas,34,Ġhas,0.367143
34,Ġhas,54,Ġwho,0.999974
34,Ġhas,124,Ġback,0.35526946
34,Ġhas,359,Ġ&,0.26530766
34,Ġhas,667,Ġtrying,0.1320905
34,Ġhas,734,...,0.18158852
34,Ġhas,961,Ġeveryone,0.66190565
34,Ġhas,1072,Ġwants,0.17979214
34,Ġhas,1462,Ġdead,0.2099323
34,Ġhas,1620,As,0.13768667
34,Ġhas,3579,Ġstolen,0.3910232
34,Ġhas,13973,Ġlearnt,0.8291087
35,:,18,'s,0.2525894
35,:,19,Ġwith,0.21996827
35,:,20,ĠThe,0.8914085
35,:,35,:,0.8138592
35,:,36,Ġ(,0.30355814
35,:,130,Ġthree,0.18970837
35,:,195,Ġ5,0.9999939
35,:,220,Ġnext,0.16975917
35,:,227,Ġbetween,0.36958012
35,:,238,"),",0.23681664
35,:,255,ĠT,0.6574842
35,:,359,Ġ&,0.48942056
35,:,450,Ġseen,0.14697641
35,:,3541,Ġfilms,0.1990655
35,:,3809,br,0.25689256
35,:,6395,ĠIII,0.9999814
35,:,6858,ĠFinal,0.2863901
35,:,6935,ĠMaster,0.677855
35,:,8749,ĠChapter,0.2824495
35,:,12123,Ġsequel,0.1499664
35,:,40738,ĠRevenge,0.31291702
35,:,41525,1994,0.15709
35,:,45136,ĠPuppet,0.2739977
35,:,49069,.<,0.122246146
36,Ġ(,5,Ġthe,0.6312214
36,Ġ(,6,",",0.17140456
36,Ġ(,9,Ġof,0.30391657
36,Ġ(,10,Ġa,0.2960842
36,Ġ(,11,Ġin,0.30820808
36,Ġ(,18,'s,0.64032817
36,Ġ(,19,Ġwith,0.19526282
36,Ġ(,20,ĠThe,0.3018994
36,Ġ(,33,Ġhave,0.20944715
36,Ġ(,35,:,0.25218874
36,Ġ(,36,Ġ(,0.79821837
36,Ġ(,37,Ġhe,0.15554072
36,Ġ(,38,ĠI,0.34678298
36,Ġ(,39,Ġhis,0.38594332
36,Ġ(,43,),0.8158283
36,Ġ(,45,Ġnot,0.20738794
36,Ġ(,77,Ġwhen,0.26539215
36,Ġ(,91,ĠHe,0.16659905
36,Ġ(,97,Ġother,0.23071398
36,Ġ(,102,a,0.9999697
36,Ġ(,117,Ġno,0.2268944
36,Ġ(,128,Ġ',0.1274648
36,Ġ(,129,Ġonly,0.14249732
36,Ġ(,133,The,0.13352725
36,Ġ(,147,Ġwhere,0.13423519
36,Ġ(,204,Ġ4,0.9999987
36,Ġ(,208,ĠS,0.16446885
36,Ġ(,211,ĠD,0.20715053
36,Ġ(,227,Ġbetween,0.4545676
36,Ġ(,238,"),",0.635416
36,Ġ(,248,ĠR,0.15694864
36,Ġ(,255,ĠT,0.27542582
36,Ġ(,261,on,0.99995625
36,Ġ(,322,).,0.7044117
36,Ġ(,352,ly,0.18020643
36,Ġ(,359,Ġ&,0.3535328
36,Ġ(,382,ĠUS,0.99987805
36,Ġ(,386,Ġstart,0.19037691
36,Ġ(,387,B,0.58371496
36,Ġ(,450,Ġseen,0.28134874
36,Ġ(,500,R,0.13849333
36,Ġ(,656,Ġearlier,0.35821941
36,Ġ(,657,Ġlove,0.36785442
36,Ġ(,822,Ġfilm,0.12362035
36,Ġ(,1180,au,0.13508981
36,Ġ(,1396,ner,0.15046939
36,Ġ(,1403,Ġself,0.99991846
36,Ġ(,1440,Ġnamed,0.4385985
36,Ġ(,1461,Ġoriginal,0.5751248
36,Ġ(,1462,Ġdead,0.13947263
36,Ġ(,1599,ĠDon,0.23701593
36,Ġ(,1954,Ġvs,0.25225508
36,Ġ(,2075,Ġran,0.2192233
36,Ġ(,2085,Ġmaybe,0.14008495
36,Ġ(,2413,ob,0.6279754
36,Ġ(,2603,ost,0.2185747
36,Ġ(,2721,Ġbeautiful,0.18083145
36,Ġ(,2945,Ġratings,0.20311238
36,Ġ(,3034,Ġcomputer,0.27148408
36,Ġ(,3038,Ġeffects,0.99993634
36,Ġ(,3240,Ġyounger,0.22190759
36,Ġ(,3541,Ġfilms,0.23374146
36,Ġ(,3809,br,0.54969615
36,Ġ(,3891,Ġtherefore,0.15307675
36,Ġ(,4710,Ġmaster,0.28120956
36,Ġ(,5156,oul,0.16460769
36,Ġ(,6287,Ġspin,0.13892487
36,Ġ(,6395,ĠIII,0.35938844
36,Ġ(,6587,Ġterrible,0.12234896
36,Ġ(,6634,ls,0.31411427
36,Ġ(,6710,ĠAf,0.4860397
36,Ġ(,6858,ĠFinal,0.17453976
36,Ġ(,6935,ĠMaster,0.9999763
36,Ġ(,7553,ĠAndre,0.26269722
36,Ġ(,7638,rig,0.1720372
36,Ġ(,8749,ĠChapter,0.9998951
36,Ġ(,10101,zel,0.9999664
36,Ġ(,10377,ĠEgyptian,0.14877288
36,Ġ(,12974,master,0.9999796
36,Ġ(,13973,Ġlearnt,0.12802659
36,Ġ(,15304,Ġbother,0.31431326
36,Ġ(,16276,?),0.40621647
36,Ġ(,18960,ĠToys,0.99995196
36,Ġ(,20907,Jack,0.8508414
36,Ġ(,22154,Ġflick,0.72226536
36,Ġ(,25302,Greg,0.69505864
36,Ġ(,27814,Ret,0.17690262
36,Ġ(,32154,itta,0.20456126
36,Ġ(,34889,ĠCGI,0.1821226
36,Ġ(,34972,2004,0.70416504
36,Ġ(,34978,viously,0.28247318
36,Ġ(,38624,Guy,0.77548635
36,Ġ(,39476,1998,0.8449038
36,Ġ(,40738,ĠRevenge,0.99971205
36,Ġ(,41351,1989,0.89626485
36,Ġ(,41404,sure,0.65839255
36,Ġ(,41525,1994,0.8501977
36,Ġ(,41552,<,0.20420903
36,Ġ(,41655,1993,0.81137013
36,Ġ(,42478,1991,0.772673
36,Ġ(,43459,ĠCurse,0.34029996
36,Ġ(,45136,ĠPuppet,0.5067589
36,Ġ(,49341,ĠDemonic,0.21020819
37,Ġhe,5,Ġthe,0.20552544
37,Ġhe,10,Ġa,0.2602657
37,Ġhe,11,Ġin,0.15225159
37,Ġhe,16,Ġis,0.79575974
37,Ġhe,23,Ġat,0.19287725
37,Ġhe,36,Ġ(,0.18155894
37,Ġhe,37,Ġhe,0.4145637
37,Ġhe,39,Ġhis,0.24838866
37,Ġhe,42,Ġthis,0.19681506
37,Ġhe,43,),0.9997156
37,Ġhe,61,Ġwhich,0.99994814
37,Ġhe,77,Ġwhen,0.99982554
37,Ġhe,91,ĠHe,0.72988683
37,Ġhe,123,Ġhim,0.1800893
37,Ġhe,255,ĠT,0.22306158
37,Ġhe,261,on,0.15091966
37,Ġhe,359,Ġ&,0.16680324
37,Ġhe,450,Ġseen,0.40332863
37,Ġhe,477,Ġpoint,0.24549884
37,Ġhe,1135,Ġdespite,0.8101538
37,Ġhe,1145,Ġmet,0.7933968
37,Ġhe,1311,Ġgiving,0.13793097
37,Ġhe,1461,Ġoriginal,0.19298747
37,Ġhe,2435,Ġlearned,0.75980884
37,Ġhe,3556,Ġsecret,0.1270556
37,Ġhe,4299,Ġalive,0.21739976
37,Ġhe,4643,ces,0.27399334
37,Ġhe,4710,Ġmaster,0.13689844
37,Ġhe,5156,oul,0.12870145
37,Ġhe,6710,ĠAf,0.17919873
37,Ġhe,7448,Ġdescribes,0.29390055
37,Ġhe,7553,ĠAndre,0.17310084
37,Ġhe,11389,Ġcommitting,0.39388034
37,Ġhe,12974,master,0.1534681
37,Ġhe,18759,arest,0.23193409
37,Ġhe,23513,Ġ3000,0.18676238
37,Ġhe,32256,Ġreminis,0.14961872
37,Ġhe,34619,Ġfateful,0.15970126
37,Ġhe,41351,1989,0.1814125
37,Ġhe,43289,Ġ1902,0.1622274
37,Ġhe,49069,.<,0.1538488
38,ĠI,4,.,0.99653697
38,ĠI,5,Ġthe,0.3785738
38,ĠI,6,",",0.9998704
38,ĠI,9,Ġof,0.2729158
38,ĠI,10,Ġa,0.14324126
38,ĠI,11,Ġin,0.21377426
38,ĠI,15,Ġon,0.15835807
38,ĠI,19,Ġwith,0.99988174
38,ĠI,20,ĠThe,0.24225868
38,ĠI,23,Ġat,0.25427657
38,ĠI,25,Ġas,0.49930698
38,ĠI,32,Ġare,0.17675282
38,ĠI,33,Ġhave,0.8069667
38,ĠI,36,Ġ(,0.39261103
38,ĠI,38,ĠI,0.98348385
38,ĠI,39,Ġhis,0.19132546
38,ĠI,47,Ġyou,0.19503692
38,ĠI,57,Ġbeen,0.18882021
38,ĠI,61,Ġwhich,0.9999877
38,ĠI,74,Ġwould,0.15548037
38,ĠI,75,'t,0.16965616
38,ĠI,78,Ġfirst,0.20530006
38,ĠI,102,a,0.3400203
38,ĠI,130,Ġthree,0.99990296
38,ĠI,145,Ġbeing,0.2746597
38,ĠI,192,Ġsee,0.12610802
38,ĠI,215,Ġsuch,0.9999852
38,ĠI,238,"),",0.13854851
38,ĠI,301,Ġlife,0.16905062
38,ĠI,303,Ġfound,0.91516435
38,ĠI,322,).,0.17645755
38,ĠI,359,Ġ&,0.19937558
38,ĠI,450,Ġseen,0.4752836
38,ĠI,596,Ġwhy,0.2534518
38,ĠI,628,Ġlate,0.99949944
38,ĠI,657,Ġlove,0.3582749
38,ĠI,664,Ġyoung,0.2016812
38,ĠI,1079,Ġrest,0.151573
38,ĠI,1183,Ġwatch,0.4324873
38,ĠI,1266,Ġmean,0.95405024
38,ĠI,1276,Ġdecided,0.84157795
38,ĠI,1291,Ġrelationship,0.2504065
38,ĠI,1620,As,0.52534556
38,ĠI,1892,ĠThen,0.13216777
38,ĠI,2067,Ġwait,0.24369065
38,ĠI,2721,Ġbeautiful,0.9999269
38,ĠI,3997,Ġincredible,0.5680564
38,ĠI,6634,ls,0.8793469
38,ĠI,8378,Ġwhenever,0.22882561
38,ĠI,23392,Ġredesign,0.13537364
38,ĠI,32154,itta,0.13608402
39,Ġhis,4,.,0.17658156
39,Ġhis,5,Ġthe,0.23406033
39,Ġhis,6,",",0.221161
39,Ġhis,7,Ġto,0.999938
39,Ġhis,10,Ġa,0.12509218
39,Ġhis,11,Ġin,0.20068674
39,Ġhis,15,Ġon,0.99967587
39,Ġhis,19,Ġwith,0.9997979
39,Ġhis,36,Ġ(,0.21457009
39,Ġhis,37,Ġhe,0.46696106
39,Ġhis,38,ĠI,0.13342035
39,Ġhis,39,Ġhis,0.5277143
39,Ġhis,43,),0.2649469
39,Ġhis,59,Ġabout,0.9999107
39,Ġhis,77,Ġwhen,0.99992585
39,Ġhis,91,ĠHe,0.21334879
39,Ġhis,123,Ġhim,0.7833373
39,Ġhis,133,The,0.22368781
39,Ġhis,141,Ġhow,0.1672755
39,Ġhis,147,Ġwhere,0.15778667
39,Ġhis,255,ĠT,0.23758483
39,Ġhis,261,on,0.17808484
39,Ġhis,301,Ġlife,0.4783403
39,Ġhis,308,Ġown,0.9477716
39,Ġhis,359,Ġ&,0.9999609
39,Ġhis,419,Ġearly,0.4899529
39,Ġhis,563,Ġplan,0.31785068
39,Ġhis,635,ĠHowever,0.13269038
39,Ġhis,651,Ġseries,0.17435347
39,Ġhis,667,Ġtrying,0.2867011
39,Ġhis,822,Ġfilm,0.4119308
39,Ġhis,851,Ġgave,0.2680029
39,Ġhis,961,Ġeveryone,0.30142334
39,Ġhis,1003,Ġhimself,0.59869397
39,Ġhis,1207,Ġliving,0.6239321
39,Ġhis,1291,Ġrelationship,0.9315682
39,Ġhis,1311,Ġgiving,0.15367049
39,Ġhis,1403,Ġself,0.8006224
39,Ġhis,1951,ek,0.3476625
39,Ġhis,2075,Ġran,0.21341
39,Ġhis,2201,ĠParis,0.18813357
39,Ġhis,2580,ets,0.2102988
39,Ġhis,3059,Ġassociated,0.29544738
39,Ġhis,3240,Ġyounger,0.71068674
39,Ġhis,3549,Ġkill,0.20222312
39,Ġhis,3556,Ġsecret,0.25950125
39,Ġhis,3579,Ġstolen,0.5035536
39,Ġhis,4643,ces,0.5062051
39,Ġhis,4710,Ġmaster,0.5694618
39,Ġhis,5111,Ġescape,0.16145316
39,Ġhis,6710,ĠAf,0.3166138
39,Ġhis,7235,Ġfocuses,0.37127572
39,Ġhis,7553,ĠAndre,0.51555544
39,Ġhis,10101,zel,0.23265249
39,Ġhis,11678,Ġwooden,0.262098
39,Ġhis,29790,ĠSut,0.22267665
39,Ġhis,32256,Ġreminis,0.45131412
39,Ġhis,32986,Ġpupp,0.25066337
39,Ġhis,38624,Guy,0.19204687
39,Ġhis,43289,Ġ1902,0.17664276
41,Ġan,6,",",0.32156375
41,Ġan,7,Ġto,0.123147644
41,Ġan,11,Ġin,0.99996793
41,Ġan,41,Ġan,0.27548215
41,Ġan,62,Ġup,0.36572853
41,Ġan,147,Ġwhere,0.20126234
41,Ġan,946,Ġhold,0.28344592
41,Ġan,1600,ĠGermany,0.17113233
41,Ġan,4710,Ġmaster,0.13285072
41,Ġan,5111,Ġescape,0.12256608
41,Ġan,9548,ĠInn,0.8453033
41,Ġan,29771,Ġpuppet,0.1924553
41,Ġan,32256,Ġreminis,0.1271277
42,Ġthis,4,.,0.8592115
42,Ġthis,6,",",0.3898628
42,Ġthis,10,Ġa,0.1394003
42,Ġthis,11,Ġin,0.9999975
42,Ġthis,12,-,0.13622075
42,Ġthis,13,Ġfor,0.99999785
42,Ġthis,16,Ġis,0.2211865
42,Ġthis,24,Ġit,0.13234524
42,Ġthis,25,Ġas,0.30360314
42,Ġthis,37,Ġhe,0.20323582
42,Ġthis,42,Ġthis,0.7256965
42,Ġthis,43,),0.14911444
42,Ġthis,65,Ġone,0.8808798
42,Ġthis,70,Ġall,0.25930482
42,Ġthis,122,Ġnow,0.17659944
42,Ġthis,148,Ġduring,0.12557943
42,Ġthis,359,Ġ&,0.13810997
42,Ġthis,442,Ġmaking,0.92708373
42,Ġthis,450,Ġseen,0.14296463
42,Ġthis,456,Ġagain,0.12704687
42,Ġthis,691,Ġrating,0.124604754
42,Ġthis,822,Ġfilm,0.20581318
42,Ġthis,888,Ġactually,0.12784034
42,Ġthis,941,Ġespecially,0.9999653
42,Ġthis,1001,ro,0.20730585
42,Ġthis,1106,If,0.55410755
42,Ġthis,1135,Ġdespite,0.1245863
42,Ġthis,1276,Ġdecided,0.12413499
42,Ġthis,1341,Ġquite,0.14116864
42,Ġthis,1599,ĠDon,0.4026443
42,Ġthis,3007,Ġworse,0.2931576
42,Ġthis,6583,ĠFull,0.24203305
42,Ġthis,8705,ĠBesides,0.25814384
42,Ġthis,10571,Ġfilmed,0.26783845
42,Ġthis,26447,Ġ1944,0.15639563
42,Ġthis,38684,ĠRetro,0.2599365
43,),4,.,0.22772397
43,),5,Ġthe,0.2723426
43,),6,",",0.1280108
43,),9,Ġof,0.15790844
43,),10,Ġa,0.12563097
43,),11,Ġin,0.34711164
43,),16,Ġis,0.20915395
43,),18,'s,0.1293863
43,),19,Ġwith,0.87177855
43,),24,Ġit,0.21525165
43,),33,Ġhave,0.45196286
43,),35,:,0.18525645
43,),36,Ġ(,0.7723315
43,),37,Ġhe,0.90128255
43,),39,Ġhis,0.25789276
43,),42,Ġthis,0.34139767
43,),43,),0.8293256
43,),77,Ġwhen,0.43916738
43,),91,ĠHe,0.2812069
43,),122,Ġnow,0.311839
43,),124,Ġback,0.1508747
43,),130,Ġthree,0.12601769
43,),133,The,0.22467212
43,),139,o,0.9999478
43,),147,Ġwhere,0.3342828
43,),148,Ġduring,0.24236894
43,),208,ĠS,0.15663046
43,),227,Ġbetween,0.7457309
43,),238,"),",0.42388904
43,),242,e,0.9999622
43,),248,ĠR,0.16192564
43,),322,).,0.184635
43,),359,Ġ&,0.8556613
43,),442,Ġmaking,0.14889362
43,),450,Ġseen,0.3177164
43,),563,Ġplan,0.32079726
43,),635,ĠHowever,0.17119549
43,),651,Ġseries,0.12732695
43,),657,Ġlove,0.17970066
43,),667,Ġtrying,0.13185672
43,),675,Ġperiod,0.12477792
43,),822,Ġfilm,0.12967959
43,),1079,Ġrest,0.2966289
43,),1106,If,0.12690686
43,),1135,Ġdespite,0.87840796
43,),1207,Ġliving,0.12581691
43,),1396,ner,0.993266
43,),1403,Ġself,0.354528
43,),1599,ĠDon,0.3592001
43,),1743,Ġsystems,0.99999547
43,),1808,Ġart,0.3095962
43,),2012,Ġstarts,0.20948997
43,),2067,Ġwait,0.203517
43,),2075,Ġran,0.82198465
43,),2085,Ġmaybe,0.382715
43,),2116,Ġcross,0.26441416
43,),2297,Ġmodern,0.13018213
43,),2653,Ġfeels,0.13803086
43,),2749,Ġsetting,0.1617294
43,),2945,Ġratings,0.13989764
43,),3026,Ġtells,0.13645694
43,),3220,Ġcentury,0.15793419
43,),3891,Ġtherefore,0.28794616
43,),4299,Ġalive,0.22481914
43,),4643,ces,0.12811176
43,),4710,Ġmaster,0.12416245
43,),6197,Ġplot,0.12315168
43,),6395,ĠIII,0.2648939
43,),7448,Ġdescribes,0.16868752
43,),8015,amer,0.3041525
43,),8939,ester,0.30695146
43,),10571,Ġfilmed,0.1607549
43,),11870,Ġeventual,0.18979737
43,),16276,?),0.19354697
43,),18759,arest,0.2764812
43,),19222,Ġhandsome,0.5413329
43,),19443,ĠBuch,0.12280335
43,),20907,Jack,0.17068046
43,),25302,Greg,0.12896796
43,),26447,Ġ1944,0.17583263
43,),29222,Ġtame,0.14641356
43,),34972,2004,0.1405444
43,),38624,Guy,0.18292467
43,),38684,ĠRetro,0.18180475
43,),39476,1998,0.99999714
43,),40738,ĠRevenge,0.13954829
43,),41351,1989,0.9999622
43,),42478,1991,0.9998989
43,),43289,Ġ1902,0.25483704
43,),43459,ĠCurse,0.12237417
43,),48709,Ġ/>,0.16783239
43,),49007,><,0.13509533
45,Ġnot,4,.,0.20687066
45,Ġnot,5,Ġthe,0.222059
45,Ġnot,6,",",0.3068694
45,Ġnot,10,Ġa,0.90400416
45,Ġnot,11,Ġin,0.28825793
45,Ġnot,18,'s,0.9999497
45,Ġnot,36,Ġ(,0.17001337
45,Ġnot,45,Ġnot,0.4142165
45,Ġnot,89,Ġthere,0.8022422
45,Ġnot,101,Ġlike,0.18063216
45,Ġnot,128,Ġ',0.14484091
45,Ġnot,129,Ġonly,0.7018953
45,Ġnot,203,Ġmuch,0.8928856
45,Ġnot,218,Ġdon,0.13782245
45,Ġnot,259,Ġhere,0.19447984
45,Ġnot,345,ĠThere,0.80393773
45,Ġnot,359,Ġ&,0.23174427
45,Ġnot,382,ĠUS,0.12866117
45,Ġnot,442,Ġmaking,0.15409589
45,Ġnot,456,Ġagain,0.13074343
45,Ġnot,500,R,0.27105877
45,Ġnot,691,Ġrating,0.14358011
45,Ġnot,822,Ġfilm,0.9999713
45,Ġnot,881,Ġsingle,0.5854341
45,Ġnot,1169,Ġeither,0.585952
45,Ġnot,1445,Ġentire,0.18162484
45,Ġnot,1558,13,0.32966942
45,Ġnot,1874,Ġdrop,0.23076259
45,Ġnot,1925,Ġblood,0.6151081
45,Ġnot,2201,ĠParis,0.16774598
45,Ġnot,3007,Ġworse,0.14148836
45,Ġnot,3891,Ġtherefore,0.52444696
45,Ġnot,5211,Ġrated,0.92779714
45,Ġnot,5342,Ġfairly,0.14507678
45,Ġnot,6935,ĠMaster,0.34189957
45,Ġnot,8015,amer,0.41049254
45,Ġnot,14499,ĠPG,0.24325472
