[I 2024-11-11 10:48:49,432] A new study created in RDB with name: SST-2-GAT-google-bert-bert-base-uncased-Surrogate-No_Aggregation
[I 2024-11-11 10:53:18,720] Trial 0 finished with value: 0.8956422018348624 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.4319459866925097, 'batch_size': 226, 'attention_heads': 11, 'hidden_dimension': 191, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5909729556485983, 'global_pooling': 'mean', 'learning_rate': 5.415244119402538e-05, 'weight_decay': 8.179499475211674e-06, 'beta_0': 0.8510059609290175, 'beta_1': 0.9881622148267181, 'epsilon': 1.4618962793704927e-07, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 0 with value: 0.8956422018348624.
[I 2024-11-11 14:05:41,137] Trial 38 finished with value: 0.8887614678899083 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.8056743113768837, 'batch_size': 117, 'attention_heads': 7, 'hidden_dimension': 70, 'number_of_hidden_layers': 1, 'dropout_rate': 0.43611264596336863, 'global_pooling': 'mean', 'learning_rate': 0.0004606422856078014, 'weight_decay': 4.916329705434752e-06, 'beta_0': 0.8657587102356046, 'beta_1': 0.9937921778395669, 'epsilon': 8.84001571488069e-07, 'balanced_loss': False, 'epochs': 183, 'early_stopping_patience': 17, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 14:11:53,298] Trial 39 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6017174293482849, 'batch_size': 237, 'attention_heads': 12, 'hidden_dimension': 245, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5980786655155135, 'global_pooling': 'max', 'learning_rate': 0.001245730878888682, 'weight_decay': 4.888333141101515e-05, 'beta_0': 0.8753874551913655, 'beta_1': 0.9872397278988635, 'epsilon': 3.360035759560346e-07, 'balanced_loss': True, 'epochs': 51, 'early_stopping_patience': 12, 'plateau_patience': 20, 'plateau_divider': 10}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 14:19:45,978] Trial 40 finished with value: 0.8910550458715596 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5595459437371197, 'batch_size': 77, 'attention_heads': 9, 'hidden_dimension': 198, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5704071483788062, 'global_pooling': 'mean', 'learning_rate': 1.7928196226143883e-05, 'weight_decay': 8.152432985576884e-06, 'beta_0': 0.8911493171187984, 'beta_1': 0.9854048962698589, 'epsilon': 1.2353216609858274e-07, 'balanced_loss': False, 'epochs': 159, 'early_stopping_patience': 15, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 14:23:27,063] Trial 41 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5701156573617353, 'batch_size': 99, 'attention_heads': 11, 'hidden_dimension': 99, 'number_of_hidden_layers': 1, 'dropout_rate': 0.41604718116831174, 'global_pooling': 'mean', 'learning_rate': 0.0002757230379441778, 'weight_decay': 4.5912839625804425e-06, 'beta_0': 0.8983024139365381, 'beta_1': 0.9891251406187891, 'epsilon': 9.602505645133722e-06, 'balanced_loss': False, 'epochs': 168, 'early_stopping_patience': 13, 'plateau_patience': 22, 'plateau_divider': 7}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 14:27:14,047] Trial 42 finished with value: 0.9002293577981652 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5132474438377235, 'batch_size': 63, 'attention_heads': 10, 'hidden_dimension': 87, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48482584158349185, 'global_pooling': 'mean', 'learning_rate': 0.00015166105441554906, 'weight_decay': 2.3207142314850022e-05, 'beta_0': 0.894311183412377, 'beta_1': 0.9884603164002301, 'epsilon': 5.157837566544778e-06, 'balanced_loss': False, 'epochs': 165, 'early_stopping_patience': 13, 'plateau_patience': 22, 'plateau_divider': 7}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 14:30:55,739] Trial 43 finished with value: 0.8944954128440367 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.6961263128448165, 'batch_size': 46, 'attention_heads': 7, 'hidden_dimension': 121, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3465078339417104, 'global_pooling': 'mean', 'learning_rate': 0.0003121004162627672, 'weight_decay': 2.6507628558361606e-06, 'beta_0': 0.8981365059530684, 'beta_1': 0.9918272647043423, 'epsilon': 5.617877407309427e-05, 'balanced_loss': False, 'epochs': 145, 'early_stopping_patience': 12, 'plateau_patience': 24, 'plateau_divider': 8}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 14:34:34,979] Trial 44 finished with value: 0.9036697247706422 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5812521682796625, 'batch_size': 73, 'attention_heads': 11, 'hidden_dimension': 46, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5059723948938989, 'global_pooling': 'mean', 'learning_rate': 0.0006279798170133416, 'weight_decay': 3.3218814119698963e-06, 'beta_0': 0.8836698258821036, 'beta_1': 0.9898162274725989, 'epsilon': 2.066911417690112e-05, 'balanced_loss': False, 'epochs': 187, 'early_stopping_patience': 14, 'plateau_patience': 25, 'plateau_divider': 7}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 14:38:24,607] Trial 45 finished with value: 0.8967889908256881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.46917052764206746, 'batch_size': 190, 'attention_heads': 13, 'hidden_dimension': 44, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5140435272763363, 'global_pooling': 'mean', 'learning_rate': 0.0006847663012565015, 'weight_decay': 1.4005724847246313e-06, 'beta_0': 0.885484806852507, 'beta_1': 0.9904261315995915, 'epsilon': 2.1273509249241316e-06, 'balanced_loss': False, 'epochs': 189, 'early_stopping_patience': 14, 'plateau_patience': 25, 'plateau_divider': 6}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 14:42:03,861] Trial 46 finished with value: 0.8967889908256881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5947680458053475, 'batch_size': 91, 'attention_heads': 14, 'hidden_dimension': 60, 'number_of_hidden_layers': 2, 'dropout_rate': 0.47072904857911047, 'global_pooling': 'mean', 'learning_rate': 0.0023977288459983725, 'weight_decay': 2.461692056719683e-06, 'beta_0': 0.8729262523014157, 'beta_1': 0.998756777039417, 'epsilon': 1.821362117112373e-05, 'balanced_loss': False, 'epochs': 114, 'early_stopping_patience': 11, 'plateau_patience': 10, 'plateau_divider': 5}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 14:45:52,280] Trial 47 finished with value: 0.8899082568807339 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.425737453856368, 'batch_size': 146, 'attention_heads': 12, 'hidden_dimension': 34, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5491015766484262, 'global_pooling': 'sum', 'learning_rate': 0.001222882559365452, 'weight_decay': 6.260893256352524e-06, 'beta_0': 0.8531385968787988, 'beta_1': 0.9929718656504993, 'epsilon': 8.998077318621068e-08, 'balanced_loss': False, 'epochs': 196, 'early_stopping_patience': 19, 'plateau_patience': 23, 'plateau_divider': 8}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 14:50:02,723] Trial 48 finished with value: 0.8841743119266054 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5132627620530419, 'batch_size': 202, 'attention_heads': 16, 'hidden_dimension': 58, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3081968255491593, 'global_pooling': 'mean', 'learning_rate': 0.00040640331970986547, 'weight_decay': 3.878874461083878e-06, 'beta_0': 0.8807641374247676, 'beta_1': 0.9815288420228268, 'epsilon': 8.980676762910023e-05, 'balanced_loss': False, 'epochs': 185, 'early_stopping_patience': 15, 'plateau_patience': 24, 'plateau_divider': 9}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 14:54:31,533] Trial 49 finished with value: 0.8887614678899083 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.548610002167426, 'batch_size': 78, 'attention_heads': 9, 'hidden_dimension': 72, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4990871607446124, 'global_pooling': 'mean', 'learning_rate': 1.0513936377148973e-05, 'weight_decay': 1.000888488031861e-06, 'beta_0': 0.8086119603601611, 'beta_1': 0.9952568112381072, 'epsilon': 3.937741878739087e-06, 'balanced_loss': True, 'epochs': 177, 'early_stopping_patience': 10, 'plateau_patience': 25, 'plateau_divider': 7}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 14:58:59,683] Trial 50 finished with value: 0.875 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6563276092659802, 'batch_size': 45, 'attention_heads': 11, 'hidden_dimension': 42, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4775215563797372, 'global_pooling': 'max', 'learning_rate': 0.004800163124443113, 'weight_decay': 1.1327201371690632e-05, 'beta_0': 0.8439252704713509, 'beta_1': 0.9910496058813804, 'epsilon': 9.06130588708604e-06, 'balanced_loss': False, 'epochs': 172, 'early_stopping_patience': 24, 'plateau_patience': 23, 'plateau_divider': 2}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 15:03:01,427] Trial 51 finished with value: 0.8956422018348624 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5693442074709307, 'batch_size': 69, 'attention_heads': 11, 'hidden_dimension': 94, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4265157702836292, 'global_pooling': 'mean', 'learning_rate': 9.471582408177324e-05, 'weight_decay': 6.402604993481726e-06, 'beta_0': 0.8954723927622411, 'beta_1': 0.9867612382528612, 'epsilon': 1.1453126574254128e-05, 'balanced_loss': False, 'epochs': 124, 'early_stopping_patience': 14, 'plateau_patience': 24, 'plateau_divider': 7}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 15:06:33,806] Trial 52 finished with value: 0.9002293577981652 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.6196512782268583, 'batch_size': 111, 'attention_heads': 9, 'hidden_dimension': 54, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5290143532391274, 'global_pooling': 'mean', 'learning_rate': 0.0008296040590951283, 'weight_decay': 2.309849150318051e-06, 'beta_0': 0.8889183926648893, 'beta_1': 0.9892402070694952, 'epsilon': 2.184974325094421e-05, 'balanced_loss': False, 'epochs': 159, 'early_stopping_patience': 12, 'plateau_patience': 25, 'plateau_divider': 7}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 15:10:24,455] Trial 53 finished with value: 0.8944954128440367 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5858503542691118, 'batch_size': 58, 'attention_heads': 13, 'hidden_dimension': 133, 'number_of_hidden_layers': 1, 'dropout_rate': 0.35523045441299167, 'global_pooling': 'mean', 'learning_rate': 0.00018321640763796704, 'weight_decay': 3.084450580197337e-06, 'beta_0': 0.8846677237816629, 'beta_1': 0.988084827381261, 'epsilon': 4.049176965203535e-05, 'balanced_loss': False, 'epochs': 154, 'early_stopping_patience': 13, 'plateau_patience': 20, 'plateau_divider': 8}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 15:14:27,307] Trial 54 finished with value: 0.9002293577981652 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5285395438778392, 'batch_size': 74, 'attention_heads': 10, 'hidden_dimension': 155, 'number_of_hidden_layers': 1, 'dropout_rate': 0.45050440377434525, 'global_pooling': 'mean', 'learning_rate': 0.00036483746573054925, 'weight_decay': 1.6534653777997499e-06, 'beta_0': 0.8998073741627922, 'beta_1': 0.9827884498494188, 'epsilon': 1.3494519302515972e-05, 'balanced_loss': False, 'epochs': 184, 'early_stopping_patience': 17, 'plateau_patience': 19, 'plateau_divider': 5}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 15:18:10,534] Trial 55 finished with value: 0.8956422018348624 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.4934817119096241, 'batch_size': 32, 'attention_heads': 11, 'hidden_dimension': 63, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5783584428730847, 'global_pooling': 'mean', 'learning_rate': 0.0020417580074877637, 'weight_decay': 1.0714042735371675e-05, 'beta_0': 0.8775792164553193, 'beta_1': 0.9855136671601444, 'epsilon': 6.196454759217227e-05, 'balanced_loss': False, 'epochs': 164, 'early_stopping_patience': 13, 'plateau_patience': 22, 'plateau_divider': 7}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 15:22:21,877] Trial 56 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.4735455786873921, 'batch_size': 135, 'attention_heads': 16, 'hidden_dimension': 83, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3906186317007177, 'global_pooling': 'mean', 'learning_rate': 0.0005939404661316947, 'weight_decay': 3.7875249587535542e-06, 'beta_0': 0.8923764126377907, 'beta_1': 0.9837084863325838, 'epsilon': 5.803980856584222e-06, 'balanced_loss': False, 'epochs': 137, 'early_stopping_patience': 16, 'plateau_patience': 24, 'plateau_divider': 9}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 15:27:16,675] Trial 57 finished with value: 0.8956422018348624 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.5433399691025286, 'batch_size': 95, 'attention_heads': 15, 'hidden_dimension': 107, 'number_of_hidden_layers': 3, 'dropout_rate': 0.33676826471369325, 'global_pooling': 'max', 'learning_rate': 0.00023902553441408132, 'weight_decay': 1.2215172234240685e-06, 'beta_0': 0.8230902004655216, 'beta_1': 0.9897332454201946, 'epsilon': 2.8915973294865337e-05, 'balanced_loss': False, 'epochs': 173, 'early_stopping_patience': 21, 'plateau_patience': 25, 'plateau_divider': 6}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 15:31:42,138] Trial 58 finished with value: 0.8853211009174312 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.6401891068137727, 'batch_size': 53, 'attention_heads': 14, 'hidden_dimension': 221, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3150356500141437, 'global_pooling': 'sum', 'learning_rate': 9.443868359567248e-05, 'weight_decay': 1.8124562467477172e-06, 'beta_0': 0.8163847698900657, 'beta_1': 0.984786650975903, 'epsilon': 1.363406656854605e-06, 'balanced_loss': False, 'epochs': 108, 'early_stopping_patience': 14, 'plateau_patience': 23, 'plateau_divider': 10}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 15:35:23,298] Trial 59 finished with value: 0.8944954128440367 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.608323636941164, 'batch_size': 83, 'attention_heads': 7, 'hidden_dimension': 32, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5065232529030661, 'global_pooling': 'mean', 'learning_rate': 0.0013566657289505023, 'weight_decay': 5.139878325415187e-06, 'beta_0': 0.8884707040179285, 'beta_1': 0.9971515944989673, 'epsilon': 7.375493021996952e-06, 'balanced_loss': False, 'epochs': 193, 'early_stopping_patience': 10, 'plateau_patience': 11, 'plateau_divider': 8}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 15:40:36,808] Trial 60 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.5123076040944938, 'batch_size': 244, 'attention_heads': 12, 'hidden_dimension': 171, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5267591001789075, 'global_pooling': 'max', 'learning_rate': 4.675833992507675e-05, 'weight_decay': 1.7539617784291178e-05, 'beta_0': 0.8955479253741923, 'beta_1': 0.9908337708651239, 'epsilon': 4.2388657761870305e-06, 'balanced_loss': True, 'epochs': 133, 'early_stopping_patience': 11, 'plateau_patience': 18, 'plateau_divider': 7}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 15:46:50,136] Trial 61 finished with value: 0.8967889908256881 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6003234061135387, 'batch_size': 227, 'attention_heads': 12, 'hidden_dimension': 244, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5988227195974091, 'global_pooling': 'max', 'learning_rate': 0.0011273554818646927, 'weight_decay': 4.3845874718864816e-05, 'beta_0': 0.8758238196409416, 'beta_1': 0.9871238550545598, 'epsilon': 2.7698699630367894e-07, 'balanced_loss': True, 'epochs': 53, 'early_stopping_patience': 12, 'plateau_patience': 20, 'plateau_divider': 10}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 15:52:08,240] Trial 62 finished with value: 0.8944954128440367 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5595962774609142, 'batch_size': 242, 'attention_heads': 10, 'hidden_dimension': 254, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5501209854125247, 'global_pooling': 'max', 'learning_rate': 0.0008183435257367238, 'weight_decay': 0.00047360743620131505, 'beta_0': 0.870931950778248, 'beta_1': 0.9874760532630407, 'epsilon': 5.144871997143348e-07, 'balanced_loss': True, 'epochs': 61, 'early_stopping_patience': 13, 'plateau_patience': 21, 'plateau_divider': 10}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 15:58:01,294] Trial 63 finished with value: 0.8956422018348624 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.579895495079048, 'batch_size': 235, 'attention_heads': 12, 'hidden_dimension': 246, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5792819587223381, 'global_pooling': 'max', 'learning_rate': 0.0017930523832011683, 'weight_decay': 0.00012816877033580435, 'beta_0': 0.8671725059434109, 'beta_1': 0.9886002062908658, 'epsilon': 2.181267582038928e-08, 'balanced_loss': True, 'epochs': 89, 'early_stopping_patience': 12, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 16:02:57,779] Trial 64 finished with value: 0.8956422018348624 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6289609260881125, 'batch_size': 217, 'attention_heads': 11, 'hidden_dimension': 187, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5982103386044338, 'global_pooling': 'max', 'learning_rate': 0.0004737412307990605, 'weight_decay': 0.00010261589743477369, 'beta_0': 0.8828895005977444, 'beta_1': 0.9879389106060177, 'epsilon': 1.7821807111886454e-05, 'balanced_loss': True, 'epochs': 143, 'early_stopping_patience': 12, 'plateau_patience': 22, 'plateau_divider': 10}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 16:07:32,801] Trial 65 finished with value: 0.8944954128440367 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6804541922486507, 'batch_size': 253, 'attention_heads': 13, 'hidden_dimension': 199, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5593666599630257, 'global_pooling': 'max', 'learning_rate': 0.0014346040107039238, 'weight_decay': 5.810258956274619e-05, 'beta_0': 0.8736951722544168, 'beta_1': 0.9862884148888024, 'epsilon': 4.3763624748130025e-08, 'balanced_loss': True, 'epochs': 75, 'early_stopping_patience': 14, 'plateau_patience': 24, 'plateau_divider': 9}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 16:12:17,311] Trial 66 finished with value: 0.8302752293577982 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.7103636789920684, 'batch_size': 41, 'attention_heads': 14, 'hidden_dimension': 210, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5850393365320412, 'global_pooling': 'mean', 'learning_rate': 0.003380263885798224, 'weight_decay': 2.8226203030624496e-05, 'beta_0': 0.8794821565278325, 'beta_1': 0.9856699917378586, 'epsilon': 2.3444087524688513e-06, 'balanced_loss': False, 'epochs': 180, 'early_stopping_patience': 11, 'plateau_patience': 19, 'plateau_divider': 6}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 16:16:36,815] Trial 67 finished with value: 0.9025229357798165 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5984837075662717, 'batch_size': 179, 'attention_heads': 10, 'hidden_dimension': 236, 'number_of_hidden_layers': 1, 'dropout_rate': 0.46473049944468237, 'global_pooling': 'mean', 'learning_rate': 0.008308143175856446, 'weight_decay': 0.0009076411602561726, 'beta_0': 0.8905551947616405, 'beta_1': 0.9841054938157076, 'epsilon': 9.438476316090313e-06, 'balanced_loss': False, 'epochs': 63, 'early_stopping_patience': 14, 'plateau_patience': 21, 'plateau_divider': 7}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 16:20:47,331] Trial 68 finished with value: 0.8486238532110092 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6548524625389364, 'batch_size': 156, 'attention_heads': 8, 'hidden_dimension': 229, 'number_of_hidden_layers': 1, 'dropout_rate': 0.45916215420391426, 'global_pooling': 'mean', 'learning_rate': 0.07098857030991017, 'weight_decay': 0.000943369435047796, 'beta_0': 0.8892966273928891, 'beta_1': 0.984136558086725, 'epsilon': 9.777603532466108e-06, 'balanced_loss': False, 'epochs': 63, 'early_stopping_patience': 16, 'plateau_patience': 23, 'plateau_divider': 7}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 16:24:21,186] Trial 69 finished with value: 0.8944954128440367 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5561239650366436, 'batch_size': 171, 'attention_heads': 9, 'hidden_dimension': 121, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4661266004060552, 'global_pooling': 'mean', 'learning_rate': 0.015399304481421102, 'weight_decay': 0.00023195916208373953, 'beta_0': 0.8001838764300744, 'beta_1': 0.9823005695845148, 'epsilon': 1.4358137112440261e-05, 'balanced_loss': False, 'epochs': 98, 'early_stopping_patience': 14, 'plateau_patience': 25, 'plateau_divider': 7}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 16:28:39,220] Trial 70 finished with value: 0.8956422018348624 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5770145554483184, 'batch_size': 182, 'attention_heads': 10, 'hidden_dimension': 220, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4428400568574199, 'global_pooling': 'mean', 'learning_rate': 0.006636237241833453, 'weight_decay': 0.0007197266919766736, 'beta_0': 0.8929351192639944, 'beta_1': 0.9810510033440772, 'epsilon': 2.4878057507608926e-05, 'balanced_loss': False, 'epochs': 200, 'early_stopping_patience': 15, 'plateau_patience': 23, 'plateau_divider': 8}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 16:33:41,802] Trial 71 finished with value: 0.8944954128440367 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6022084052590078, 'batch_size': 195, 'attention_heads': 11, 'hidden_dimension': 248, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4829025869226542, 'global_pooling': 'mean', 'learning_rate': 0.010370343080294012, 'weight_decay': 0.0005854298612472817, 'beta_0': 0.8867481402285409, 'beta_1': 0.9849876955142629, 'epsilon': 3.7942303446944333e-07, 'balanced_loss': False, 'epochs': 50, 'early_stopping_patience': 22, 'plateau_patience': 21, 'plateau_divider': 10}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 16:38:03,441] Trial 72 finished with value: 0.8807339449541285 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.627128273775231, 'batch_size': 223, 'attention_heads': 10, 'hidden_dimension': 239, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3015736146313463, 'global_pooling': 'mean', 'learning_rate': 0.019639945692312845, 'weight_decay': 0.00032553113600694594, 'beta_0': 0.8621834648549113, 'beta_1': 0.9832493480745934, 'epsilon': 7.910419407988091e-06, 'balanced_loss': False, 'epochs': 58, 'early_stopping_patience': 13, 'plateau_patience': 20, 'plateau_divider': 6}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 16:42:50,416] Trial 73 finished with value: 0.8956422018348624 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.5316288295565482, 'batch_size': 66, 'attention_heads': 16, 'hidden_dimension': 238, 'number_of_hidden_layers': 1, 'dropout_rate': 0.502048046524656, 'global_pooling': 'max', 'learning_rate': 0.0006371030293351689, 'weight_decay': 0.00031522470377093526, 'beta_0': 0.8576799853141122, 'beta_1': 0.986887228230419, 'epsilon': 3.3569804040570962e-06, 'balanced_loss': False, 'epochs': 71, 'early_stopping_patience': 12, 'plateau_patience': 21, 'plateau_divider': 8}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 16:51:56,442] Trial 74 finished with value: 0.8876146788990825 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5949096076709333, 'batch_size': 207, 'attention_heads': 15, 'hidden_dimension': 205, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5201246494130257, 'global_pooling': 'mean', 'learning_rate': 6.888702568080788e-05, 'weight_decay': 5.9833281571578554e-05, 'beta_0': 0.8784241420870776, 'beta_1': 0.9841349714659708, 'epsilon': 5.122178890985247e-06, 'balanced_loss': True, 'epochs': 67, 'early_stopping_patience': 13, 'plateau_patience': 18, 'plateau_divider': 6}. Best is trial 1 with value: 0.9048165137614679.
[I 2024-11-11 16:55:55,092] Trial 75 finished with value: 0.8876146788990825 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6691280944189902, 'batch_size': 186, 'attention_heads': 11, 'hidden_dimension': 228, 'number_of_hidden_layers': 1, 'dropout_rate': 0.42950538169221053, 'global_pooling': 'sum', 'learning_rate': 0.0010575334288462702, 'weight_decay': 0.0004289753630959217, 'beta_0': 0.8831105310947364, 'beta_1': 0.9859569243180811, 'epsilon': 1.6656874145278454e-06, 'balanced_loss': False, 'epochs': 120, 'early_stopping_patience': 11, 'plateau_patience': 20, 'plateau_divider': 9}. Best is trial 1 with value: 0.9048165137614679.
