Some weights of RobertaModel were not initialized from the model checkpoint at FacebookAI/roberta-base and are newly initialized: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
[I 2024-12-02 09:53:01,353] A new study created in RDB with name: SST-2-GATv2-FacebookAI-roberta-base-Grouped-No_Aggregation
[I 2024-12-02 09:58:40,815] Trial 0 finished with value: 0.9036697247706422 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.4319459866925097, 'batch_size': 226, 'attention_heads': 11, 'hidden_dimension': 191, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5909729556485983, 'global_pooling': 'mean', 'learning_rate': 5.415244119402538e-05, 'weight_decay': 8.179499475211674e-06, 'beta_0': 0.8510059609290175, 'beta_1': 0.9881622148267181, 'epsilon': 1.4618962793704927e-07, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 0 with value: 0.9036697247706422.
[I 2024-12-02 13:41:07,863] Trial 38 finished with value: 0.9174311926605505 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.7139659850849963, 'batch_size': 80, 'attention_heads': 13, 'hidden_dimension': 212, 'number_of_hidden_layers': 3, 'dropout_rate': 0.36400273823349955, 'global_pooling': 'sum', 'learning_rate': 0.0001292847620415283, 'weight_decay': 4.4029028803882436e-06, 'beta_0': 0.8291504411918528, 'beta_1': 0.9902832760178972, 'epsilon': 6.718504133656041e-07, 'balanced_loss': False, 'epochs': 129, 'early_stopping_patience': 16, 'plateau_patience': 23, 'plateau_divider': 8}. Best is trial 12 with value: 0.9220183486238532.
[I 2024-12-02 13:46:23,316] Trial 39 finished with value: 0.9243119266055045 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.8009269511074175, 'batch_size': 54, 'attention_heads': 16, 'hidden_dimension': 193, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5729279322380856, 'global_pooling': 'max', 'learning_rate': 0.0007018770586439215, 'weight_decay': 7.909016120236349e-05, 'beta_0': 0.807172138918695, 'beta_1': 0.9940414192194085, 'epsilon': 2.790646345374876e-06, 'balanced_loss': True, 'epochs': 51, 'early_stopping_patience': 12, 'plateau_patience': 19, 'plateau_divider': 5}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 13:50:47,765] Trial 40 finished with value: 0.9231651376146789 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6716212122327833, 'batch_size': 220, 'attention_heads': 16, 'hidden_dimension': 159, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4802328656888543, 'global_pooling': 'max', 'learning_rate': 0.0014173701341392338, 'weight_decay': 0.00011503867542374306, 'beta_0': 0.8060040121976655, 'beta_1': 0.9940758208464141, 'epsilon': 2.987354717518432e-06, 'balanced_loss': False, 'epochs': 52, 'early_stopping_patience': 12, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 13:55:17,986] Trial 41 finished with value: 0.9243119266055045 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6463167101156072, 'batch_size': 221, 'attention_heads': 16, 'hidden_dimension': 159, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4817274061590874, 'global_pooling': 'max', 'learning_rate': 0.0017208103093890193, 'weight_decay': 0.00011426819446169171, 'beta_0': 0.8096747686708693, 'beta_1': 0.9941106231436705, 'epsilon': 3.0462859211466087e-06, 'balanced_loss': False, 'epochs': 56, 'early_stopping_patience': 12, 'plateau_patience': 15, 'plateau_divider': 3}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 13:59:39,377] Trial 42 finished with value: 0.9220183486238532 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6490584688006906, 'batch_size': 206, 'attention_heads': 16, 'hidden_dimension': 137, 'number_of_hidden_layers': 1, 'dropout_rate': 0.47521547983578594, 'global_pooling': 'max', 'learning_rate': 0.0013716433139626604, 'weight_decay': 0.00011577023489688644, 'beta_0': 0.8075878936336582, 'beta_1': 0.9940110183754802, 'epsilon': 3.5617978818556784e-06, 'balanced_loss': False, 'epochs': 55, 'early_stopping_patience': 12, 'plateau_patience': 16, 'plateau_divider': 3}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 14:04:01,312] Trial 43 finished with value: 0.9151376146788991 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6671940715993117, 'batch_size': 246, 'attention_heads': 16, 'hidden_dimension': 155, 'number_of_hidden_layers': 1, 'dropout_rate': 0.45045928860186013, 'global_pooling': 'max', 'learning_rate': 0.002328872786532878, 'weight_decay': 0.00013903516998925761, 'beta_0': 0.8073100760942657, 'beta_1': 0.9949183583342892, 'epsilon': 9.115085859004043e-06, 'balanced_loss': False, 'epochs': 64, 'early_stopping_patience': 14, 'plateau_patience': 15, 'plateau_divider': 3}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 14:07:40,265] Trial 44 finished with value: 0.9128440366972477 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6942226403506006, 'batch_size': 183, 'attention_heads': 15, 'hidden_dimension': 162, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4854985429638924, 'global_pooling': 'max', 'learning_rate': 0.00990062660656131, 'weight_decay': 8.673323969461649e-05, 'beta_0': 0.8181879110118934, 'beta_1': 0.9924604123166189, 'epsilon': 2.503945782028555e-06, 'balanced_loss': False, 'epochs': 50, 'early_stopping_patience': 11, 'plateau_patience': 13, 'plateau_divider': 2}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 14:11:47,819] Trial 45 finished with value: 0.9151376146788991 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.7808374163898694, 'batch_size': 160, 'attention_heads': 15, 'hidden_dimension': 126, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5167045485444862, 'global_pooling': 'max', 'learning_rate': 0.0006791845677232108, 'weight_decay': 0.00029356930156934765, 'beta_0': 0.8002402222569709, 'beta_1': 0.9958649173694236, 'epsilon': 7.863921245235525e-06, 'balanced_loss': False, 'epochs': 80, 'early_stopping_patience': 12, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 14:17:42,125] Trial 46 finished with value: 0.9197247706422018 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.8703793077254776, 'batch_size': 222, 'attention_heads': 16, 'hidden_dimension': 176, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5741440571137575, 'global_pooling': 'max', 'learning_rate': 0.001120208470071884, 'weight_decay': 5.662159487060873e-05, 'beta_0': 0.8048892815887962, 'beta_1': 0.9970409867048661, 'epsilon': 5.50968114492612e-06, 'balanced_loss': True, 'epochs': 66, 'early_stopping_patience': 13, 'plateau_patience': 16, 'plateau_divider': 3}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 14:21:59,220] Trial 47 finished with value: 0.9151376146788991 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.5772463170120656, 'batch_size': 239, 'attention_heads': 16, 'hidden_dimension': 101, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5062219042637873, 'global_pooling': 'max', 'learning_rate': 0.0033397131467660054, 'weight_decay': 3.993683517153607e-05, 'beta_0': 0.8122708710084989, 'beta_1': 0.9929718656504993, 'epsilon': 1.367852504626127e-06, 'balanced_loss': False, 'epochs': 58, 'early_stopping_patience': 12, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 14:25:48,129] Trial 48 finished with value: 0.9162844036697247 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.7096834290465641, 'batch_size': 49, 'attention_heads': 15, 'hidden_dimension': 186, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4430936609685425, 'global_pooling': 'max', 'learning_rate': 0.001604892611187145, 'weight_decay': 0.00015874991270512203, 'beta_0': 0.8169224247416891, 'beta_1': 0.9944363975343462, 'epsilon': 4.3416580023182466e-06, 'balanced_loss': True, 'epochs': 78, 'early_stopping_patience': 11, 'plateau_patience': 11, 'plateau_divider': 2}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 14:32:01,448] Trial 49 finished with value: 0.9105504587155964 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6220160786894117, 'batch_size': 199, 'attention_heads': 16, 'hidden_dimension': 222, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5351431267429576, 'global_pooling': 'max', 'learning_rate': 0.004105617866115394, 'weight_decay': 0.00023837545888111746, 'beta_0': 0.8091805952730047, 'beta_1': 0.9952568112381072, 'epsilon': 1.5690831870088815e-05, 'balanced_loss': False, 'epochs': 72, 'early_stopping_patience': 10, 'plateau_patience': 13, 'plateau_divider': 3}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 14:36:30,646] Trial 50 finished with value: 0.9243119266055045 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.6686777539475881, 'batch_size': 186, 'attention_heads': 13, 'hidden_dimension': 147, 'number_of_hidden_layers': 1, 'dropout_rate': 0.47861595571906174, 'global_pooling': 'max', 'learning_rate': 0.011982336920481639, 'weight_decay': 0.00034298293662907213, 'beta_0': 0.8209191718995879, 'beta_1': 0.9914306540554801, 'epsilon': 2.3350320615634595e-05, 'balanced_loss': True, 'epochs': 58, 'early_stopping_patience': 13, 'plateau_patience': 18, 'plateau_divider': 4}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 14:40:43,477] Trial 51 finished with value: 0.9048165137614679 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.6563540199718777, 'batch_size': 187, 'attention_heads': 13, 'hidden_dimension': 163, 'number_of_hidden_layers': 1, 'dropout_rate': 0.47689497679038223, 'global_pooling': 'max', 'learning_rate': 0.018794642066417955, 'weight_decay': 0.00046749742096314475, 'beta_0': 0.8045383870451207, 'beta_1': 0.9913728310653839, 'epsilon': 7.919582293951212e-05, 'balanced_loss': True, 'epochs': 60, 'early_stopping_patience': 14, 'plateau_patience': 15, 'plateau_divider': 4}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 14:45:00,801] Trial 52 finished with value: 0.9162844036697247 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.7254205159591681, 'batch_size': 201, 'attention_heads': 15, 'hidden_dimension': 147, 'number_of_hidden_layers': 1, 'dropout_rate': 0.43038100371364746, 'global_pooling': 'max', 'learning_rate': 0.008315795019607023, 'weight_decay': 0.0003555661311785624, 'beta_0': 0.8212166533246881, 'beta_1': 0.9936807015903067, 'epsilon': 5.1554140241581546e-05, 'balanced_loss': True, 'epochs': 51, 'early_stopping_patience': 13, 'plateau_patience': 18, 'plateau_divider': 4}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 14:49:19,756] Trial 53 finished with value: 0.9162844036697247 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.6852644321382491, 'batch_size': 141, 'attention_heads': 14, 'hidden_dimension': 131, 'number_of_hidden_layers': 1, 'dropout_rate': 0.49329648225416045, 'global_pooling': 'max', 'learning_rate': 0.0006660748066369471, 'weight_decay': 9.063028918969784e-05, 'beta_0': 0.8107986281660259, 'beta_1': 0.9918051754163275, 'epsilon': 2.6691027858519933e-05, 'balanced_loss': True, 'epochs': 70, 'early_stopping_patience': 11, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 14:54:05,778] Trial 54 finished with value: 0.9151376146788991 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.7707549968736512, 'batch_size': 218, 'attention_heads': 16, 'hidden_dimension': 173, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4532190161386931, 'global_pooling': 'max', 'learning_rate': 0.00044486191031518506, 'weight_decay': 2.7415195945953857e-05, 'beta_0': 0.827092306998314, 'beta_1': 0.9974943419777085, 'epsilon': 6.7367850007221915e-06, 'balanced_loss': True, 'epochs': 60, 'early_stopping_patience': 12, 'plateau_patience': 17, 'plateau_divider': 5}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 14:58:23,361] Trial 55 finished with value: 0.6731651376146789 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.6022207689994067, 'batch_size': 165, 'attention_heads': 12, 'hidden_dimension': 156, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5173924120482902, 'global_pooling': 'max', 'learning_rate': 0.03957777403179139, 'weight_decay': 0.00018851519047187232, 'beta_0': 0.8355436362901005, 'beta_1': 0.9908912074580536, 'epsilon': 2.483404396512076e-06, 'balanced_loss': True, 'epochs': 98, 'early_stopping_patience': 14, 'plateau_patience': 19, 'plateau_divider': 3}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 15:02:26,627] Trial 56 finished with value: 0.9243119266055045 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.5564522143227613, 'batch_size': 111, 'attention_heads': 14, 'hidden_dimension': 116, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48036514790073986, 'global_pooling': 'max', 'learning_rate': 0.0015549806436476778, 'weight_decay': 9.287354037751462e-05, 'beta_0': 0.8148443606993176, 'beta_1': 0.9931856555152124, 'epsilon': 1.7815310347299286e-05, 'balanced_loss': True, 'epochs': 78, 'early_stopping_patience': 10, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 15:06:03,468] Trial 57 finished with value: 0.9162844036697247 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.8221091368791951, 'batch_size': 63, 'attention_heads': 13, 'hidden_dimension': 82, 'number_of_hidden_layers': 0, 'dropout_rate': 0.45795782672861013, 'global_pooling': 'max', 'learning_rate': 0.002386906706126079, 'weight_decay': 8.297645081460452e-05, 'beta_0': 0.8148578768772654, 'beta_1': 0.992965958235372, 'epsilon': 1.794947829814051e-05, 'balanced_loss': True, 'epochs': 78, 'early_stopping_patience': 13, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 15:10:06,172] Trial 58 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6309872461472318, 'batch_size': 110, 'attention_heads': 14, 'hidden_dimension': 115, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4791844014782839, 'global_pooling': 'max', 'learning_rate': 0.015350911921111246, 'weight_decay': 0.00012612372373163982, 'beta_0': 0.8218380097241396, 'beta_1': 0.9930553164839027, 'epsilon': 1.2500668085288396e-05, 'balanced_loss': True, 'epochs': 66, 'early_stopping_patience': 15, 'plateau_patience': 14, 'plateau_divider': 4}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 15:14:28,722] Trial 59 finished with value: 0.9128440366972477 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.5573356743395661, 'batch_size': 90, 'attention_heads': 11, 'hidden_dimension': 121, 'number_of_hidden_layers': 2, 'dropout_rate': 0.546124701678348, 'global_pooling': 'max', 'learning_rate': 0.0018428654540517731, 'weight_decay': 0.0006875838502737255, 'beta_0': 0.8049267689875215, 'beta_1': 0.9895078644117131, 'epsilon': 4.7372777417996724e-05, 'balanced_loss': True, 'epochs': 85, 'early_stopping_patience': 11, 'plateau_patience': 12, 'plateau_divider': 5}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 15:19:06,113] Trial 60 finished with value: 0.9185779816513762 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6708666705462613, 'batch_size': 119, 'attention_heads': 15, 'hidden_dimension': 105, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5267591001789075, 'global_pooling': 'max', 'learning_rate': 0.006000529321385455, 'weight_decay': 6.704393554507788e-05, 'beta_0': 0.8152940410431437, 'beta_1': 0.9943338692823801, 'epsilon': 1.2098050692581997e-06, 'balanced_loss': True, 'epochs': 54, 'early_stopping_patience': 12, 'plateau_patience': 15, 'plateau_divider': 5}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 15:23:22,400] Trial 61 finished with value: 0.9220183486238532 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5868456513917768, 'batch_size': 181, 'attention_heads': 14, 'hidden_dimension': 148, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4979720678297598, 'global_pooling': 'max', 'learning_rate': 0.0010569489017923917, 'weight_decay': 4.272200968711462e-05, 'beta_0': 0.8186606431826908, 'beta_1': 0.995466545893592, 'epsilon': 2.2042821379981226e-05, 'balanced_loss': True, 'epochs': 70, 'early_stopping_patience': 10, 'plateau_patience': 17, 'plateau_divider': 4}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 15:27:34,799] Trial 62 finished with value: 0.9128440366972477 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6151012642220594, 'batch_size': 95, 'attention_heads': 15, 'hidden_dimension': 139, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48741316024070436, 'global_pooling': 'sum', 'learning_rate': 0.0006503394078498719, 'weight_decay': 0.0001044387197464303, 'beta_0': 0.8111898013717651, 'beta_1': 0.9923503238506435, 'epsilon': 1.9213220225091754e-06, 'balanced_loss': False, 'epochs': 60, 'early_stopping_patience': 10, 'plateau_patience': 15, 'plateau_divider': 3}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 15:31:46,321] Trial 63 finished with value: 0.9185779816513762 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.5234091442361251, 'batch_size': 51, 'attention_heads': 16, 'hidden_dimension': 54, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5102740820209614, 'global_pooling': 'max', 'learning_rate': 0.0004250147763602888, 'weight_decay': 2.983830434311238e-05, 'beta_0': 0.8028007555111586, 'beta_1': 0.9965164284346596, 'epsilon': 4.317382704700518e-06, 'balanced_loss': True, 'epochs': 50, 'early_stopping_patience': 10, 'plateau_patience': 18, 'plateau_divider': 5}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 15:35:54,846] Trial 64 finished with value: 0.9162844036697247 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.733526008441032, 'batch_size': 225, 'attention_heads': 13, 'hidden_dimension': 192, 'number_of_hidden_layers': 1, 'dropout_rate': 0.47501602806094406, 'global_pooling': 'max', 'learning_rate': 0.0011729592862022797, 'weight_decay': 0.0001761851703233006, 'beta_0': 0.8309007485031106, 'beta_1': 0.9932846984330584, 'epsilon': 3.165370624676243e-06, 'balanced_loss': False, 'epochs': 56, 'early_stopping_patience': 11, 'plateau_patience': 20, 'plateau_divider': 4}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 15:40:11,333] Trial 65 finished with value: 0.8600917431192661 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.761722582034389, 'batch_size': 213, 'attention_heads': 16, 'hidden_dimension': 178, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4398051879160762, 'global_pooling': 'max', 'learning_rate': 0.06153083841174543, 'weight_decay': 6.856670848407412e-05, 'beta_0': 0.8240854887744012, 'beta_1': 0.9948603287201921, 'epsilon': 1.059740207437781e-05, 'balanced_loss': False, 'epochs': 64, 'early_stopping_patience': 13, 'plateau_patience': 21, 'plateau_divider': 10}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 15:43:50,014] Trial 66 finished with value: 0.908256880733945 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.5512813029676662, 'batch_size': 74, 'attention_heads': 11, 'hidden_dimension': 158, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4679057489046555, 'global_pooling': 'max', 'learning_rate': 0.012108104680317783, 'weight_decay': 2.013740077098999e-05, 'beta_0': 0.8093647966709774, 'beta_1': 0.9939924670492261, 'epsilon': 4.138403316804397e-05, 'balanced_loss': True, 'epochs': 75, 'early_stopping_patience': 11, 'plateau_patience': 22, 'plateau_divider': 8}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 15:49:50,910] Trial 67 finished with value: 0.9139908256880734 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.8909026138137124, 'batch_size': 146, 'attention_heads': 15, 'hidden_dimension': 169, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5304013164946336, 'global_pooling': 'sum', 'learning_rate': 0.0001971026391403157, 'weight_decay': 0.0002507977358230735, 'beta_0': 0.8135626749861908, 'beta_1': 0.9907824617756067, 'epsilon': 5.8114392680348525e-06, 'balanced_loss': False, 'epochs': 84, 'early_stopping_patience': 12, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 15:55:43,935] Trial 68 finished with value: 0.9220183486238532 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.8099715037966905, 'batch_size': 195, 'attention_heads': 14, 'hidden_dimension': 208, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5645317525241018, 'global_pooling': 'max', 'learning_rate': 0.0003609662047938335, 'weight_decay': 0.0004053570517455339, 'beta_0': 0.8417887417248207, 'beta_1': 0.992492655373342, 'epsilon': 2.4629946329546476e-06, 'balanced_loss': True, 'epochs': 89, 'early_stopping_patience': 17, 'plateau_patience': 19, 'plateau_divider': 6}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 16:00:20,327] Trial 69 finished with value: 0.9094036697247706 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6422771001656912, 'batch_size': 251, 'attention_heads': 13, 'hidden_dimension': 183, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4298143578834156, 'global_pooling': 'max', 'learning_rate': 0.003776051951083504, 'weight_decay': 4.7676205273739835e-05, 'beta_0': 0.8196188567803567, 'beta_1': 0.9875288693654142, 'epsilon': 7.943891637406866e-07, 'balanced_loss': False, 'epochs': 145, 'early_stopping_patience': 19, 'plateau_patience': 25, 'plateau_divider': 3}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 16:04:01,942] Trial 70 finished with value: 0.9185779816513762 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.5007844656603805, 'batch_size': 237, 'attention_heads': 6, 'hidden_dimension': 197, 'number_of_hidden_layers': 0, 'dropout_rate': 0.46003142393885305, 'global_pooling': 'mean', 'learning_rate': 0.000823482258981513, 'weight_decay': 0.0006298789476657841, 'beta_0': 0.8036294540012711, 'beta_1': 0.9836105004808732, 'epsilon': 1.595798997745134e-06, 'balanced_loss': False, 'epochs': 120, 'early_stopping_patience': 10, 'plateau_patience': 20, 'plateau_divider': 7}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 16:08:35,577] Trial 71 finished with value: 0.9208715596330275 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.650720724366879, 'batch_size': 208, 'attention_heads': 16, 'hidden_dimension': 133, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4803696653702158, 'global_pooling': 'max', 'learning_rate': 0.001201731138447243, 'weight_decay': 0.0001167431023434085, 'beta_0': 0.8068857183043103, 'beta_1': 0.9940816102833693, 'epsilon': 3.428744822539802e-06, 'balanced_loss': False, 'epochs': 54, 'early_stopping_patience': 12, 'plateau_patience': 16, 'plateau_divider': 2}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 16:12:51,955] Trial 72 finished with value: 0.9174311926605505 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6928887762379304, 'batch_size': 205, 'attention_heads': 16, 'hidden_dimension': 141, 'number_of_hidden_layers': 1, 'dropout_rate': 0.47190597169707726, 'global_pooling': 'max', 'learning_rate': 0.00155300818611492, 'weight_decay': 0.00015212063912983312, 'beta_0': 0.8082976679105477, 'beta_1': 0.9917224632423871, 'epsilon': 8.186205211425073e-06, 'balanced_loss': False, 'epochs': 56, 'early_stopping_patience': 12, 'plateau_patience': 16, 'plateau_divider': 3}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 16:17:54,647] Trial 73 finished with value: 0.9220183486238532 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.42090900858040375, 'batch_size': 32, 'attention_heads': 15, 'hidden_dimension': 138, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5053968043264403, 'global_pooling': 'max', 'learning_rate': 0.0005856829028081399, 'weight_decay': 0.00022019965120514463, 'beta_0': 0.8000082977531716, 'beta_1': 0.9937614232550298, 'epsilon': 3.50403796439932e-06, 'balanced_loss': False, 'epochs': 63, 'early_stopping_patience': 13, 'plateau_patience': 16, 'plateau_divider': 3}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 16:22:12,985] Trial 74 finished with value: 0.9185779816513762 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.475057287051535, 'batch_size': 217, 'attention_heads': 16, 'hidden_dimension': 125, 'number_of_hidden_layers': 1, 'dropout_rate': 0.49669792183944617, 'global_pooling': 'max', 'learning_rate': 0.0020650484320882127, 'weight_decay': 0.00011055781555495859, 'beta_0': 0.815534581135492, 'beta_1': 0.9946501646851467, 'epsilon': 1.4175877968186265e-05, 'balanced_loss': False, 'epochs': 69, 'early_stopping_patience': 11, 'plateau_patience': 14, 'plateau_divider': 4}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 16:27:22,864] Trial 75 finished with value: 0.9128440366972477 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.6647507303735827, 'batch_size': 190, 'attention_heads': 12, 'hidden_dimension': 151, 'number_of_hidden_layers': 4, 'dropout_rate': 0.48252467609405, 'global_pooling': 'max', 'learning_rate': 0.0013680080347751819, 'weight_decay': 6.0073002020108946e-05, 'beta_0': 0.8260407367262829, 'beta_1': 0.9842989390889044, 'epsilon': 5.101623433848748e-07, 'balanced_loss': False, 'epochs': 106, 'early_stopping_patience': 14, 'plateau_patience': 18, 'plateau_divider': 2}. Best is trial 39 with value: 0.9243119266055045.
