[I 2025-03-29 12:59:48,234] Using an existing study with name 'Ohsumed-GATv2-google-bert-bert-base-uncased-Grouped-No_Aggregation-No_Ablation-1.0-0.25' instead of creating a new one.
Token indices sequence length is longer than the specified maximum sequence length for this model (611 > 512). Running this sequence through the model will result in indexing errors
[I 2025-03-29 13:12:11,968] Trial 88 finished with value: 0.5276816772163974 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8865438168080859, 'batch_size': 64, 'attention_heads': 12, 'hidden_dimension': 172, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4307466578593135, 'global_pooling': 'mean', 'learning_rate': 0.0012023877518139157, 'weight_decay': 9.453252646286081e-05, 'beta_0': 0.8643002581245425, 'beta_1': 0.989624820441904, 'epsilon': 8.32462523447789e-05, 'balanced_loss': False, 'epochs': 168, 'early_stopping_patience': 16, 'plateau_patience': 19, 'plateau_divider': 7}. Best is trial 76 with value: 0.5794639572236967.
[I 2025-03-29 22:23:13,518] Trial 122 finished with value: 0.015667203987692575 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8835534565840255, 'batch_size': 49, 'attention_heads': 15, 'hidden_dimension': 157, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4124965909458582, 'global_pooling': 'mean', 'learning_rate': 0.03471701807797727, 'weight_decay': 5.695165091896221e-05, 'beta_0': 0.835229171676108, 'beta_1': 0.991297554472254, 'epsilon': 1.9044478305785987e-06, 'balanced_loss': False, 'epochs': 179, 'early_stopping_patience': 23, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-29 22:37:44,670] Trial 123 finished with value: 0.5300336052415379 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.864508452366353, 'batch_size': 57, 'attention_heads': 13, 'hidden_dimension': 154, 'number_of_hidden_layers': 1, 'dropout_rate': 0.42014920361383384, 'global_pooling': 'mean', 'learning_rate': 0.00020641727099292764, 'weight_decay': 0.0006406336736500476, 'beta_0': 0.8508362919455608, 'beta_1': 0.9880587950940879, 'epsilon': 1.79477124661697e-05, 'balanced_loss': True, 'epochs': 153, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-29 22:53:29,912] Trial 124 finished with value: 0.5617652159994844 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8780838619340271, 'batch_size': 52, 'attention_heads': 14, 'hidden_dimension': 143, 'number_of_hidden_layers': 2, 'dropout_rate': 0.39266746961948495, 'global_pooling': 'mean', 'learning_rate': 0.00031966077250044565, 'weight_decay': 0.0005153056204861, 'beta_0': 0.8395004561123527, 'beta_1': 0.9927899045875461, 'epsilon': 4.4027484428825176e-05, 'balanced_loss': False, 'epochs': 147, 'early_stopping_patience': 20, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-29 23:10:05,413] Trial 125 finished with value: 0.5499591124615979 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8714201600034258, 'batch_size': 55, 'attention_heads': 14, 'hidden_dimension': 134, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4039598281364029, 'global_pooling': 'mean', 'learning_rate': 0.00033601996375649183, 'weight_decay': 0.0005011630393253365, 'beta_0': 0.8443448478137042, 'beta_1': 0.9931864651295721, 'epsilon': 5.3900454134913976e-05, 'balanced_loss': False, 'epochs': 141, 'early_stopping_patience': 21, 'plateau_patience': 16, 'plateau_divider': 8}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-29 23:26:06,314] Trial 126 finished with value: 0.5708118597108148 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8897982164455075, 'batch_size': 53, 'attention_heads': 14, 'hidden_dimension': 148, 'number_of_hidden_layers': 2, 'dropout_rate': 0.40658420447679133, 'global_pooling': 'mean', 'learning_rate': 0.00028232568725762065, 'weight_decay': 0.0007472238430872034, 'beta_0': 0.8299233178547647, 'beta_1': 0.9923589865170734, 'epsilon': 6.534405695339314e-05, 'balanced_loss': False, 'epochs': 144, 'early_stopping_patience': 20, 'plateau_patience': 14, 'plateau_divider': 8}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-29 23:42:52,073] Trial 127 finished with value: 0.5561497501305662 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8894458776976446, 'batch_size': 64, 'attention_heads': 12, 'hidden_dimension': 174, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3859990974533214, 'global_pooling': 'mean', 'learning_rate': 0.0001348192418824131, 'weight_decay': 0.0007412530455227089, 'beta_0': 0.8287922088720493, 'beta_1': 0.9924876231352642, 'epsilon': 6.635629873051324e-05, 'balanced_loss': False, 'epochs': 157, 'early_stopping_patience': 17, 'plateau_patience': 14, 'plateau_divider': 7}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-29 23:54:25,753] Trial 128 finished with value: 0.5699474681579392 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.894751716340365, 'batch_size': 48, 'attention_heads': 7, 'hidden_dimension': 165, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4312969389649635, 'global_pooling': 'mean', 'learning_rate': 0.0004934196154129765, 'weight_decay': 0.0006515565289868932, 'beta_0': 0.8795063742912376, 'beta_1': 0.9897935578787094, 'epsilon': 7.956205354521317e-05, 'balanced_loss': False, 'epochs': 136, 'early_stopping_patience': 21, 'plateau_patience': 14, 'plateau_divider': 4}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 00:06:30,032] Trial 129 finished with value: 0.5449102716273909 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8981397676579401, 'batch_size': 47, 'attention_heads': 7, 'hidden_dimension': 150, 'number_of_hidden_layers': 2, 'dropout_rate': 0.41094328615734416, 'global_pooling': 'mean', 'learning_rate': 0.0007079762392959382, 'weight_decay': 0.0008613461824136534, 'beta_0': 0.8771439102447781, 'beta_1': 0.9899414979650798, 'epsilon': 8.188824003738003e-05, 'balanced_loss': False, 'epochs': 125, 'early_stopping_patience': 19, 'plateau_patience': 14, 'plateau_divider': 3}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 00:17:02,115] Trial 130 finished with value: 0.550897151477754 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.8917578090663311, 'batch_size': 37, 'attention_heads': 6, 'hidden_dimension': 125, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4312074107646414, 'global_pooling': 'mean', 'learning_rate': 0.00046625827812085566, 'weight_decay': 0.0006417487056877587, 'beta_0': 0.8803848695332731, 'beta_1': 0.9887184035215173, 'epsilon': 6.760685910276846e-05, 'balanced_loss': False, 'epochs': 144, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 4}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 00:37:52,614] Trial 131 finished with value: 0.5531289908013168 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.895471913949202, 'batch_size': 44, 'attention_heads': 16, 'hidden_dimension': 177, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4238112946051381, 'global_pooling': 'mean', 'learning_rate': 0.0005206483526013286, 'weight_decay': 0.000993419978660504, 'beta_0': 0.8423225341144058, 'beta_1': 0.9893317148997843, 'epsilon': 8.887728171303182e-05, 'balanced_loss': False, 'epochs': 135, 'early_stopping_patience': 21, 'plateau_patience': 15, 'plateau_divider': 2}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 00:51:02,535] Trial 132 finished with value: 0.5490445944369275 and parameters: {'left_stride': 128, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.9092120720868136, 'batch_size': 51, 'attention_heads': 15, 'hidden_dimension': 162, 'number_of_hidden_layers': 1, 'dropout_rate': 0.39872161436027703, 'global_pooling': 'mean', 'learning_rate': 0.0009455266447507966, 'weight_decay': 0.0007819651868574529, 'beta_0': 0.8730977986413526, 'beta_1': 0.9920553685246996, 'epsilon': 5.031543986068031e-05, 'balanced_loss': False, 'epochs': 140, 'early_stopping_patience': 20, 'plateau_patience': 13, 'plateau_divider': 3}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 01:03:18,995] Trial 133 finished with value: 0.5124325715556737 and parameters: {'left_stride': 32, 'right_stride': 0, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8876442224419394, 'batch_size': 41, 'attention_heads': 7, 'hidden_dimension': 147, 'number_of_hidden_layers': 2, 'dropout_rate': 0.45255621504933413, 'global_pooling': 'sum', 'learning_rate': 0.00028014149869327914, 'weight_decay': 0.0006680992157441438, 'beta_0': 0.8309674338290208, 'beta_1': 0.9896065005184228, 'epsilon': 2.242388455404967e-05, 'balanced_loss': False, 'epochs': 132, 'early_stopping_patience': 21, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 01:14:42,779] Trial 134 finished with value: 0.556670205517905 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8837397096285295, 'batch_size': 48, 'attention_heads': 6, 'hidden_dimension': 166, 'number_of_hidden_layers': 1, 'dropout_rate': 0.441498780183955, 'global_pooling': 'mean', 'learning_rate': 0.00038525804190485223, 'weight_decay': 0.0005761999047681391, 'beta_0': 0.8798065793332838, 'beta_1': 0.9904861375357908, 'epsilon': 3.42019938887022e-05, 'balanced_loss': False, 'epochs': 138, 'early_stopping_patience': 22, 'plateau_patience': 12, 'plateau_divider': 4}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 01:28:40,705] Trial 135 finished with value: 0.5489099642351891 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8764214170570396, 'batch_size': 53, 'attention_heads': 13, 'hidden_dimension': 131, 'number_of_hidden_layers': 1, 'dropout_rate': 0.41798873337762915, 'global_pooling': 'mean', 'learning_rate': 0.00022318317917675328, 'weight_decay': 0.0004296076401108917, 'beta_0': 0.8261994193577298, 'beta_1': 0.991477102243218, 'epsilon': 1.2922873585480094e-07, 'balanced_loss': False, 'epochs': 151, 'early_stopping_patience': 23, 'plateau_patience': 15, 'plateau_divider': 8}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 01:43:00,845] Trial 136 finished with value: 0.5544876516265628 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8686373222606188, 'batch_size': 59, 'attention_heads': 12, 'hidden_dimension': 169, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4344019973825893, 'global_pooling': 'mean', 'learning_rate': 0.0005755230432504442, 'weight_decay': 0.0005634502080141185, 'beta_0': 0.8688403341692063, 'beta_1': 0.9909773783492902, 'epsilon': 6.025344558256312e-05, 'balanced_loss': False, 'epochs': 172, 'early_stopping_patience': 23, 'plateau_patience': 15, 'plateau_divider': 5}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 01:55:42,111] Trial 137 finished with value: 0.5430228300587235 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8614680344037292, 'batch_size': 54, 'attention_heads': 8, 'hidden_dimension': 158, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4446653634594349, 'global_pooling': 'mean', 'learning_rate': 0.0001728422239438218, 'weight_decay': 0.00035711752383424205, 'beta_0': 0.8368408605925579, 'beta_1': 0.9976806741779154, 'epsilon': 1.070098743856718e-06, 'balanced_loss': False, 'epochs': 155, 'early_stopping_patience': 22, 'plateau_patience': 14, 'plateau_divider': 3}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 02:10:49,718] Trial 138 finished with value: 0.5582866314747288 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8739107491208007, 'batch_size': 56, 'attention_heads': 14, 'hidden_dimension': 153, 'number_of_hidden_layers': 1, 'dropout_rate': 0.42645245541272286, 'global_pooling': 'mean', 'learning_rate': 0.00041465959406230613, 'weight_decay': 0.000703399420302377, 'beta_0': 0.8340746103152719, 'beta_1': 0.98997282391845, 'epsilon': 4.1414880545546566e-05, 'balanced_loss': False, 'epochs': 162, 'early_stopping_patience': 21, 'plateau_patience': 16, 'plateau_divider': 6}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 02:21:30,682] Trial 139 finished with value: 0.5032749603384733 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8824957568519427, 'batch_size': 61, 'attention_heads': 5, 'hidden_dimension': 141, 'number_of_hidden_layers': 2, 'dropout_rate': 0.40665081316883306, 'global_pooling': 'mean', 'learning_rate': 0.0008064539436332812, 'weight_decay': 0.0008679335877002925, 'beta_0': 0.8711183193259237, 'beta_1': 0.9904575820161219, 'epsilon': 7.328255345617979e-05, 'balanced_loss': True, 'epochs': 145, 'early_stopping_patience': 11, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 02:32:45,566] Trial 140 finished with value: 0.4709517937070357 and parameters: {'left_stride': 256, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.8933543431629254, 'batch_size': 49, 'attention_heads': 8, 'hidden_dimension': 163, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4358649295337296, 'global_pooling': 'mean', 'learning_rate': 0.0002846847642136615, 'weight_decay': 0.0004510742393351033, 'beta_0': 0.8483216805914964, 'beta_1': 0.9918618358397688, 'epsilon': 4.43378096245224e-05, 'balanced_loss': False, 'epochs': 169, 'early_stopping_patience': 24, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 02:44:57,556] Trial 141 finished with value: 0.54506403445986 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.9000457654778001, 'batch_size': 51, 'attention_heads': 7, 'hidden_dimension': 156, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4150179089918701, 'global_pooling': 'mean', 'learning_rate': 0.0012419610544475081, 'weight_decay': 0.0005641802454905279, 'beta_0': 0.8842780539154341, 'beta_1': 0.9937700919346532, 'epsilon': 3.088729369280537e-05, 'balanced_loss': False, 'epochs': 148, 'early_stopping_patience': 22, 'plateau_patience': 15, 'plateau_divider': 8}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 03:00:27,569] Trial 142 finished with value: 0.5493140424898744 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8872463939716232, 'batch_size': 57, 'attention_heads': 15, 'hidden_dimension': 168, 'number_of_hidden_layers': 1, 'dropout_rate': 0.42329644918184606, 'global_pooling': 'max', 'learning_rate': 0.0003399350554585341, 'weight_decay': 0.000777762902073724, 'beta_0': 0.8765098518804452, 'beta_1': 0.9892948512945448, 'epsilon': 5.4240506132555825e-05, 'balanced_loss': False, 'epochs': 159, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 7}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 03:17:35,737] Trial 143 finished with value: 0.5579296310931319 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8782227617517564, 'batch_size': 86, 'attention_heads': 11, 'hidden_dimension': 177, 'number_of_hidden_layers': 2, 'dropout_rate': 0.46062589506764245, 'global_pooling': 'mean', 'learning_rate': 0.0006366739110940883, 'weight_decay': 0.00021582181045393705, 'beta_0': 0.845151238954916, 'beta_1': 0.9889385930321967, 'epsilon': 9.964524058559895e-05, 'balanced_loss': False, 'epochs': 175, 'early_stopping_patience': 20, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 03:34:21,499] Trial 144 finished with value: 0.5543697857478349 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8810250622754022, 'batch_size': 54, 'attention_heads': 14, 'hidden_dimension': 145, 'number_of_hidden_layers': 2, 'dropout_rate': 0.40874893120748207, 'global_pooling': 'mean', 'learning_rate': 0.00023755993252654053, 'weight_decay': 0.000516553126896462, 'beta_0': 0.8303289379592635, 'beta_1': 0.9931255603086535, 'epsilon': 4.065394560409347e-05, 'balanced_loss': False, 'epochs': 147, 'early_stopping_patience': 20, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 03:53:25,931] Trial 145 finished with value: 0.5320878061177743 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8711963382506462, 'batch_size': 53, 'attention_heads': 14, 'hidden_dimension': 139, 'number_of_hidden_layers': 2, 'dropout_rate': 0.39666589568299604, 'global_pooling': 'mean', 'learning_rate': 6.988185868216886e-05, 'weight_decay': 0.0004766412570299782, 'beta_0': 0.8395712673925757, 'beta_1': 0.9925021307738051, 'epsilon': 2.6832232576960976e-05, 'balanced_loss': False, 'epochs': 151, 'early_stopping_patience': 20, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 04:07:38,729] Trial 146 finished with value: 0.5703856954954283 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8807500342042048, 'batch_size': 52, 'attention_heads': 9, 'hidden_dimension': 155, 'number_of_hidden_layers': 2, 'dropout_rate': 0.43001771687160095, 'global_pooling': 'mean', 'learning_rate': 0.00034730057725018617, 'weight_decay': 0.0006431768037232273, 'beta_0': 0.8388645245154626, 'beta_1': 0.9926575427738696, 'epsilon': 6.530662868964078e-05, 'balanced_loss': False, 'epochs': 135, 'early_stopping_patience': 21, 'plateau_patience': 21, 'plateau_divider': 8}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 04:21:52,370] Trial 147 finished with value: 0.5232540254371651 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8868087734108328, 'batch_size': 46, 'attention_heads': 9, 'hidden_dimension': 159, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4300893572092436, 'global_pooling': 'mean', 'learning_rate': 0.0004895558232900574, 'weight_decay': 0.0006476013713616802, 'beta_0': 0.8740569083754851, 'beta_1': 0.9921716374848244, 'epsilon': 7.265613903269671e-05, 'balanced_loss': False, 'epochs': 134, 'early_stopping_patience': 21, 'plateau_patience': 22, 'plateau_divider': 9}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 04:36:42,794] Trial 148 finished with value: 0.557120850484446 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8908289683929107, 'batch_size': 83, 'attention_heads': 9, 'hidden_dimension': 171, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4196397231077845, 'global_pooling': 'mean', 'learning_rate': 0.00037500773997824395, 'weight_decay': 2.0673554869033553e-05, 'beta_0': 0.8465003395498202, 'beta_1': 0.9883487627240162, 'epsilon': 5.0569499370640735e-05, 'balanced_loss': False, 'epochs': 130, 'early_stopping_patience': 21, 'plateau_patience': 20, 'plateau_divider': 8}. Best is trial 105 with value: 0.5873065616004729.
[I 2025-03-30 04:50:35,732] Trial 149 finished with value: 0.5485301251325814 and parameters: {'left_stride': 128, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8675632648014109, 'batch_size': 50, 'attention_heads': 8, 'hidden_dimension': 153, 'number_of_hidden_layers': 2, 'dropout_rate': 0.43864314490656703, 'global_pooling': 'mean', 'learning_rate': 0.000679339430172179, 'weight_decay': 0.0007750756453832455, 'beta_0': 0.822770024425418, 'beta_1': 0.9917343505444087, 'epsilon': 6.295789813139947e-05, 'balanced_loss': False, 'epochs': 120, 'early_stopping_patience': 23, 'plateau_patience': 22, 'plateau_divider': 7}. Best is trial 105 with value: 0.5873065616004729.
slurmstepd: error: *** JOB 15567882 ON gpu015 CANCELLED AT 2025-03-30T04:59:49 DUE TO TIME LIMIT ***
