index,length,unique_words,type_token_ratio,Flesch_Reading_ease_score,average_syllables_per_word,average_sentence_length,percentage_monosyllabic_words,percentage_polysyllabic_words
740,70,53,0.7571428571428571,16.33,1.3714285714285714,70.0,0.7,0.04285714285714286
741,56,27,0.48214285714285715,56.94,1.1071428571428572,56.0,0.9464285714285714,0.017857142857142856
742,108,49,0.4537037037037037,-30.71,1.4722222222222223,108.0,0.7129629629629629,0.08333333333333333
743,152,64,0.42105263157894735,-74.01,1.513157894736842,152.0,0.7763157894736842,0.125
744,55,40,0.7272727272727273,6.18,1.709090909090909,55.0,0.6,0.18181818181818182
745,177,99,0.559322033898305,-101.42,1.497175141242938,177.0,0.7401129943502824,0.1016949152542373
746,59,40,0.6779661016949152,28.51,1.4406779661016949,59.0,0.7288135593220338,0.11864406779661017
747,272,164,0.6029411764705882,-214.76,1.6764705882352942,272.0,0.6470588235294118,0.1801470588235294
748,37,23,0.6216216216216216,67.76,1.2432432432432432,37.0,0.8648648648648649,0.05405405405405406
749,88,57,0.6477272727272727,-6.01,1.5,88.0,0.7386363636363636,0.10227272727272728
750,68,48,0.7058823529411765,18.36,1.3823529411764706,68.0,0.7205882352941176,0.058823529411764705
751,72,39,0.5416666666666666,21.75,1.375,72.0,0.8472222222222222,0.08333333333333333
752,275,170,0.6181818181818182,-211.38,1.5236363636363637,275.0,0.6909090909090909,0.11272727272727273
753,45,36,0.8,17.34,1.7333333333333334,45.0,0.5333333333333333,0.2222222222222222
754,67,45,0.6716417910447762,16.33,1.4776119402985075,67.0,0.7910447761194029,0.08955223880597014
755,12,10,0.8333333333333334,93.14,1.1666666666666667,12.0,0.8333333333333334,0.0
756,44,23,0.5227272727272727,60.66,1.2045454545454546,44.0,0.8636363636363636,0.045454545454545456
757,98,62,0.6326530612244898,-19.2,1.5510204081632653,98.0,0.7755102040816326,0.14285714285714285
758,65,44,0.676923076923077,8.89,1.5692307692307692,65.0,0.7384615384615385,0.12307692307692308
759,173,93,0.5375722543352601,-106.83,1.6416184971098267,173.0,0.6936416184971098,0.15606936416184972
760,66,38,0.5757575757575758,0.43,1.6818181818181819,66.0,0.6818181818181818,0.16666666666666666
761,185,118,0.6378378378378379,-115.63,1.5567567567567568,185.0,0.7783783783783784,0.11351351351351352
762,88,62,0.7045454545454546,-18.87,1.6136363636363635,88.0,0.6590909090909091,0.19318181818181818
763,39,30,0.7692307692307693,57.27,1.3333333333333333,39.0,0.717948717948718,0.05128205128205128
764,38,24,0.631578947368421,49.83,1.394736842105263,38.0,0.631578947368421,0.02631578947368421
765,18,14,0.7777777777777778,87.05,1.1666666666666667,18.0,0.8888888888888888,0.05555555555555555
766,549,294,0.5355191256830601,-516.89,1.657559198542805,549.0,0.6775956284153005,0.13479052823315119
767,32,18,0.5625,81.3,1.0625,32.0,0.9375,0.0
768,49,41,0.8367346938775511,27.16,1.5918367346938775,49.0,0.8163265306122449,0.14285714285714285
769,185,101,0.5459459459459459,-122.73,1.6108108108108108,185.0,0.7945945945945946,0.0972972972972973
770,91,57,0.6263736263736264,-16.5,1.5604395604395604,91.0,0.6813186813186813,0.13186813186813187
771,56,36,0.6428571428571429,39.0,1.3571428571428572,56.0,0.7857142857142857,0.10714285714285714
772,366,218,0.5956284153005464,-314.91,1.6120218579234973,366.0,0.6994535519125683,0.13934426229508196
773,215,125,0.5813953488372093,-143.37,1.5209302325581395,215.0,0.6976744186046512,0.14418604651162792
774,78,51,0.6538461538461539,-1.27,1.5384615384615385,78.0,0.717948717948718,0.15384615384615385
775,96,59,0.6145833333333334,-36.46,1.6979166666666667,96.0,0.5104166666666666,0.09375
776,128,72,0.5625,-55.07,1.5703125,128.0,0.7109375,0.15625
777,18,14,0.7777777777777778,87.05,1.2222222222222223,18.0,0.8333333333333334,0.05555555555555555
778,7,7,1.0,64.37,1.5714285714285714,7.0,0.5714285714285714,0.14285714285714285
779,10,9,0.9,112.09,1.0,10.0,1.0,0.0
780,95,59,0.6210526315789474,-27.66,1.7157894736842105,95.0,0.6842105263157895,0.1368421052631579
781,92,46,0.5,-4.99,1.4130434782608696,92.0,0.6847826086956522,0.08695652173913043
782,81,56,0.691358024691358,-4.32,1.5555555555555556,81.0,0.6790123456790124,0.1728395061728395
783,83,59,0.7108433734939759,-14.81,1.6144578313253013,83.0,0.6867469879518072,0.1686746987951807
784,17,13,0.7647058823529411,104.98,1.0,17.0,1.0,0.0
785,41,18,0.43902439024390244,72.16,1.0975609756097562,41.0,0.9512195121951219,0.04878048780487805
786,97,63,0.6494845360824743,-28.0,1.6185567010309279,97.0,0.6288659793814433,0.18556701030927836
787,82,65,0.7926829268292683,-15.82,1.670731707317073,82.0,0.6097560975609756,0.15853658536585366
788,53,38,0.7169811320754716,42.05,1.3018867924528301,53.0,0.8113207547169812,0.07547169811320754
789,98,63,0.6428571428571429,-30.03,1.653061224489796,98.0,0.5918367346938775,0.16326530612244897
790,68,36,0.5294117647058824,36.3,1.1911764705882353,68.0,0.8529411764705882,0.04411764705882353
791,177,112,0.632768361581921,-110.89,1.6384180790960452,177.0,0.7175141242937854,0.1694915254237288
792,57,35,0.6140350877192983,46.45,1.263157894736842,57.0,0.8421052631578947,0.07017543859649122
793,96,38,0.3958333333333333,-15.14,1.4583333333333333,96.0,0.7604166666666666,0.0625
794,184,106,0.5760869565217391,-102.43,1.451086956521739,184.0,0.6684782608695652,0.07065217391304347
795,69,49,0.7101449275362319,8.89,1.536231884057971,69.0,0.6376811594202898,0.13043478260869565
796,95,67,0.7052631578947368,-31.05,1.7052631578947368,95.0,0.7157894736842105,0.2
797,77,47,0.6103896103896104,7.2,1.4675324675324675,77.0,0.7662337662337663,0.11688311688311688
798,181,116,0.6408839779005525,-98.37,1.4530386740331491,181.0,0.7292817679558011,0.1270718232044199
799,64,40,0.625,31.9,1.34375,64.0,0.765625,0.078125
800,51,27,0.5294117647058824,45.09,1.2745098039215685,51.0,0.8431372549019608,0.11764705882352941
801,34,21,0.6176470588235294,62.35,1.3235294117647058,34.0,0.8529411764705882,0.14705882352941177
802,82,48,0.5853658536585366,-21.24,1.7560975609756098,82.0,0.5121951219512195,0.14634146341463414
803,86,59,0.686046511627907,-18.87,1.6744186046511629,86.0,0.5813953488372093,0.18604651162790697
804,37,30,0.8108108108108109,66.75,1.2162162162162162,37.0,0.8918918918918919,0.05405405405405406
805,24,20,0.8333333333333334,55.58,1.5,24.0,0.7916666666666666,0.125
806,19,17,0.8947368421052632,77.57,1.3157894736842106,19.0,0.7894736842105263,0.10526315789473684
807,49,24,0.4897959183673469,64.04,1.1224489795918366,49.0,0.8979591836734694,0.02040816326530612
808,58,45,0.7758620689655172,9.56,1.706896551724138,58.0,0.6896551724137931,0.20689655172413793
809,46,24,0.5217391304347826,58.63,1.2173913043478262,46.0,0.8478260869565217,0.021739130434782608
810,63,37,0.5873015873015873,31.9,1.3333333333333333,63.0,0.8095238095238095,0.06349206349206349
811,32,16,0.5,81.3,1.125,32.0,0.9375,0.03125
812,11,10,0.9090909090909091,85.69,1.2727272727272727,11.0,0.7272727272727273,0.0
813,119,74,0.6218487394957983,-69.28,1.7983193277310925,119.0,0.6386554621848739,0.2773109243697479
814,18,17,0.9444444444444444,70.13,1.3888888888888888,18.0,0.7222222222222222,0.1111111111111111
815,284,156,0.5492957746478874,-228.97,1.658450704225352,284.0,0.6584507042253521,0.20774647887323944
816,51,37,0.7254901960784313,25.13,1.6274509803921569,51.0,0.6862745098039216,0.19607843137254902
817,65,46,0.7076923076923077,29.87,1.3384615384615384,65.0,0.8,0.1076923076923077
818,8,8,1.0,80.28,1.375,8.0,0.75,0.125
819,37,32,0.8648648648648649,42.38,1.5135135135135136,37.0,0.7027027027027027,0.1891891891891892
820,17,16,0.9411764705882353,79.6,1.2941176470588236,17.0,0.7647058823529411,0.058823529411764705
821,140,86,0.6142857142857143,-68.26,1.5214285714285714,140.0,0.7071428571428572,0.12857142857142856
822,8,8,1.0,88.74,1.25,8.0,0.875,0.125
823,64,40,0.625,20.39,1.46875,64.0,0.8125,0.1875
824,18,16,0.8888888888888888,78.59,1.3333333333333333,18.0,0.7222222222222222,0.05555555555555555
825,281,151,0.5373665480427047,-204.95,1.4697508896797153,281.0,0.7437722419928826,0.10676156583629894
826,17,13,0.7647058823529411,88.06,1.1764705882352942,17.0,0.8823529411764706,0.058823529411764705
827,52,40,0.7692307692307693,44.08,1.3461538461538463,52.0,0.7692307692307693,0.11538461538461539
828,47,19,0.40425531914893614,66.07,1.0851063829787233,47.0,0.9574468085106383,0.0425531914893617
829,30,15,0.5,91.79,1.0,30.0,1.0,0.0
830,26,21,0.8076923076923077,78.93,1.1923076923076923,26.0,0.8461538461538461,0.038461538461538464
831,20,19,0.95,51.18,1.55,20.0,0.7,0.15
832,54,32,0.5925925925925926,24.11,1.5555555555555556,54.0,0.7407407407407407,0.14814814814814814
833,94,69,0.7340425531914894,-45.94,1.9148936170212767,94.0,0.5106382978723404,0.22340425531914893
834,211,135,0.6398104265402843,-158.6,1.6492890995260663,211.0,0.7582938388625592,0.14218009478672985
835,96,65,0.6770833333333334,-20.56,1.5208333333333333,96.0,0.7291666666666666,0.15625
836,27,20,0.7407407407407407,77.91,1.1851851851851851,27.0,0.8148148148148148,0.0
837,37,25,0.6756756756756757,50.84,1.4054054054054055,37.0,0.7567567567567568,0.08108108108108109
838,19,15,0.7894736842105263,69.11,1.368421052631579,19.0,0.6842105263157895,0.05263157894736842
839,115,64,0.5565217391304348,-39.84,1.5217391304347827,115.0,0.7304347826086957,0.14782608695652175
840,583,284,0.48713550600343053,-571.03,1.7032590051457976,583.0,0.6878216123499142,0.1732418524871355
841,125,72,0.576,-44.58,1.472,125.0,0.768,0.088
842,71,44,0.6197183098591549,5.84,1.591549295774648,71.0,0.7746478873239436,0.16901408450704225
843,12,12,1.0,84.68,1.3333333333333333,12.0,0.75,0.08333333333333333
844,34,15,0.4411764705882353,87.73,1.0294117647058822,34.0,0.9705882352941176,0.0
845,639,293,0.458528951486698,-606.21,1.6353677621283256,639.0,0.6948356807511737,0.1752738654147105
846,18,17,0.9444444444444444,44.75,1.6666666666666667,18.0,0.6666666666666666,0.2222222222222222
847,771,328,0.4254215304798962,-709.4,1.4734111543450066,771.0,0.7120622568093385,0.10765239948119326
848,59,29,0.4915254237288136,36.97,1.305084745762712,59.0,0.7796610169491526,0.05084745762711865
849,171,95,0.5555555555555556,-96.68,1.5204678362573099,171.0,0.6432748538011696,0.1111111111111111
850,54,41,0.7592592592592593,24.11,1.5185185185185186,54.0,0.6851851851851852,0.09259259259259259
851,18,16,0.8888888888888888,70.13,1.3888888888888888,18.0,0.6666666666666666,0.05555555555555555
852,65,20,0.3076923076923077,39.34,1.1538461538461537,65.0,0.9076923076923077,0.06153846153846154
853,163,107,0.656441717791411,-109.54,1.8098159509202454,163.0,0.6257668711656442,0.22085889570552147
854,86,32,0.37209302325581395,18.03,1.2093023255813953,86.0,0.8372093023255814,0.023255813953488372
855,13,12,0.9230769230769231,83.66,1.3076923076923077,13.0,0.8461538461538461,0.07692307692307693
856,42,35,0.8333333333333334,43.74,1.5,42.0,0.6904761904761905,0.047619047619047616
857,466,254,0.5450643776824035,-426.9,1.6652360515021458,466.0,0.648068669527897,0.15450643776824036
858,245,124,0.5061224489795918,-167.39,1.4816326530612245,245.0,0.7306122448979592,0.12653061224489795
859,26,19,0.7307692307692307,87.39,1.0769230769230769,26.0,0.9230769230769231,0.0
860,62,37,0.5967741935483871,41.37,1.2096774193548387,62.0,0.8387096774193549,0.016129032258064516
861,58,34,0.5862068965517241,29.53,1.4310344827586208,58.0,0.7758620689655172,0.10344827586206896
862,20,19,0.95,68.1,1.35,20.0,0.75,0.1
863,34,15,0.4411764705882353,79.27,1.088235294117647,34.0,0.9411764705882353,0.029411764705882353
864,85,58,0.6823529411764706,-10.41,1.5411764705882354,85.0,0.7294117647058823,0.17647058823529413
865,106,67,0.6320754716981132,-31.72,1.5566037735849056,106.0,0.7264150943396226,0.1509433962264151
866,9,9,1.0,36.96,1.8888888888888888,9.0,0.5555555555555556,0.2222222222222222
867,37,27,0.7297297297297297,58.29,1.2972972972972974,37.0,0.8108108108108109,0.05405405405405406
868,53,30,0.5660377358490566,34.6,1.4150943396226414,53.0,0.7924528301886793,0.09433962264150944
869,61,36,0.5901639344262295,24.45,1.4098360655737705,61.0,0.7868852459016393,0.09836065573770492
870,86,56,0.6511627906976745,-28.34,1.802325581395349,86.0,0.5930232558139535,0.2441860465116279
871,181,104,0.574585635359116,-136.27,1.828729281767956,181.0,0.5966850828729282,0.23204419889502761
872,13,13,1.0,92.12,1.1538461538461537,13.0,0.8461538461538461,0.0
873,26,20,0.7692307692307693,69.45,1.3846153846153846,26.0,0.8461538461538461,0.15384615384615385
874,19,18,0.9473684210526315,60.65,1.4736842105263157,19.0,0.631578947368421,0.10526315789473684
875,29,20,0.6896551724137931,75.88,1.206896551724138,29.0,0.7931034482758621,0.0
876,45,29,0.6444444444444445,51.18,1.3111111111111111,45.0,0.7777777777777778,0.08888888888888889
877,18,17,0.9444444444444444,70.13,1.3888888888888888,18.0,0.7222222222222222,0.1111111111111111
878,61,29,0.47540983606557374,34.94,1.3442622950819672,61.0,0.7704918032786885,0.09836065573770492
879,326,163,0.5,-287.17,1.7914110429447854,326.0,0.6104294478527608,0.2116564417177914
880,9,8,0.8888888888888888,79.26,1.4444444444444444,9.0,0.6666666666666666,0.1111111111111111
881,177,106,0.5988700564971752,-108.52,1.5536723163841808,177.0,0.8248587570621468,0.12994350282485875
882,26,19,0.7307692307692307,70.47,1.3076923076923077,26.0,0.7307692307692307,0.038461538461538464
883,24,19,0.7916666666666666,55.58,1.5,24.0,0.7083333333333334,0.125
884,101,58,0.5742574257425742,-47.97,1.801980198019802,101.0,0.5742574257425742,0.297029702970297
885,47,22,0.46808510638297873,65.06,1.0851063829787233,47.0,0.9574468085106383,0.0
886,128,61,0.4765625,-47.62,1.515625,128.0,0.7421875,0.1015625
887,28,14,0.5,93.82,1.0357142857142858,28.0,0.9642857142857143,0.0
888,92,69,0.75,-18.53,1.5543478260869565,92.0,0.717391304347826,0.11956521739130435
889,59,39,0.6610169491525424,26.48,1.423728813559322,59.0,0.7796610169491526,0.06779661016949153
890,30,18,0.6,83.33,1.0666666666666667,30.0,0.9333333333333333,0.0
891,70,49,0.7,-0.6,1.6,70.0,0.5571428571428572,0.1
892,39,33,0.8461538461538461,47.8,1.4615384615384615,39.0,0.6666666666666666,0.05128205128205128
893,224,110,0.49107142857142855,-160.97,1.6651785714285714,224.0,0.6651785714285714,0.20535714285714285
894,181,80,0.4419889502762431,-104.46,1.4861878453038675,181.0,0.7845303867403315,0.11049723756906077
895,229,110,0.48034934497816595,-174.16,1.6724890829694323,229.0,0.6986899563318777,0.16593886462882096
896,206,104,0.5048543689320388,-146.76,1.6504854368932038,206.0,0.6796116504854369,0.17475728155339806
897,56,25,0.44642857142857145,48.48,1.2321428571428572,56.0,0.8035714285714286,0.017857142857142856
898,41,33,0.8048780487804879,45.77,1.4390243902439024,41.0,0.7804878048780488,0.14634146341463414
899,66,50,0.7575757575757576,3.47,1.5757575757575757,66.0,0.6212121212121212,0.15151515151515152
900,177,106,0.5988700564971752,-120.71,1.7118644067796611,177.0,0.655367231638418,0.23163841807909605
901,46,33,0.717391304347826,41.71,1.3695652173913044,46.0,0.6739130434782609,0.043478260869565216
902,184,117,0.6358695652173914,-130.86,1.733695652173913,184.0,0.6141304347826086,0.21739130434782608
903,69,50,0.7246376811594203,17.35,1.463768115942029,69.0,0.7536231884057971,0.15942028985507245
904,194,126,0.6494845360824743,-122.73,1.5103092783505154,194.0,0.7371134020618557,0.09278350515463918
905,557,266,0.47755834829443444,-499.3,1.4739676840215439,557.0,0.7396768402154399,0.09694793536804308
906,112,69,0.6160714285714286,-34.77,1.5625,112.0,0.6339285714285714,0.14285714285714285
907,282,159,0.5638297872340425,-236.08,1.7234042553191489,282.0,0.6773049645390071,0.16666666666666666
908,72,41,0.5694444444444444,6.18,1.625,72.0,0.8194444444444444,0.1111111111111111
909,48,36,0.75,36.63,1.5208333333333333,48.0,0.7291666666666666,0.08333333333333333
910,195,114,0.5846153846153846,-122.06,1.4820512820512821,195.0,0.6923076923076923,0.09743589743589744
911,93,37,0.3978494623655914,-2.62,1.3440860215053763,93.0,0.8709677419354839,0.053763440860215055
912,46,28,0.6086956521739131,37.65,1.5,46.0,0.7391304347826086,0.06521739130434782
913,36,18,0.5,77.24,1.1111111111111112,36.0,0.9166666666666666,0.027777777777777776
914,97,57,0.5876288659793815,-15.14,1.443298969072165,97.0,0.7525773195876289,0.09278350515463918
915,110,43,0.39090909090909093,-23.26,1.4,110.0,0.7636363636363637,0.08181818181818182
916,65,50,0.7692307692307693,11.93,1.5846153846153845,65.0,0.6923076923076923,0.16923076923076924
917,63,41,0.6507936507936508,7.53,1.619047619047619,63.0,0.5714285714285714,0.14285714285714285
918,269,138,0.5130111524163569,-216.79,1.691449814126394,269.0,0.6059479553903345,0.1412639405204461
919,281,140,0.498220640569395,-209.35,1.4875444839857652,281.0,0.6725978647686833,0.099644128113879
920,12,11,0.9166666666666666,84.68,1.3333333333333333,12.0,0.75,0.08333333333333333
921,39,21,0.5384615384615384,74.19,1.1282051282051282,39.0,0.8717948717948718,0.0
922,91,62,0.6813186813186813,-22.93,1.6483516483516483,91.0,0.6813186813186813,0.18681318681318682
923,83,53,0.6385542168674698,-9.39,1.5903614457831325,83.0,0.7228915662650602,0.14457831325301204
924,354,183,0.5169491525423728,-291.56,1.5536723163841808,354.0,0.7203389830508474,0.1327683615819209
925,90,56,0.6222222222222222,-23.94,1.7,90.0,0.6222222222222222,0.18888888888888888
926,40,34,0.85,39.34,1.475,40.0,0.7,0.1
927,24,17,0.7083333333333334,79.94,1.25,24.0,0.875,0.041666666666666664
928,480,236,0.49166666666666664,-439.42,1.74375,480.0,0.6458333333333334,0.20208333333333334
929,67,40,0.5970149253731343,37.31,1.2388059701492538,67.0,0.8059701492537313,0.04477611940298507
930,19,17,0.8947368421052632,77.57,1.3157894736842106,19.0,0.7368421052631579,0.05263157894736842
931,81,40,0.49382716049382713,-10.75,1.6049382716049383,81.0,0.5802469135802469,0.18518518518518517
932,176,104,0.5909090909090909,-113.94,1.6022727272727273,176.0,0.7613636363636364,0.1590909090909091
933,81,47,0.5802469135802469,6.52,1.4444444444444444,81.0,0.8765432098765432,0.08641975308641975
934,100,61,0.61,-23.6,1.51,100.0,0.71,0.15
935,77,54,0.7012987012987013,12.61,1.4545454545454546,77.0,0.8181818181818182,0.09090909090909091
936,83,60,0.7228915662650602,3.14,1.4096385542168675,83.0,0.6987951807228916,0.060240963855421686
937,8,7,0.875,105.66,1.125,8.0,0.875,0.0
938,17,16,0.9411764705882353,79.6,1.2941176470588236,17.0,0.7647058823529411,0.058823529411764705
939,43,30,0.6976744186046512,26.82,1.6511627906976745,43.0,0.627906976744186,0.13953488372093023
940,33,15,0.45454545454545453,71.82,1.2424242424242424,33.0,0.7878787878787878,0.030303030303030304
941,17,16,0.9411764705882353,71.14,1.3529411764705883,17.0,0.7647058823529411,0.11764705882352941
942,106,68,0.6415094339622641,-33.75,1.5660377358490567,106.0,0.7169811320754716,0.1320754716981132
943,37,19,0.5135135135135135,67.76,1.162162162162162,37.0,0.918918918918919,0.02702702702702703
944,289,167,0.5778546712802768,-244.2,1.754325259515571,289.0,0.6505190311418685,0.16608996539792387
945,154,84,0.5454545454545454,-69.95,1.4155844155844155,154.0,0.7142857142857143,0.07792207792207792
946,26,19,0.7307692307692307,70.47,1.3076923076923077,26.0,0.6923076923076923,0.0
947,11,11,1.0,66.74,1.7272727272727273,11.0,0.8181818181818182,0.18181818181818182
948,118,88,0.7457627118644068,-62.85,1.771186440677966,118.0,0.6101694915254238,0.22033898305084745
949,91,54,0.5934065934065934,-14.47,1.5494505494505495,91.0,0.6703296703296703,0.14285714285714285
950,54,45,0.8333333333333334,16.67,1.5555555555555556,54.0,0.6851851851851852,0.16666666666666666
951,65,36,0.5538461538461539,28.85,1.2923076923076924,65.0,0.8769230769230769,0.06153846153846154
952,11,10,0.9090909090909091,85.69,1.2727272727272727,11.0,0.7272727272727273,0.0
953,89,44,0.4943820224719101,2.46,1.404494382022472,89.0,0.8314606741573034,0.0898876404494382
954,19,17,0.8947368421052632,77.57,1.263157894736842,19.0,0.7894736842105263,0.05263157894736842
955,16,15,0.9375,72.16,1.4375,16.0,0.6875,0.125
956,52,32,0.6153846153846154,35.62,1.3653846153846154,52.0,0.8076923076923077,0.09615384615384616
957,12,12,1.0,84.68,1.25,12.0,0.75,0.0
958,106,71,0.6698113207547169,-42.21,1.6886792452830188,106.0,0.6698113207547169,0.16981132075471697
959,19,17,0.8947368421052632,69.11,1.4210526315789473,19.0,0.6842105263157895,0.10526315789473684
960,89,60,0.6741573033707865,2.46,1.3707865168539326,89.0,0.8089887640449438,0.07865168539325842
961,74,52,0.7027027027027027,-13.12,1.7297297297297298,74.0,0.6351351351351351,0.21621621621621623
962,32,16,0.5,89.76,1.0,32.0,1.0,0.0
963,42,18,0.42857142857142855,79.61,1.0,42.0,1.0,0.0
964,173,84,0.48554913294797686,-93.3,1.4219653179190752,173.0,0.7687861271676301,0.08092485549132948
965,87,64,0.735632183908046,-18.53,1.632183908045977,87.0,0.735632183908046,0.09195402298850575
966,96,56,0.5833333333333334,-1.61,1.2708333333333333,96.0,0.8020833333333334,0.052083333333333336
967,16,12,0.75,97.54,1.125,16.0,0.875,0.0
968,37,18,0.4864864864864865,84.68,1.027027027027027,37.0,0.972972972972973,0.0
969,23,19,0.8260869565217391,65.05,1.434782608695652,23.0,0.782608695652174,0.13043478260869565
970,243,127,0.522633744855967,-186.34,1.691358024691358,243.0,0.6831275720164609,0.16872427983539096
971,16,13,0.8125,63.7,1.5,16.0,0.75,0.125
972,34,18,0.5294117647058824,79.27,1.1470588235294117,34.0,0.9411764705882353,0.058823529411764705
973,74,50,0.6756756756756757,2.8,1.5,74.0,0.7162162162162162,0.10810810810810811
974,19,15,0.7894736842105263,60.65,1.5263157894736843,19.0,0.7368421052631579,0.15789473684210525
975,69,46,0.6666666666666666,8.89,1.4782608695652173,69.0,0.7246376811594203,0.15942028985507245
976,61,47,0.7704918032786885,26.82,1.4262295081967213,61.0,0.9344262295081968,0.08196721311475409
977,8,7,0.875,105.66,1.125,8.0,0.875,0.0
978,90,61,0.6777777777777778,-4.99,1.4777777777777779,90.0,0.7111111111111111,0.1111111111111111
979,42,33,0.7857142857142857,35.28,1.5238095238095237,42.0,0.7380952380952381,0.11904761904761904
980,10,10,1.0,86.71,1.3,10.0,0.7,0.0
981,45,30,0.6666666666666666,47.12,1.4444444444444444,45.0,0.8,0.06666666666666667
982,19,16,0.8421052631578947,60.65,1.4736842105263157,19.0,0.7368421052631579,0.10526315789473684
983,14,14,1.0,91.11,1.2142857142857142,14.0,0.8571428571428571,0.07142857142857142
984,29,16,0.5517241379310345,84.34,1.1379310344827587,29.0,0.9310344827586207,0.034482758620689655
985,264,126,0.4772727272727273,-194.8,1.5265151515151516,264.0,0.7272727272727273,0.11363636363636363
986,53,39,0.7358490566037735,6.18,1.7924528301886793,53.0,0.660377358490566,0.24528301886792453
987,319,147,0.4608150470219436,-254.01,1.573667711598746,319.0,0.6614420062695925,0.11285266457680251
988,195,81,0.4153846153846154,-123.07,1.4871794871794872,195.0,0.6820512820512821,0.09743589743589744
989,224,123,0.5491071428571429,-164.01,1.6160714285714286,224.0,0.65625,0.12053571428571429
990,18,16,0.8888888888888888,77.57,1.3333333333333333,18.0,0.8333333333333334,0.05555555555555555
991,41,29,0.7073170731707317,60.66,1.2682926829268293,41.0,0.9512195121951219,0.024390243902439025
992,59,44,0.7457627118644068,18.02,1.576271186440678,59.0,0.711864406779661,0.15254237288135594
993,52,40,0.7692307692307693,41.03,1.4038461538461537,52.0,0.8269230769230769,0.09615384615384616
994,182,97,0.532967032967033,-116.98,1.5879120879120878,182.0,0.7142857142857143,0.14285714285714285
995,17,15,0.8823529411764706,71.14,1.3529411764705883,17.0,0.7058823529411765,0.058823529411764705
996,34,18,0.5294117647058824,87.73,1.0294117647058822,34.0,0.9705882352941176,0.0
997,10,9,0.9,52.87,1.7,10.0,0.6,0.1
998,18,15,0.8333333333333334,95.51,1.1111111111111112,18.0,0.9444444444444444,0.05555555555555555
999,27,15,0.5555555555555556,86.37,1.0740740740740742,27.0,0.9259259259259259,0.0
1000,46,32,0.6956521739130435,50.17,1.326086956521739,46.0,0.782608695652174,0.08695652173913043
1001,98,67,0.6836734693877551,-13.11,1.4489795918367347,98.0,0.6836734693877551,0.08163265306122448
1002,82,57,0.6951219512195121,-29.36,1.9146341463414633,82.0,0.6585365853658537,0.32926829268292684
1003,161,107,0.6645962732919255,-96.01,1.6335403726708075,161.0,0.6521739130434783,0.16149068322981366
1004,132,66,0.5,-59.13,1.5075757575757576,132.0,0.7348484848484849,0.11363636363636363
1005,68,42,0.6176470588235294,-12.1,1.8235294117647058,68.0,0.6176470588235294,0.20588235294117646
1006,150,89,0.5933333333333334,-84.84,1.5933333333333333,150.0,0.6666666666666666,0.15333333333333332
1007,56,39,0.6964285714285714,5.16,1.75,56.0,0.6071428571428571,0.26785714285714285
1008,13,13,1.0,92.12,1.2307692307692308,13.0,0.7692307692307693,0.0
1009,100,67,0.67,-26.65,1.57,100.0,0.67,0.12
1010,62,34,0.5483870967741935,39.34,1.2096774193548387,62.0,0.9193548387096774,0.03225806451612903
1011,393,178,0.4529262086513995,-339.61,1.633587786259542,393.0,0.6335877862595419,0.1475826972010178
1012,475,238,0.5010526315789474,-422.5,1.5347368421052632,475.0,0.671578947368421,0.10105263157894737
1013,92,56,0.6086956521739131,-17.51,1.5869565217391304,92.0,0.717391304347826,0.14130434782608695
1014,74,54,0.7297297297297297,2.8,1.5,74.0,0.7702702702702703,0.12162162162162163
1015,25,17,0.68,63.02,1.4,25.0,0.8,0.12
1016,74,32,0.43243243243243246,36.64,1.1756756756756757,74.0,0.8918918918918919,0.013513513513513514
1017,97,75,0.7731958762886598,-16.16,1.4536082474226804,97.0,0.7731958762886598,0.10309278350515463
1018,11,10,0.9090909090909091,102.61,1.0909090909090908,11.0,0.9090909090909091,0.0
1019,29,20,0.6896551724137931,67.42,1.3103448275862069,29.0,0.8275862068965517,0.06896551724137931
1020,153,94,0.6143790849673203,-89.92,1.7124183006535947,153.0,0.6666666666666666,0.1895424836601307
1021,546,273,0.5,-516.89,1.6080586080586081,546.0,0.7362637362637363,0.13003663003663005
1022,15,11,0.7333333333333333,90.09,1.2,15.0,0.8666666666666667,0.06666666666666667
1023,326,175,0.5368098159509203,-278.71,1.6901840490797546,326.0,0.6656441717791411,0.17791411042944785
1024,8,7,0.875,71.82,1.5,8.0,0.625,0.125
1025,41,18,0.43902439024390244,72.16,1.0731707317073171,41.0,0.9512195121951219,0.024390243902439025
1026,101,69,0.6831683168316832,-30.71,1.5940594059405941,101.0,0.7326732673267327,0.10891089108910891
1027,66,43,0.6515151515151515,-5.0,1.7575757575757576,66.0,0.5606060606060606,0.18181818181818182
1028,59,37,0.6271186440677966,19.04,1.5423728813559323,59.0,0.711864406779661,0.13559322033898305
1029,104,56,0.5384615384615384,-44.58,1.7596153846153846,104.0,0.5576923076923077,0.23076923076923078
1030,39,30,0.7692307692307693,28.85,1.7692307692307692,39.0,0.7692307692307693,0.20512820512820512
1031,18,17,0.9444444444444444,86.03,1.2777777777777777,18.0,0.8888888888888888,0.05555555555555555
1032,142,82,0.5774647887323944,-79.77,1.6267605633802817,142.0,0.704225352112676,0.14084507042253522
1033,30,16,0.5333333333333333,91.79,1.0,30.0,1.0,0.0
