[I 2025-03-25 02:22:16,990] Using an existing study with name 'R8-GATv2-google-bert-bert-base-uncased-Grouped-No_Aggregation-Unitary_Weights-0.0-0.0' instead of creating a new one.
Token indices sequence length is longer than the specified maximum sequence length for this model (639 > 512). Running this sequence through the model will result in indexing errors
[I 2025-03-25 02:36:44,216] Trial 219 finished with value: 0.9633116934378618 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8421238409550516, 'batch_size': 100, 'attention_heads': 8, 'hidden_dimension': 106, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5890988035321318, 'global_pooling': 'max', 'learning_rate': 0.00017513546270084848, 'weight_decay': 9.827874869149401e-06, 'beta_0': 0.8635771841347253, 'beta_1': 0.9942441010495715, 'epsilon': 2.4895357764145373e-07, 'balanced_loss': False, 'epochs': 148, 'early_stopping_patience': 24, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 166 with value: 0.969738957231349.
[I 2025-03-25 12:07:43,035] Trial 255 finished with value: 0.9320941648769523 and parameters: {'left_stride': 128, 'right_stride': 32, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.7918366032663036, 'batch_size': 88, 'attention_heads': 13, 'hidden_dimension': 118, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5948593448936431, 'global_pooling': 'max', 'learning_rate': 7.353453699308695e-05, 'weight_decay': 1.7528812386875045e-05, 'beta_0': 0.8579685846142022, 'beta_1': 0.9970173727550552, 'epsilon': 1.421692056913519e-07, 'balanced_loss': False, 'epochs': 145, 'early_stopping_patience': 24, 'plateau_patience': 15, 'plateau_divider': 5}. Best is trial 166 with value: 0.969738957231349.
[I 2025-03-25 12:24:28,890] Trial 256 finished with value: 0.9553448437027214 and parameters: {'left_stride': 128, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.790197612104681, 'batch_size': 70, 'attention_heads': 7, 'hidden_dimension': 124, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5902940349046512, 'global_pooling': 'max', 'learning_rate': 0.00020901945486058045, 'weight_decay': 0.0001362325664466363, 'beta_0': 0.8592321725505585, 'beta_1': 0.9964358088311586, 'epsilon': 1.1323151903934049e-07, 'balanced_loss': False, 'epochs': 153, 'early_stopping_patience': 24, 'plateau_patience': 15, 'plateau_divider': 5}. Best is trial 166 with value: 0.969738957231349.
[I 2025-03-25 12:37:49,931] Trial 257 finished with value: 0.957070470036135 and parameters: {'left_stride': 128, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7956811993859568, 'batch_size': 95, 'attention_heads': 7, 'hidden_dimension': 119, 'number_of_hidden_layers': 4, 'dropout_rate': 0.3569114364859542, 'global_pooling': 'max', 'learning_rate': 0.00011314640458039897, 'weight_decay': 1.4846807491393451e-05, 'beta_0': 0.8563431512898345, 'beta_1': 0.9944026171753606, 'epsilon': 1.5021584768400994e-07, 'balanced_loss': False, 'epochs': 151, 'early_stopping_patience': 24, 'plateau_patience': 15, 'plateau_divider': 5}. Best is trial 166 with value: 0.969738957231349.
[I 2025-03-25 12:53:48,615] Trial 258 finished with value: 0.9591957274359083 and parameters: {'left_stride': 128, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.7843263413856488, 'batch_size': 96, 'attention_heads': 6, 'hidden_dimension': 131, 'number_of_hidden_layers': 4, 'dropout_rate': 0.559969978115118, 'global_pooling': 'max', 'learning_rate': 0.00023479518621876322, 'weight_decay': 1.3382933523477082e-05, 'beta_0': 0.8612330466724514, 'beta_1': 0.9974504929626943, 'epsilon': 1.88428099439029e-07, 'balanced_loss': False, 'epochs': 157, 'early_stopping_patience': 25, 'plateau_patience': 15, 'plateau_divider': 5}. Best is trial 166 with value: 0.969738957231349.
[I 2025-03-25 13:10:32,330] Trial 259 finished with value: 0.9603615828943477 and parameters: {'left_stride': 128, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8058765022651829, 'batch_size': 80, 'attention_heads': 7, 'hidden_dimension': 121, 'number_of_hidden_layers': 4, 'dropout_rate': 0.47093235579784026, 'global_pooling': 'max', 'learning_rate': 0.00015020567971898936, 'weight_decay': 1.7948992574917286e-05, 'beta_0': 0.8586173698702939, 'beta_1': 0.9968376003156773, 'epsilon': 1.0809112305823995e-06, 'balanced_loss': False, 'epochs': 151, 'early_stopping_patience': 24, 'plateau_patience': 16, 'plateau_divider': 5}. Best is trial 166 with value: 0.969738957231349.
[I 2025-03-25 13:18:00,410] Trial 260 finished with value: 0.9468437067857746 and parameters: {'left_stride': 128, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8065896903944059, 'batch_size': 79, 'attention_heads': 7, 'hidden_dimension': 122, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5225965139538425, 'global_pooling': 'max', 'learning_rate': 0.00017797952594695028, 'weight_decay': 1.6678395091679633e-05, 'beta_0': 0.858713210642692, 'beta_1': 0.9968495115936031, 'epsilon': 1.816624667918311e-06, 'balanced_loss': False, 'epochs': 152, 'early_stopping_patience': 24, 'plateau_patience': 16, 'plateau_divider': 5}. Best is trial 166 with value: 0.969738957231349.
[I 2025-03-25 13:31:26,522] Trial 261 finished with value: 0.9527958358982651 and parameters: {'left_stride': 128, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7973231821514821, 'batch_size': 73, 'attention_heads': 6, 'hidden_dimension': 127, 'number_of_hidden_layers': 4, 'dropout_rate': 0.4620180782987187, 'global_pooling': 'max', 'learning_rate': 0.00014003010150283356, 'weight_decay': 1.9462458171815972e-05, 'beta_0': 0.8542605862270511, 'beta_1': 0.9963297257976143, 'epsilon': 2.163818252146564e-07, 'balanced_loss': False, 'epochs': 149, 'early_stopping_patience': 24, 'plateau_patience': 16, 'plateau_divider': 5}. Best is trial 166 with value: 0.969738957231349.
[I 2025-03-25 13:48:27,067] Trial 262 finished with value: 0.9521571633952984 and parameters: {'left_stride': 128, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7889340180987159, 'batch_size': 83, 'attention_heads': 7, 'hidden_dimension': 117, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5038428279615378, 'global_pooling': 'max', 'learning_rate': 9.983120535118853e-05, 'weight_decay': 1.87729934486563e-05, 'beta_0': 0.8567521329968519, 'beta_1': 0.9966467835142558, 'epsilon': 1.118948019425197e-06, 'balanced_loss': False, 'epochs': 149, 'early_stopping_patience': 24, 'plateau_patience': 16, 'plateau_divider': 5}. Best is trial 166 with value: 0.969738957231349.
[I 2025-03-25 14:01:56,372] Trial 263 finished with value: 0.9468111164828983 and parameters: {'left_stride': 128, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8045632956443025, 'batch_size': 78, 'attention_heads': 7, 'hidden_dimension': 131, 'number_of_hidden_layers': 4, 'dropout_rate': 0.4503043366002673, 'global_pooling': 'max', 'learning_rate': 0.00023394254883006362, 'weight_decay': 1.494393370163664e-05, 'beta_0': 0.8601674286914263, 'beta_1': 0.9951856578756184, 'epsilon': 8.25111609908348e-06, 'balanced_loss': False, 'epochs': 156, 'early_stopping_patience': 24, 'plateau_patience': 15, 'plateau_divider': 5}. Best is trial 166 with value: 0.969738957231349.
[I 2025-03-25 14:13:48,722] Trial 264 finished with value: 0.9617982943804853 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8222257318985856, 'batch_size': 90, 'attention_heads': 7, 'hidden_dimension': 124, 'number_of_hidden_layers': 4, 'dropout_rate': 0.3686763074269516, 'global_pooling': 'max', 'learning_rate': 0.00019403848854579063, 'weight_decay': 1.3560679338896703e-05, 'beta_0': 0.8635665027407997, 'beta_1': 0.9946756099305756, 'epsilon': 1.3327718889935857e-07, 'balanced_loss': False, 'epochs': 144, 'early_stopping_patience': 24, 'plateau_patience': 16, 'plateau_divider': 5}. Best is trial 166 with value: 0.969738957231349.
slurmstepd: error: *** JOB 15459384 ON gpu013 CANCELLED AT 2025-03-25T14:22:23 DUE TO TIME LIMIT ***
