[I 2025-03-28 11:18:20,658] Using an existing study with name 'R8-GATv2-google-bert-bert-base-uncased-Grouped-No_Aggregation-No_Ablation-1.0-0.75' instead of creating a new one.
Token indices sequence length is longer than the specified maximum sequence length for this model (639 > 512). Running this sequence through the model will result in indexing errors
[I 2025-03-28 11:29:15,306] Trial 113 finished with value: 0.9217071010776448 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6828776103158056, 'batch_size': 155, 'attention_heads': 4, 'hidden_dimension': 123, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5881150023482613, 'global_pooling': 'max', 'learning_rate': 0.00020053180318885909, 'weight_decay': 1.0787625905977252e-05, 'beta_0': 0.8912365359592451, 'beta_1': 0.9880739302886352, 'epsilon': 4.0171759992115225e-07, 'balanced_loss': False, 'epochs': 85, 'early_stopping_patience': 23, 'plateau_patience': 25, 'plateau_divider': 6}. Best is trial 98 with value: 0.9324157246449043.
[I 2025-03-28 16:58:34,133] Trial 148 finished with value: 0.9283876618231246 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6570497716685518, 'batch_size': 137, 'attention_heads': 4, 'hidden_dimension': 119, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5944350756407327, 'global_pooling': 'max', 'learning_rate': 0.0015177755029783366, 'weight_decay': 0.0001288427004527766, 'beta_0': 0.810681121183199, 'beta_1': 0.98653521214284, 'epsilon': 7.033438353903058e-07, 'balanced_loss': False, 'epochs': 83, 'early_stopping_patience': 22, 'plateau_patience': 11, 'plateau_divider': 9}. Best is trial 125 with value: 0.9357645045063603.
[I 2025-03-28 17:08:13,909] Trial 149 finished with value: 0.9304863590693553 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6930342509070546, 'batch_size': 162, 'attention_heads': 5, 'hidden_dimension': 136, 'number_of_hidden_layers': 1, 'dropout_rate': 0.552542293630679, 'global_pooling': 'max', 'learning_rate': 0.0005331870771124178, 'weight_decay': 3.698566049311332e-05, 'beta_0': 0.8144903297461106, 'beta_1': 0.9871951694815337, 'epsilon': 5.014692840804175e-07, 'balanced_loss': False, 'epochs': 93, 'early_stopping_patience': 22, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 125 with value: 0.9357645045063603.
[I 2025-03-28 17:18:00,940] Trial 150 finished with value: 0.9252942890001055 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6860005198723664, 'batch_size': 163, 'attention_heads': 5, 'hidden_dimension': 151, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5520861677948614, 'global_pooling': 'max', 'learning_rate': 0.000542373812379037, 'weight_decay': 6.0096640455758694e-05, 'beta_0': 0.8156827672322084, 'beta_1': 0.985895345580658, 'epsilon': 4.611141341582798e-07, 'balanced_loss': False, 'epochs': 87, 'early_stopping_patience': 21, 'plateau_patience': 14, 'plateau_divider': 10}. Best is trial 125 with value: 0.9357645045063603.
[I 2025-03-28 17:26:26,674] Trial 151 finished with value: 0.9219747928895863 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6931907362941301, 'batch_size': 158, 'attention_heads': 5, 'hidden_dimension': 133, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5428047710948884, 'global_pooling': 'max', 'learning_rate': 0.002655016705269787, 'weight_decay': 3.4514105382412725e-05, 'beta_0': 0.8172049282455066, 'beta_1': 0.9873447884682611, 'epsilon': 3.5241406730833127e-07, 'balanced_loss': False, 'epochs': 60, 'early_stopping_patience': 22, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 125 with value: 0.9357645045063603.
[I 2025-03-28 17:34:36,708] Trial 152 finished with value: 0.9340335726476271 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6783829197404571, 'batch_size': 37, 'attention_heads': 5, 'hidden_dimension': 112, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5615187986325241, 'global_pooling': 'max', 'learning_rate': 0.0018704799735299628, 'weight_decay': 4.4282037358639044e-05, 'beta_0': 0.8150765628419551, 'beta_1': 0.9863935285665697, 'epsilon': 8.238694895128129e-07, 'balanced_loss': False, 'epochs': 75, 'early_stopping_patience': 23, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 125 with value: 0.9357645045063603.
[I 2025-03-28 17:43:01,102] Trial 153 finished with value: 0.9125254534620948 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.670677376275186, 'batch_size': 170, 'attention_heads': 5, 'hidden_dimension': 112, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5669690533762999, 'global_pooling': 'max', 'learning_rate': 0.002264058281983475, 'weight_decay': 4.499666763333036e-05, 'beta_0': 0.8132428912480361, 'beta_1': 0.9863574188824568, 'epsilon': 8.204974013213643e-07, 'balanced_loss': False, 'epochs': 74, 'early_stopping_patience': 23, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 125 with value: 0.9357645045063603.
[I 2025-03-28 17:52:21,014] Trial 154 finished with value: 0.9213619323628185 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6791462238991148, 'batch_size': 150, 'attention_heads': 4, 'hidden_dimension': 121, 'number_of_hidden_layers': 1, 'dropout_rate': 0.560644789549757, 'global_pooling': 'max', 'learning_rate': 0.0016740161557926233, 'weight_decay': 2.882620706960602e-05, 'beta_0': 0.8216247426359695, 'beta_1': 0.9870729186408871, 'epsilon': 1.0596527956043192e-06, 'balanced_loss': False, 'epochs': 71, 'early_stopping_patience': 22, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 125 with value: 0.9357645045063603.
[I 2025-03-28 18:02:48,362] Trial 155 finished with value: 0.9132156132180078 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6651852889050479, 'batch_size': 163, 'attention_heads': 5, 'hidden_dimension': 125, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5505388479791643, 'global_pooling': 'max', 'learning_rate': 0.0010709429309469479, 'weight_decay': 5.4192707608236876e-05, 'beta_0': 0.8205034759934826, 'beta_1': 0.9877970590607646, 'epsilon': 5.211920374839979e-07, 'balanced_loss': False, 'epochs': 80, 'early_stopping_patience': 21, 'plateau_patience': 14, 'plateau_divider': 10}. Best is trial 125 with value: 0.9357645045063603.
[I 2025-03-28 18:10:56,412] Trial 156 finished with value: 0.9341132123160203 and parameters: {'left_stride': 0, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6748588450713199, 'batch_size': 56, 'attention_heads': 4, 'hidden_dimension': 129, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5763086196652522, 'global_pooling': 'max', 'learning_rate': 0.001212495425017532, 'weight_decay': 6.782543899053686e-05, 'beta_0': 0.889086386671177, 'beta_1': 0.9867715832181981, 'epsilon': 6.955381871165464e-07, 'balanced_loss': False, 'epochs': 94, 'early_stopping_patience': 23, 'plateau_patience': 12, 'plateau_divider': 9}. Best is trial 125 with value: 0.9357645045063603.
[I 2025-03-28 18:20:00,635] Trial 157 finished with value: 0.9402378311410537 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6950199207033357, 'batch_size': 64, 'attention_heads': 4, 'hidden_dimension': 129, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5707879352139895, 'global_pooling': 'max', 'learning_rate': 0.0011456740440200775, 'weight_decay': 4.33711439109794e-05, 'beta_0': 0.8124124606261992, 'beta_1': 0.9854044169830948, 'epsilon': 6.809457548853162e-07, 'balanced_loss': False, 'epochs': 93, 'early_stopping_patience': 24, 'plateau_patience': 12, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 18:29:01,805] Trial 158 finished with value: 0.9110621793625124 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6937878662922433, 'batch_size': 34, 'attention_heads': 5, 'hidden_dimension': 128, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5704485013971053, 'global_pooling': 'max', 'learning_rate': 0.0018425869695647512, 'weight_decay': 6.904791462142831e-05, 'beta_0': 0.8115180151287442, 'beta_1': 0.985539736656044, 'epsilon': 7.647900760562972e-07, 'balanced_loss': False, 'epochs': 97, 'early_stopping_patience': 24, 'plateau_patience': 12, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 18:37:35,250] Trial 159 finished with value: 0.9395223538002759 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6886757491178677, 'batch_size': 52, 'attention_heads': 4, 'hidden_dimension': 112, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5547881005417686, 'global_pooling': 'max', 'learning_rate': 0.0006742087789982546, 'weight_decay': 9.247422655777205e-05, 'beta_0': 0.8065367063828359, 'beta_1': 0.9851930917406551, 'epsilon': 9.485013478633264e-07, 'balanced_loss': False, 'epochs': 100, 'early_stopping_patience': 23, 'plateau_patience': 14, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 18:45:11,114] Trial 160 finished with value: 0.9183775867994616 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6884631832156767, 'batch_size': 44, 'attention_heads': 4, 'hidden_dimension': 110, 'number_of_hidden_layers': 1, 'dropout_rate': 0.539556666329747, 'global_pooling': 'max', 'learning_rate': 0.0007107280146095116, 'weight_decay': 9.191383193413413e-05, 'beta_0': 0.8137079145683923, 'beta_1': 0.9847342461036898, 'epsilon': 9.687199078310236e-07, 'balanced_loss': False, 'epochs': 94, 'early_stopping_patience': 22, 'plateau_patience': 13, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 18:53:16,167] Trial 161 finished with value: 0.921582932645177 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6987418412912942, 'batch_size': 57, 'attention_heads': 4, 'hidden_dimension': 146, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5759338239226757, 'global_pooling': 'max', 'learning_rate': 0.0009389257093543308, 'weight_decay': 6.447460258027557e-05, 'beta_0': 0.8077608786532319, 'beta_1': 0.9839655675264961, 'epsilon': 6.098938666198726e-07, 'balanced_loss': False, 'epochs': 100, 'early_stopping_patience': 23, 'plateau_patience': 15, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 19:03:05,044] Trial 162 finished with value: 0.9301550469534681 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6821148795867673, 'batch_size': 61, 'attention_heads': 4, 'hidden_dimension': 140, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5533069985306043, 'global_pooling': 'max', 'learning_rate': 0.0006090469294052478, 'weight_decay': 0.00011462254556305579, 'beta_0': 0.8016869564065688, 'beta_1': 0.9860600779536292, 'epsilon': 6.54287948572575e-07, 'balanced_loss': False, 'epochs': 84, 'early_stopping_patience': 22, 'plateau_patience': 14, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 19:12:00,516] Trial 163 finished with value: 0.9333909306217363 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6822111701694404, 'batch_size': 59, 'attention_heads': 4, 'hidden_dimension': 130, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5468375174481974, 'global_pooling': 'max', 'learning_rate': 0.00059908679234599, 'weight_decay': 0.00011863562755939881, 'beta_0': 0.8017479550126063, 'beta_1': 0.9849362218520777, 'epsilon': 7.168900608742051e-07, 'balanced_loss': False, 'epochs': 84, 'early_stopping_patience': 22, 'plateau_patience': 14, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 19:21:47,103] Trial 164 finished with value: 0.9169175450601448 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6830428614237646, 'batch_size': 59, 'attention_heads': 4, 'hidden_dimension': 139, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5465609515580767, 'global_pooling': 'max', 'learning_rate': 0.0006465577462499494, 'weight_decay': 0.00016355250005827828, 'beta_0': 0.8057103991904038, 'beta_1': 0.9850884066937073, 'epsilon': 7.183480117091611e-07, 'balanced_loss': False, 'epochs': 93, 'early_stopping_patience': 22, 'plateau_patience': 14, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 19:30:41,056] Trial 165 finished with value: 0.9228529492681142 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6891103422170092, 'batch_size': 52, 'attention_heads': 4, 'hidden_dimension': 131, 'number_of_hidden_layers': 1, 'dropout_rate': 0.551342769055217, 'global_pooling': 'max', 'learning_rate': 0.0004974988653442397, 'weight_decay': 0.0001147940631829906, 'beta_0': 0.8009442964631863, 'beta_1': 0.9849494461762708, 'epsilon': 8.523399056366433e-07, 'balanced_loss': False, 'epochs': 83, 'early_stopping_patience': 22, 'plateau_patience': 15, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 19:41:40,157] Trial 166 finished with value: 0.9295119759610342 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6808517021899901, 'batch_size': 62, 'attention_heads': 4, 'hidden_dimension': 141, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5664651283132235, 'global_pooling': 'max', 'learning_rate': 0.0005833455744678386, 'weight_decay': 0.0001589292205576657, 'beta_0': 0.808339998055163, 'beta_1': 0.9841843901121037, 'epsilon': 1.077308821429843e-06, 'balanced_loss': False, 'epochs': 77, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 19:49:50,695] Trial 167 finished with value: 0.9266270582920677 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6955512851187775, 'batch_size': 45, 'attention_heads': 4, 'hidden_dimension': 130, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5550842425599195, 'global_pooling': 'max', 'learning_rate': 0.0007886498318935292, 'weight_decay': 0.00014430828125646902, 'beta_0': 0.8044074657348446, 'beta_1': 0.9858168045136569, 'epsilon': 6.703417534453524e-07, 'balanced_loss': False, 'epochs': 84, 'early_stopping_patience': 21, 'plateau_patience': 14, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 20:02:54,833] Trial 168 finished with value: 0.9108153550473632 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6761921612435375, 'batch_size': 70, 'attention_heads': 13, 'hidden_dimension': 113, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5364612495720703, 'global_pooling': 'max', 'learning_rate': 0.00043841017471876975, 'weight_decay': 0.00011398579721942623, 'beta_0': 0.8191114032628424, 'beta_1': 0.9853975516829347, 'epsilon': 1.2696005954864055e-06, 'balanced_loss': False, 'epochs': 92, 'early_stopping_patience': 22, 'plateau_patience': 14, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 20:13:24,093] Trial 169 finished with value: 0.9309713009580272 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6745157113011017, 'batch_size': 52, 'attention_heads': 4, 'hidden_dimension': 145, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5611886944523362, 'global_pooling': 'max', 'learning_rate': 0.0006132193481546603, 'weight_decay': 7.339805420381067e-05, 'beta_0': 0.8020399718438663, 'beta_1': 0.9853792436007507, 'epsilon': 9.155944766735438e-07, 'balanced_loss': False, 'epochs': 98, 'early_stopping_patience': 23, 'plateau_patience': 12, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 20:22:30,167] Trial 170 finished with value: 0.9287436347191607 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6739104488499306, 'batch_size': 51, 'attention_heads': 4, 'hidden_dimension': 146, 'number_of_hidden_layers': 1, 'dropout_rate': 0.560984531352916, 'global_pooling': 'max', 'learning_rate': 0.00061086984562501, 'weight_decay': 8.478780774893664e-05, 'beta_0': 0.8021474382445206, 'beta_1': 0.9842601178663074, 'epsilon': 8.779846069056176e-07, 'balanced_loss': False, 'epochs': 104, 'early_stopping_patience': 22, 'plateau_patience': 12, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 20:31:40,999] Trial 171 finished with value: 0.9262433117983554 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.7067430171404909, 'batch_size': 65, 'attention_heads': 4, 'hidden_dimension': 166, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5707626038190665, 'global_pooling': 'max', 'learning_rate': 0.0012519692387981487, 'weight_decay': 7.203195315153571e-05, 'beta_0': 0.8019099635045959, 'beta_1': 0.9860624025106937, 'epsilon': 6.483955934251227e-07, 'balanced_loss': False, 'epochs': 98, 'early_stopping_patience': 23, 'plateau_patience': 15, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 20:41:36,901] Trial 172 finished with value: 0.923774327419898 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6887338188099685, 'batch_size': 54, 'attention_heads': 4, 'hidden_dimension': 150, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5650151157860184, 'global_pooling': 'max', 'learning_rate': 0.0005076267065506591, 'weight_decay': 7.887739753037617e-05, 'beta_0': 0.8244872667341767, 'beta_1': 0.9854090826472511, 'epsilon': 3.908801806225894e-07, 'balanced_loss': False, 'epochs': 100, 'early_stopping_patience': 22, 'plateau_patience': 13, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 20:50:47,866] Trial 173 finished with value: 0.9231095819405846 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6797632469632572, 'batch_size': 45, 'attention_heads': 5, 'hidden_dimension': 136, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5540673115330967, 'global_pooling': 'max', 'learning_rate': 0.0003499935650144286, 'weight_decay': 9.065596912938021e-05, 'beta_0': 0.8002900077960247, 'beta_1': 0.9865266791848118, 'epsilon': 7.779079371069429e-07, 'balanced_loss': False, 'epochs': 95, 'early_stopping_patience': 23, 'plateau_patience': 12, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 20:59:21,618] Trial 174 finished with value: 0.9281134745557207 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6845346898611573, 'batch_size': 75, 'attention_heads': 4, 'hidden_dimension': 142, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5443929804546968, 'global_pooling': 'max', 'learning_rate': 0.0007321877904609451, 'weight_decay': 5.389673346967203e-05, 'beta_0': 0.8066977803552616, 'beta_1': 0.9836926728045853, 'epsilon': 1.0810952782408127e-06, 'balanced_loss': False, 'epochs': 89, 'early_stopping_patience': 23, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 21:07:59,024] Trial 175 finished with value: 0.9203718742890077 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6705079909261132, 'batch_size': 34, 'attention_heads': 4, 'hidden_dimension': 118, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5775370260171159, 'global_pooling': 'max', 'learning_rate': 0.0004380517843972222, 'weight_decay': 0.00021232796684892671, 'beta_0': 0.8092337706335819, 'beta_1': 0.9858605089751595, 'epsilon': 4.7425955848857464e-07, 'balanced_loss': False, 'epochs': 68, 'early_stopping_patience': 23, 'plateau_patience': 13, 'plateau_divider': 8}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 21:18:18,336] Trial 176 finished with value: 0.9230946117942793 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.674475541772406, 'batch_size': 48, 'attention_heads': 5, 'hidden_dimension': 133, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5613671551551328, 'global_pooling': 'max', 'learning_rate': 0.0008709666708991405, 'weight_decay': 0.00012377771238728164, 'beta_0': 0.8138977664447675, 'beta_1': 0.9845528227330672, 'epsilon': 6.37468606558109e-07, 'balanced_loss': False, 'epochs': 81, 'early_stopping_patience': 22, 'plateau_patience': 14, 'plateau_divider': 8}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 21:26:18,322] Trial 177 finished with value: 0.9076803223777654 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6990282888746542, 'batch_size': 39, 'attention_heads': 4, 'hidden_dimension': 139, 'number_of_hidden_layers': 1, 'dropout_rate': 0.549684695875298, 'global_pooling': 'max', 'learning_rate': 0.0005582310615924504, 'weight_decay': 5.1461179277603275e-05, 'beta_0': 0.8115834020455567, 'beta_1': 0.9864266089571151, 'epsilon': 1.4693515489472095e-06, 'balanced_loss': False, 'epochs': 85, 'early_stopping_patience': 13, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 21:32:58,957] Trial 178 finished with value: 0.7890047339730171 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9834564747149602, 'batch_size': 57, 'attention_heads': 4, 'hidden_dimension': 128, 'number_of_hidden_layers': 1, 'dropout_rate': 0.573114679852765, 'global_pooling': 'max', 'learning_rate': 0.0015282649308137738, 'weight_decay': 9.847866862323215e-05, 'beta_0': 0.8044491167426172, 'beta_1': 0.9860495916535984, 'epsilon': 3.17220771614543e-07, 'balanced_loss': False, 'epochs': 75, 'early_stopping_patience': 23, 'plateau_patience': 13, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
The selected strides are greater or equal to the total chunk size.
[I 2025-03-28 21:32:59,843] Trial 179 finished with value: -1.0 and parameters: {'left_stride': 256, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6662701797085783, 'batch_size': 62, 'attention_heads': 4, 'hidden_dimension': 175, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5429655126925749, 'global_pooling': 'max', 'learning_rate': 0.0011373075581610887, 'weight_decay': 4.7303420524723256e-05, 'beta_0': 0.81608923854743, 'beta_1': 0.9854620826013564, 'epsilon': 8.892089378367892e-07, 'balanced_loss': False, 'epochs': 91, 'early_stopping_patience': 23, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 21:46:48,414] Trial 180 finished with value: 0.9173128044966552 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6808171923378061, 'batch_size': 67, 'attention_heads': 16, 'hidden_dimension': 134, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5552764927794692, 'global_pooling': 'sum', 'learning_rate': 0.002001665777593822, 'weight_decay': 6.273505409945713e-05, 'beta_0': 0.8044973249461538, 'beta_1': 0.9851429534348607, 'epsilon': 5.310039025203207e-07, 'balanced_loss': False, 'epochs': 96, 'early_stopping_patience': 23, 'plateau_patience': 13, 'plateau_divider': 9}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 21:57:07,184] Trial 181 finished with value: 0.9302595465749988 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6941799593934533, 'batch_size': 38, 'attention_heads': 5, 'hidden_dimension': 157, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5659874901298799, 'global_pooling': 'max', 'learning_rate': 0.000393427157096546, 'weight_decay': 7.47232509893404e-05, 'beta_0': 0.8024467618242908, 'beta_1': 0.9867268615819201, 'epsilon': 1.2760655105357337e-06, 'balanced_loss': False, 'epochs': 72, 'early_stopping_patience': 24, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 22:05:42,094] Trial 182 finished with value: 0.9307887631552176 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.7126677028088918, 'batch_size': 37, 'attention_heads': 4, 'hidden_dimension': 155, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5684717000825394, 'global_pooling': 'max', 'learning_rate': 0.0007187895200102668, 'weight_decay': 7.61978830771774e-05, 'beta_0': 0.8026051129004886, 'beta_1': 0.9874971173000591, 'epsilon': 1.2494328100732667e-06, 'balanced_loss': False, 'epochs': 72, 'early_stopping_patience': 24, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 157 with value: 0.9402378311410537.
[I 2025-03-28 22:14:31,274] Trial 183 finished with value: 0.9303419371298718 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6934488173476413, 'batch_size': 37, 'attention_heads': 4, 'hidden_dimension': 159, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5676922852697988, 'global_pooling': 'max', 'learning_rate': 0.0007238731106803475, 'weight_decay': 7.267142849118251e-05, 'beta_0': 0.8025406939391059, 'beta_1': 0.9874909740760321, 'epsilon': 1.1410599012793234e-06, 'balanced_loss': False, 'epochs': 72, 'early_stopping_patience': 24, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 157 with value: 0.9402378311410537.
