[I 2025-02-20 05:36:20,200] Using an existing study with name 'R8-GATv2-google-bert-bert-base-uncased-Surrogate-No_Aggregation-Single_Unitary_Weight-0.0-0.0' instead of creating a new one.
Token indices sequence length is longer than the specified maximum sequence length for this model (639 > 512). Running this sequence through the model will result in indexing errors
[I 2025-02-20 05:59:10,161] Trial 133 finished with value: 0.9498268760856611 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.7997322256906981, 'batch_size': 50, 'attention_heads': 10, 'hidden_dimension': 111, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5796034568715857, 'global_pooling': 'max', 'learning_rate': 0.0003074539996725009, 'weight_decay': 8.290872648824757e-05, 'beta_0': 0.8598934541783543, 'beta_1': 0.9953549073917621, 'epsilon': 1.04767457733271e-06, 'balanced_loss': False, 'epochs': 159, 'early_stopping_patience': 11, 'plateau_patience': 20, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 13:45:17,660] Trial 168 finished with value: 0.9446959668337923 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8589705332066646, 'batch_size': 36, 'attention_heads': 7, 'hidden_dimension': 125, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5580208396141619, 'global_pooling': 'max', 'learning_rate': 0.0002126901360737761, 'weight_decay': 2.9784464325049528e-05, 'beta_0': 0.8570289739016221, 'beta_1': 0.9808939971297365, 'epsilon': 1.0945751126880353e-06, 'balanced_loss': False, 'epochs': 147, 'early_stopping_patience': 11, 'plateau_patience': 20, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 14:01:36,218] Trial 169 finished with value: 0.9549258022878349 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8370046921839401, 'batch_size': 53, 'attention_heads': 9, 'hidden_dimension': 115, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5644500625471315, 'global_pooling': 'max', 'learning_rate': 0.0003318586865267659, 'weight_decay': 3.596975371810525e-05, 'beta_0': 0.84792439121011, 'beta_1': 0.9833375844395288, 'epsilon': 1.3332225358922352e-06, 'balanced_loss': False, 'epochs': 142, 'early_stopping_patience': 12, 'plateau_patience': 20, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 14:18:39,578] Trial 170 finished with value: 0.9494065565156318 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8381471151654575, 'batch_size': 51, 'attention_heads': 9, 'hidden_dimension': 116, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5769341543036008, 'global_pooling': 'max', 'learning_rate': 0.00013061762435590652, 'weight_decay': 3.649718609478359e-05, 'beta_0': 0.8490758109858397, 'beta_1': 0.9823976647563489, 'epsilon': 2.6373781003291664e-06, 'balanced_loss': False, 'epochs': 142, 'early_stopping_patience': 12, 'plateau_patience': 21, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 14:35:15,633] Trial 171 finished with value: 0.9488042276019464 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8503306020898037, 'batch_size': 55, 'attention_heads': 9, 'hidden_dimension': 139, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5505986825061056, 'global_pooling': 'max', 'learning_rate': 0.0003432019879226833, 'weight_decay': 4.547732741130142e-05, 'beta_0': 0.8478976590215226, 'beta_1': 0.9833613971435025, 'epsilon': 1.4019583086852141e-06, 'balanced_loss': False, 'epochs': 139, 'early_stopping_patience': 11, 'plateau_patience': 21, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 14:47:12,914] Trial 172 finished with value: 0.9495984448269904 and parameters: {'left_stride': 64, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8345286221100895, 'batch_size': 41, 'attention_heads': 8, 'hidden_dimension': 108, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5689985061595948, 'global_pooling': 'max', 'learning_rate': 0.00025313235782805873, 'weight_decay': 2.5285504602906557e-05, 'beta_0': 0.8548903513518229, 'beta_1': 0.9834291939065065, 'epsilon': 1.9346802054926707e-06, 'balanced_loss': False, 'epochs': 143, 'early_stopping_patience': 10, 'plateau_patience': 20, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 15:02:26,444] Trial 173 finished with value: 0.9505626228550974 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8254348118815287, 'batch_size': 60, 'attention_heads': 9, 'hidden_dimension': 122, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5645695983318589, 'global_pooling': 'max', 'learning_rate': 0.00032947056721877087, 'weight_decay': 4.028652347188188e-05, 'beta_0': 0.8510447111986119, 'beta_1': 0.9819387431200564, 'epsilon': 9.918560138385999e-07, 'balanced_loss': False, 'epochs': 158, 'early_stopping_patience': 11, 'plateau_patience': 20, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 15:14:38,790] Trial 174 finished with value: 0.9549353525818025 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8428413717725621, 'batch_size': 47, 'attention_heads': 5, 'hidden_dimension': 130, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5824190324946202, 'global_pooling': 'max', 'learning_rate': 0.00045469827059307926, 'weight_decay': 3.574735216085386e-05, 'beta_0': 0.8429559806972728, 'beta_1': 0.9829025998824327, 'epsilon': 1.2818758852887038e-06, 'balanced_loss': False, 'epochs': 133, 'early_stopping_patience': 11, 'plateau_patience': 20, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 15:27:20,101] Trial 175 finished with value: 0.9532813597985228 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8473013287282266, 'batch_size': 46, 'attention_heads': 5, 'hidden_dimension': 138, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5841736524531581, 'global_pooling': 'max', 'learning_rate': 0.00039547552684010095, 'weight_decay': 2.9926432247279742e-05, 'beta_0': 0.8429566247029353, 'beta_1': 0.9825960131076212, 'epsilon': 1.2262593062208511e-06, 'balanced_loss': False, 'epochs': 130, 'early_stopping_patience': 11, 'plateau_patience': 25, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 15:39:52,739] Trial 176 finished with value: 0.9432967818538321 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8560090334631989, 'batch_size': 47, 'attention_heads': 5, 'hidden_dimension': 145, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5809773389186649, 'global_pooling': 'max', 'learning_rate': 0.00022782561907185603, 'weight_decay': 2.8561787338526888e-05, 'beta_0': 0.8424731153603768, 'beta_1': 0.9827123786756852, 'epsilon': 1.1865755802114856e-06, 'balanced_loss': False, 'epochs': 134, 'early_stopping_patience': 11, 'plateau_patience': 19, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 15:53:51,961] Trial 177 finished with value: 0.9555320202126986 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8421265841339606, 'batch_size': 52, 'attention_heads': 6, 'hidden_dimension': 134, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5850473311322967, 'global_pooling': 'max', 'learning_rate': 0.0004900772717832972, 'weight_decay': 1.735343873175737e-05, 'beta_0': 0.8366003500124681, 'beta_1': 0.9817073950339015, 'epsilon': 1.7259254985413983e-06, 'balanced_loss': False, 'epochs': 137, 'early_stopping_patience': 12, 'plateau_patience': 25, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 16:06:31,998] Trial 178 finished with value: 0.9511943448141364 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8341775144699413, 'batch_size': 55, 'attention_heads': 6, 'hidden_dimension': 129, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5749079063447129, 'global_pooling': 'max', 'learning_rate': 0.0005217484494199873, 'weight_decay': 1.4261893937612044e-05, 'beta_0': 0.8351747225673932, 'beta_1': 0.9839145069530284, 'epsilon': 1.6715962911377833e-06, 'balanced_loss': False, 'epochs': 138, 'early_stopping_patience': 12, 'plateau_patience': 24, 'plateau_divider': 5}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 16:22:17,853] Trial 179 finished with value: 0.9364871420544848 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8625571175816389, 'batch_size': 175, 'attention_heads': 6, 'hidden_dimension': 114, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5864675945049794, 'global_pooling': 'max', 'learning_rate': 0.0001769695700378499, 'weight_decay': 9.45911994696827e-06, 'beta_0': 0.8377067203257599, 'beta_1': 0.9817672886511961, 'epsilon': 2.1998980715936864e-06, 'balanced_loss': False, 'epochs': 136, 'early_stopping_patience': 12, 'plateau_patience': 23, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 16:37:11,962] Trial 180 finished with value: 0.94381618224936 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.7683679410609711, 'batch_size': 49, 'attention_heads': 8, 'hidden_dimension': 127, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5926965944594269, 'global_pooling': 'mean', 'learning_rate': 0.00027842674241387546, 'weight_decay': 1.652131747737972e-05, 'beta_0': 0.846426054581216, 'beta_1': 0.9829445536150933, 'epsilon': 1.5595500452551145e-06, 'balanced_loss': False, 'epochs': 145, 'early_stopping_patience': 12, 'plateau_patience': 24, 'plateau_divider': 4}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 16:50:29,078] Trial 181 finished with value: 0.953423713229182 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.814314476378719, 'batch_size': 55, 'attention_heads': 6, 'hidden_dimension': 134, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4597161452301908, 'global_pooling': 'max', 'learning_rate': 0.0004570462881944234, 'weight_decay': 1.8707909414014508e-05, 'beta_0': 0.8445044551007401, 'beta_1': 0.9833502063154096, 'epsilon': 7.733632071938463e-06, 'balanced_loss': False, 'epochs': 150, 'early_stopping_patience': 11, 'plateau_patience': 15, 'plateau_divider': 5}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 17:03:04,274] Trial 182 finished with value: 0.9355734202235375 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.8049220307866506, 'batch_size': 54, 'attention_heads': 6, 'hidden_dimension': 110, 'number_of_hidden_layers': 2, 'dropout_rate': 0.47739833452315067, 'global_pooling': 'max', 'learning_rate': 0.00046675358261465973, 'weight_decay': 1.9489166855138358e-05, 'beta_0': 0.8444738715137469, 'beta_1': 0.9809192573242826, 'epsilon': 7.9317645988279e-06, 'balanced_loss': False, 'epochs': 148, 'early_stopping_patience': 10, 'plateau_patience': 25, 'plateau_divider': 5}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 17:17:16,561] Trial 183 finished with value: 0.9481352474163164 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8155274285594448, 'batch_size': 51, 'attention_heads': 7, 'hidden_dimension': 133, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3153209723612388, 'global_pooling': 'max', 'learning_rate': 0.00032262156624023486, 'weight_decay': 3.535248126889864e-05, 'beta_0': 0.8399021888409713, 'beta_1': 0.9814904190064777, 'epsilon': 3.015538996030903e-06, 'balanced_loss': False, 'epochs': 151, 'early_stopping_patience': 11, 'plateau_patience': 20, 'plateau_divider': 6}. Best is trial 36 with value: 0.966858574697526.
[I 2025-02-20 17:28:59,626] Trial 184 finished with value: 0.9520881580806079 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8229040284531274, 'batch_size': 67, 'attention_heads': 6, 'hidden_dimension': 134, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5801030178850961, 'global_pooling': 'max', 'learning_rate': 0.00047307065984696393, 'weight_decay': 2.279964767718751e-05, 'beta_0': 0.8408165228240123, 'beta_1': 0.9835605006875104, 'epsilon': 7.615994553429179e-07, 'balanced_loss': False, 'epochs': 142, 'early_stopping_patience': 11, 'plateau_patience': 13, 'plateau_divider': 5}. Best is trial 36 with value: 0.966858574697526.
slurmstepd: error: *** JOB 14947750 ON gpu027 CANCELLED AT 2025-02-20T17:35:58 DUE TO TIME LIMIT ***
