[I 2025-01-09 11:27:37,124] Using an existing study with name 'RTSP-GATv2-facebook-bart-large-Surrogate-No_Aggregation' instead of creating a new one.
[I 2025-01-09 11:41:02,814] Trial 87 finished with value: 0.8502109704641351 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5677638631304116, 'batch_size': 136, 'attention_heads': 14, 'hidden_dimension': 199, 'number_of_hidden_layers': 4, 'dropout_rate': 0.3613529900985936, 'global_pooling': 'mean', 'learning_rate': 0.011802082428154767, 'weight_decay': 0.00023814076232801118, 'beta_0': 0.8118430633577361, 'beta_1': 0.9861742186136709, 'epsilon': 4.8600562167785295e-08, 'balanced_loss': True, 'epochs': 67, 'early_stopping_patience': 22, 'plateau_patience': 16, 'plateau_divider': 3}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-09 22:17:40,342] Trial 159 finished with value: 0.9043600562587905 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5977808944879421, 'batch_size': 199, 'attention_heads': 6, 'hidden_dimension': 178, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5803781953584563, 'global_pooling': 'mean', 'learning_rate': 0.009226221208927991, 'weight_decay': 8.97669204788394e-06, 'beta_0': 0.8189444915384652, 'beta_1': 0.98429090595866, 'epsilon': 2.263875862607912e-06, 'balanced_loss': False, 'epochs': 200, 'early_stopping_patience': 25, 'plateau_patience': 24, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-09 22:24:54,120] Trial 160 finished with value: 0.9057665260196905 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6106708192281773, 'batch_size': 190, 'attention_heads': 7, 'hidden_dimension': 183, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5681555141270036, 'global_pooling': 'mean', 'learning_rate': 0.019131891094623325, 'weight_decay': 1.336129740034696e-05, 'beta_0': 0.8266952997920388, 'beta_1': 0.9833919687575005, 'epsilon': 1.0030142538398357e-05, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-09 22:32:18,568] Trial 161 finished with value: 0.9064697609001406 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6099730811834496, 'batch_size': 226, 'attention_heads': 8, 'hidden_dimension': 181, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5676568736939361, 'global_pooling': 'mean', 'learning_rate': 0.01690917593031362, 'weight_decay': 1.3038180487628342e-05, 'beta_0': 0.8257160586460941, 'beta_1': 0.9842343520024294, 'epsilon': 7.160970070990291e-06, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-09 22:39:13,808] Trial 162 finished with value: 0.8959212376933896 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6145173122729813, 'batch_size': 188, 'attention_heads': 5, 'hidden_dimension': 183, 'number_of_hidden_layers': 1, 'dropout_rate': 0.565302834996364, 'global_pooling': 'mean', 'learning_rate': 0.022356069525831357, 'weight_decay': 1.2283537656062015e-05, 'beta_0': 0.8261569056887365, 'beta_1': 0.9847093669992241, 'epsilon': 8.841789062379694e-06, 'balanced_loss': False, 'epochs': 196, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-09 22:46:29,090] Trial 163 finished with value: 0.90014064697609 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6061260605743137, 'batch_size': 204, 'attention_heads': 7, 'hidden_dimension': 193, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5581521876903796, 'global_pooling': 'mean', 'learning_rate': 0.015144665114000911, 'weight_decay': 1.3829396021435059e-05, 'beta_0': 0.823855703069798, 'beta_1': 0.9840134674799214, 'epsilon': 5.315296792245609e-06, 'balanced_loss': False, 'epochs': 193, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-09 22:53:50,431] Trial 164 finished with value: 0.9078762306610408 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6232336150051967, 'batch_size': 226, 'attention_heads': 7, 'hidden_dimension': 188, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5527252064925855, 'global_pooling': 'mean', 'learning_rate': 0.01708507036274961, 'weight_decay': 7.869875200755938e-06, 'beta_0': 0.8276317465169996, 'beta_1': 0.9831912763823766, 'epsilon': 3.5722308246925886e-06, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 25, 'plateau_patience': 24, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-09 23:01:29,878] Trial 165 finished with value: 0.8987341772151899 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6300846466697064, 'batch_size': 227, 'attention_heads': 7, 'hidden_dimension': 186, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5522071808596419, 'global_pooling': 'mean', 'learning_rate': 0.019187194438996868, 'weight_decay': 1.1336588734431106e-05, 'beta_0': 0.8301826031037401, 'beta_1': 0.9835981240193087, 'epsilon': 3.797732233797385e-06, 'balanced_loss': False, 'epochs': 199, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-09 23:08:45,821] Trial 166 finished with value: 0.8973277074542897 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.645199804820205, 'batch_size': 238, 'attention_heads': 8, 'hidden_dimension': 179, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5716574533171568, 'global_pooling': 'mean', 'learning_rate': 0.02857596361043093, 'weight_decay': 7.895708167302558e-06, 'beta_0': 0.8278047673031298, 'beta_1': 0.9842630237197034, 'epsilon': 2.8481261998389037e-06, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 25, 'plateau_patience': 24, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-09 23:16:10,742] Trial 167 finished with value: 0.9078762306610408 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.621864738083004, 'batch_size': 222, 'attention_heads': 8, 'hidden_dimension': 190, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5690407008488505, 'global_pooling': 'mean', 'learning_rate': 0.013038964446695887, 'weight_decay': 1.3679396888999156e-05, 'beta_0': 0.8250745659773562, 'beta_1': 0.9831215964539906, 'epsilon': 6.539560107933301e-06, 'balanced_loss': False, 'epochs': 198, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-09 23:23:37,279] Trial 168 finished with value: 0.9071729957805907 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6264674733455194, 'batch_size': 226, 'attention_heads': 8, 'hidden_dimension': 191, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5639299876134882, 'global_pooling': 'mean', 'learning_rate': 0.019319046694402636, 'weight_decay': 1.3273001690231434e-05, 'beta_0': 0.8344303722931538, 'beta_1': 0.9833447032035171, 'epsilon': 7.530505563555612e-06, 'balanced_loss': False, 'epochs': 189, 'early_stopping_patience': 25, 'plateau_patience': 23, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-09 23:33:09,965] Trial 169 finished with value: 0.90014064697609 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6203535782278615, 'batch_size': 222, 'attention_heads': 8, 'hidden_dimension': 189, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5690175942821468, 'global_pooling': 'mean', 'learning_rate': 0.033934464477081275, 'weight_decay': 1.2818329367584837e-05, 'beta_0': 0.8329426313362328, 'beta_1': 0.9833803511769791, 'epsilon': 8.217433802363644e-06, 'balanced_loss': False, 'epochs': 188, 'early_stopping_patience': 25, 'plateau_patience': 10, 'plateau_divider': 9}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-09 23:40:37,742] Trial 170 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6112264912668232, 'batch_size': 215, 'attention_heads': 8, 'hidden_dimension': 172, 'number_of_hidden_layers': 1, 'dropout_rate': 0.597484443829961, 'global_pooling': 'mean', 'learning_rate': 0.01822377116331341, 'weight_decay': 1.6101135846072886e-05, 'beta_0': 0.8245042416147229, 'beta_1': 0.9838161301196858, 'epsilon': 7.012263710281567e-06, 'balanced_loss': False, 'epochs': 194, 'early_stopping_patience': 25, 'plateau_patience': 23, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-09 23:49:02,386] Trial 171 finished with value: 0.9064697609001406 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6244242569087773, 'batch_size': 227, 'attention_heads': 8, 'hidden_dimension': 190, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5609196964846254, 'global_pooling': 'mean', 'learning_rate': 0.023021930455856817, 'weight_decay': 1.3264632105195157e-05, 'beta_0': 0.8355811365204328, 'beta_1': 0.9832601680367424, 'epsilon': 4.380369366133408e-06, 'balanced_loss': False, 'epochs': 198, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-09 23:57:27,905] Trial 172 finished with value: 0.9064697609001406 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6207658623571906, 'batch_size': 225, 'attention_heads': 8, 'hidden_dimension': 191, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5595410932769805, 'global_pooling': 'mean', 'learning_rate': 0.02217604677429687, 'weight_decay': 1.3618251695354541e-05, 'beta_0': 0.8370571036876828, 'beta_1': 0.9831479066551944, 'epsilon': 6.025796896841849e-06, 'balanced_loss': False, 'epochs': 198, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 00:05:45,819] Trial 173 finished with value: 0.9078762306610408 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.624609312426708, 'batch_size': 228, 'attention_heads': 8, 'hidden_dimension': 183, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5615778251199767, 'global_pooling': 'mean', 'learning_rate': 0.021922259567378262, 'weight_decay': 1.3959830623298527e-05, 'beta_0': 0.8363098377289795, 'beta_1': 0.9832175266310816, 'epsilon': 4.632375688038627e-06, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 00:14:04,077] Trial 174 finished with value: 0.8987341772151899 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6487710027658126, 'batch_size': 227, 'attention_heads': 8, 'hidden_dimension': 190, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5589232175107728, 'global_pooling': 'mean', 'learning_rate': 0.021229180065947224, 'weight_decay': 1.3764212981272425e-05, 'beta_0': 0.8393271685408511, 'beta_1': 0.9828701829332862, 'epsilon': 5.64514560981651e-06, 'balanced_loss': False, 'epochs': 198, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 00:21:50,246] Trial 175 finished with value: 0.8931082981715893 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6255734207051709, 'batch_size': 232, 'attention_heads': 9, 'hidden_dimension': 183, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5666695466093548, 'global_pooling': 'mean', 'learning_rate': 0.041809866362292156, 'weight_decay': 1.76538024487699e-05, 'beta_0': 0.8360782463752371, 'beta_1': 0.9833034311642197, 'epsilon': 4.238628460645145e-06, 'balanced_loss': False, 'epochs': 191, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 00:29:14,238] Trial 176 finished with value: 0.9015471167369902 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6645556500738735, 'batch_size': 239, 'attention_heads': 8, 'hidden_dimension': 176, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5780771893608129, 'global_pooling': 'mean', 'learning_rate': 0.013468826801969971, 'weight_decay': 1.4716106384726154e-05, 'beta_0': 0.8412100740399031, 'beta_1': 0.983862889018681, 'epsilon': 7.004239426079705e-06, 'balanced_loss': False, 'epochs': 200, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 00:36:30,895] Trial 177 finished with value: 0.9015471167369902 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.637312392471628, 'batch_size': 222, 'attention_heads': 7, 'hidden_dimension': 184, 'number_of_hidden_layers': 1, 'dropout_rate': 0.562498784654234, 'global_pooling': 'mean', 'learning_rate': 0.023913204809530228, 'weight_decay': 1.1197412503352797e-05, 'beta_0': 0.8352467737099654, 'beta_1': 0.9827626093012527, 'epsilon': 4.536325969866335e-06, 'balanced_loss': False, 'epochs': 195, 'early_stopping_patience': 24, 'plateau_patience': 11, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 00:44:20,337] Trial 178 finished with value: 0.9078762306610408 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6222119275591429, 'batch_size': 210, 'attention_heads': 8, 'hidden_dimension': 193, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5535094296547154, 'global_pooling': 'mean', 'learning_rate': 0.016434645887232417, 'weight_decay': 1.28350742053597e-05, 'beta_0': 0.8317997953080456, 'beta_1': 0.9845453531432322, 'epsilon': 5.9470631121776e-06, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 00:51:50,950] Trial 179 finished with value: 0.8874824191279888 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6234052541747287, 'batch_size': 213, 'attention_heads': 9, 'hidden_dimension': 193, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5550036573760926, 'global_pooling': 'mean', 'learning_rate': 0.05416761384779395, 'weight_decay': 8.363584984162313e-06, 'beta_0': 0.8380298498256944, 'beta_1': 0.9842899130591392, 'epsilon': 6.234192815281659e-06, 'balanced_loss': False, 'epochs': 190, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 01:00:09,506] Trial 180 finished with value: 0.9050632911392406 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6406088877321612, 'batch_size': 224, 'attention_heads': 9, 'hidden_dimension': 198, 'number_of_hidden_layers': 1, 'dropout_rate': 0.544240113778802, 'global_pooling': 'mean', 'learning_rate': 0.025644849430439386, 'weight_decay': 1.2039521485671083e-05, 'beta_0': 0.8314510091144854, 'beta_1': 0.9848033075069027, 'epsilon': 3.777181861624558e-06, 'balanced_loss': False, 'epochs': 182, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 01:07:23,283] Trial 181 finished with value: 0.9008438818565401 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6770360887363317, 'batch_size': 217, 'attention_heads': 8, 'hidden_dimension': 189, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5516517024249267, 'global_pooling': 'mean', 'learning_rate': 0.01569301461577505, 'weight_decay': 1.53661522378975e-05, 'beta_0': 0.8349539485004485, 'beta_1': 0.9854550021582537, 'epsilon': 4.95962471277205e-06, 'balanced_loss': False, 'epochs': 194, 'early_stopping_patience': 24, 'plateau_patience': 11, 'plateau_divider': 9}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 01:14:32,620] Trial 182 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.602068463041214, 'batch_size': 193, 'attention_heads': 7, 'hidden_dimension': 179, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5639132961398906, 'global_pooling': 'mean', 'learning_rate': 0.01657069288417862, 'weight_decay': 1.3279645828748252e-05, 'beta_0': 0.8303800230416059, 'beta_1': 0.9834449422210215, 'epsilon': 1.041682516835827e-05, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 25, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 01:22:14,604] Trial 183 finished with value: 0.9029535864978903 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6148835562823198, 'batch_size': 211, 'attention_heads': 8, 'hidden_dimension': 186, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5758126149241588, 'global_pooling': 'mean', 'learning_rate': 0.032244876412375424, 'weight_decay': 1.0565224865818582e-05, 'beta_0': 0.8505384960723543, 'beta_1': 0.9830192836537845, 'epsilon': 8.30751739196534e-06, 'balanced_loss': False, 'epochs': 200, 'early_stopping_patience': 25, 'plateau_patience': 11, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 01:29:40,401] Trial 184 finished with value: 0.9050632911392406 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6101393874650799, 'batch_size': 230, 'attention_heads': 8, 'hidden_dimension': 192, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5585334114163429, 'global_pooling': 'mean', 'learning_rate': 0.012133868577851762, 'weight_decay': 1.8330921542567986e-05, 'beta_0': 0.8340584067426016, 'beta_1': 0.9844386494937161, 'epsilon': 1.38034719825363e-05, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 25, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 01:37:01,903] Trial 185 finished with value: 0.9057665260196905 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6238216726831881, 'batch_size': 242, 'attention_heads': 7, 'hidden_dimension': 196, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5698697746266617, 'global_pooling': 'mean', 'learning_rate': 0.019692033041348558, 'weight_decay': 0.0007441295384126358, 'beta_0': 0.8274182312140107, 'beta_1': 0.9837594902916558, 'epsilon': 6.364782034385559e-06, 'balanced_loss': False, 'epochs': 193, 'early_stopping_patience': 25, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 01:44:30,046] Trial 186 finished with value: 0.8973277074542897 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6539783048932354, 'batch_size': 208, 'attention_heads': 8, 'hidden_dimension': 200, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5554553491635523, 'global_pooling': 'sum', 'learning_rate': 0.024857129240115686, 'weight_decay': 1.2734216455656325e-05, 'beta_0': 0.8329000635721076, 'beta_1': 0.9841116022893259, 'epsilon': 3.258195118074859e-06, 'balanced_loss': False, 'epochs': 189, 'early_stopping_patience': 24, 'plateau_patience': 11, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 01:51:50,821] Trial 187 finished with value: 0.9015471167369902 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6014468908517565, 'batch_size': 218, 'attention_heads': 9, 'hidden_dimension': 181, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5664141035301391, 'global_pooling': 'mean', 'learning_rate': 0.015064558688339717, 'weight_decay': 6.984586310770252e-06, 'beta_0': 0.828423048339051, 'beta_1': 0.9831528913540415, 'epsilon': 5.090571492268956e-06, 'balanced_loss': False, 'epochs': 196, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 01:58:56,264] Trial 188 finished with value: 0.9015471167369902 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6327525240003726, 'batch_size': 227, 'attention_heads': 7, 'hidden_dimension': 169, 'number_of_hidden_layers': 1, 'dropout_rate': 0.545743202200767, 'global_pooling': 'mean', 'learning_rate': 0.01865448889789643, 'weight_decay': 2.4646564926706246e-05, 'beta_0': 0.8260430175711336, 'beta_1': 0.983650713344333, 'epsilon': 1.0006633616439591e-05, 'balanced_loss': False, 'epochs': 191, 'early_stopping_patience': 25, 'plateau_patience': 23, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 02:06:08,951] Trial 189 finished with value: 0.9029535864978903 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6134637216675846, 'batch_size': 205, 'attention_heads': 8, 'hidden_dimension': 174, 'number_of_hidden_layers': 1, 'dropout_rate': 0.588663071545974, 'global_pooling': 'mean', 'learning_rate': 0.01146956711544978, 'weight_decay': 6.007226571684484e-06, 'beta_0': 0.8372468794668448, 'beta_1': 0.9826321824635038, 'epsilon': 4.21887084455843e-06, 'balanced_loss': False, 'epochs': 200, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 7}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 02:13:42,633] Trial 190 finished with value: 0.8959212376933896 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.594638610044939, 'batch_size': 224, 'attention_heads': 8, 'hidden_dimension': 187, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5390630527478766, 'global_pooling': 'mean', 'learning_rate': 0.02891006989567645, 'weight_decay': 1.487033980234854e-05, 'beta_0': 0.8293634655388641, 'beta_1': 0.9830701803754536, 'epsilon': 2.4409013005811136e-06, 'balanced_loss': False, 'epochs': 194, 'early_stopping_patience': 25, 'plateau_patience': 11, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 02:22:20,272] Trial 191 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5797551704364686, 'batch_size': 200, 'attention_heads': 8, 'hidden_dimension': 194, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5780092637931035, 'global_pooling': 'mean', 'learning_rate': 0.021865618678478322, 'weight_decay': 4.318826986934846e-06, 'beta_0': 0.83136000770557, 'beta_1': 0.9845326141007619, 'epsilon': 7.040499752105299e-06, 'balanced_loss': False, 'epochs': 186, 'early_stopping_patience': 25, 'plateau_patience': 23, 'plateau_divider': 2}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 02:29:51,522] Trial 192 finished with value: 0.90014064697609 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6249586054802788, 'batch_size': 247, 'attention_heads': 7, 'hidden_dimension': 197, 'number_of_hidden_layers': 1, 'dropout_rate': 0.571097407423687, 'global_pooling': 'mean', 'learning_rate': 0.01856392176720499, 'weight_decay': 1.0771338369997527e-05, 'beta_0': 0.8279792330321013, 'beta_1': 0.9837470528628887, 'epsilon': 6.0618485750575735e-06, 'balanced_loss': False, 'epochs': 193, 'early_stopping_patience': 25, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 02:36:55,314] Trial 193 finished with value: 0.9015471167369902 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.621198774172987, 'batch_size': 239, 'attention_heads': 7, 'hidden_dimension': 190, 'number_of_hidden_layers': 1, 'dropout_rate': 0.567711146708906, 'global_pooling': 'mean', 'learning_rate': 0.01415764537363431, 'weight_decay': 2.0079726869659204e-05, 'beta_0': 0.8268370344614527, 'beta_1': 0.9840235218765405, 'epsilon': 6.031460992907961e-06, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 25, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 02:44:12,456] Trial 194 finished with value: 0.9022503516174403 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.643443397939268, 'batch_size': 243, 'attention_heads': 6, 'hidden_dimension': 200, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5621172441158301, 'global_pooling': 'mean', 'learning_rate': 0.03550928226267537, 'weight_decay': 0.000592019644870641, 'beta_0': 0.8247322360626388, 'beta_1': 0.9957841817651718, 'epsilon': 4.6250574286397565e-06, 'balanced_loss': False, 'epochs': 191, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 02:51:32,735] Trial 195 finished with value: 0.9015471167369902 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6059364531368021, 'batch_size': 230, 'attention_heads': 7, 'hidden_dimension': 195, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5512574413691669, 'global_pooling': 'mean', 'learning_rate': 0.025116884515515032, 'weight_decay': 1.6790179768253093e-05, 'beta_0': 0.8226854648384005, 'beta_1': 0.9833464475778652, 'epsilon': 7.799784187063773e-06, 'balanced_loss': False, 'epochs': 198, 'early_stopping_patience': 25, 'plateau_patience': 11, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 02:58:45,116] Trial 196 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.627570714437005, 'batch_size': 212, 'attention_heads': 8, 'hidden_dimension': 184, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5574895094934802, 'global_pooling': 'mean', 'learning_rate': 0.018033506479782153, 'weight_decay': 0.0008141096140373037, 'beta_0': 0.8332798555682828, 'beta_1': 0.9825664557272591, 'epsilon': 1.0986557061260533e-05, 'balanced_loss': False, 'epochs': 194, 'early_stopping_patience': 25, 'plateau_patience': 24, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
