[I 2025-02-26 05:32:36,629] A new study created in RDB with name: SST-2-GATv2-google-bert-bert-base-uncased-Surrogate-No_Aggregation-No_Ablation-1.0-0.25
[I 2025-02-26 05:37:33,402] Trial 0 finished with value: 0.8681192660550459 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.4319459866925097, 'batch_size': 226, 'attention_heads': 11, 'hidden_dimension': 191, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5909729556485983, 'global_pooling': 'mean', 'learning_rate': 5.415244119402538e-05, 'weight_decay': 8.179499475211674e-06, 'beta_0': 0.8510059609290175, 'beta_1': 0.9881622148267181, 'epsilon': 1.4618962793704927e-07, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 0 with value: 0.8681192660550459.
[I 2025-02-26 08:50:46,790] Trial 38 finished with value: 0.8681192660550459 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.48258541094006335, 'batch_size': 219, 'attention_heads': 16, 'hidden_dimension': 74, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5016422304007286, 'global_pooling': 'mean', 'learning_rate': 0.0010842835645784275, 'weight_decay': 9.572572640618901e-05, 'beta_0': 0.8856630139613728, 'beta_1': 0.9842104504302283, 'epsilon': 1.336372746340535e-05, 'balanced_loss': True, 'epochs': 147, 'early_stopping_patience': 19, 'plateau_patience': 23, 'plateau_divider': 2}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 08:54:28,291] Trial 39 finished with value: 0.8669724770642202 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5330127534633659, 'batch_size': 191, 'attention_heads': 16, 'hidden_dimension': 55, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4695813247837714, 'global_pooling': 'mean', 'learning_rate': 0.0017057341616482757, 'weight_decay': 0.00015031022281543414, 'beta_0': 0.8932488505751794, 'beta_1': 0.9853611398613866, 'epsilon': 2.2674691609223064e-05, 'balanced_loss': False, 'epochs': 125, 'early_stopping_patience': 21, 'plateau_patience': 20, 'plateau_divider': 3}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 08:59:03,194] Trial 40 finished with value: 0.8646788990825688 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.448751520940001, 'batch_size': 233, 'attention_heads': 16, 'hidden_dimension': 47, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5150289983965204, 'global_pooling': 'mean', 'learning_rate': 0.00019882068428801183, 'weight_decay': 5.033957414163647e-05, 'beta_0': 0.8842467875296411, 'beta_1': 0.9836694107734295, 'epsilon': 4.409842018498267e-05, 'balanced_loss': True, 'epochs': 151, 'early_stopping_patience': 25, 'plateau_patience': 24, 'plateau_divider': 2}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 09:08:19,566] Trial 41 finished with value: 0.8635321100917431 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.5701156573617353, 'batch_size': 183, 'attention_heads': 15, 'hidden_dimension': 199, 'number_of_hidden_layers': 4, 'dropout_rate': 0.44345376516435486, 'global_pooling': 'max', 'learning_rate': 0.0018112546836353833, 'weight_decay': 0.00017784332543491557, 'beta_0': 0.8917897444106175, 'beta_1': 0.9815198592500584, 'epsilon': 6.532384931135592e-05, 'balanced_loss': False, 'epochs': 118, 'early_stopping_patience': 20, 'plateau_patience': 16, 'plateau_divider': 3}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 09:12:16,892] Trial 42 finished with value: 0.8692660550458715 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5810379788950787, 'batch_size': 162, 'attention_heads': 9, 'hidden_dimension': 95, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4857423105359722, 'global_pooling': 'mean', 'learning_rate': 0.0007550623032849434, 'weight_decay': 0.0003141266216227528, 'beta_0': 0.8994929612344079, 'beta_1': 0.9807941608502533, 'epsilon': 2.0408067280355246e-05, 'balanced_loss': False, 'epochs': 162, 'early_stopping_patience': 17, 'plateau_patience': 18, 'plateau_divider': 2}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 09:16:57,132] Trial 43 finished with value: 0.8681192660550459 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6671940715993117, 'batch_size': 206, 'attention_heads': 15, 'hidden_dimension': 66, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4626212354672664, 'global_pooling': 'sum', 'learning_rate': 0.0038713778941519973, 'weight_decay': 7.859747676382489e-05, 'beta_0': 0.8811874096224629, 'beta_1': 0.9909848135525722, 'epsilon': 3.736025043263932e-05, 'balanced_loss': False, 'epochs': 138, 'early_stopping_patience': 22, 'plateau_patience': 20, 'plateau_divider': 4}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 09:20:47,727] Trial 44 finished with value: 0.8692660550458715 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5156373607176964, 'batch_size': 141, 'attention_heads': 16, 'hidden_dimension': 33, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4154018373614057, 'global_pooling': 'max', 'learning_rate': 0.0064924042831130836, 'weight_decay': 0.00020084401413802895, 'beta_0': 0.8243519631782009, 'beta_1': 0.9864277319635838, 'epsilon': 9.898621498811869e-05, 'balanced_loss': False, 'epochs': 132, 'early_stopping_patience': 20, 'plateau_patience': 16, 'plateau_divider': 6}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 09:31:15,770] Trial 45 finished with value: 0.5172018348623854 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5533812612352362, 'batch_size': 168, 'attention_heads': 15, 'hidden_dimension': 237, 'number_of_hidden_layers': 4, 'dropout_rate': 0.43839785902946876, 'global_pooling': 'mean', 'learning_rate': 0.01811890237987291, 'weight_decay': 0.00013389636177378033, 'beta_0': 0.8722555518896419, 'beta_1': 0.989694279766952, 'epsilon': 8.709615976263464e-06, 'balanced_loss': False, 'epochs': 126, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 2}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 09:38:10,309] Trial 46 finished with value: 0.8646788990825688 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.497939851862957, 'batch_size': 202, 'attention_heads': 10, 'hidden_dimension': 206, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4933149198191827, 'global_pooling': 'max', 'learning_rate': 0.0014692237410089811, 'weight_decay': 2.8027346598141624e-05, 'beta_0': 0.8902579278760672, 'beta_1': 0.9977559107540425, 'epsilon': 2.6524572757806116e-07, 'balanced_loss': False, 'epochs': 115, 'early_stopping_patience': 24, 'plateau_patience': 21, 'plateau_divider': 3}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 09:42:20,250] Trial 47 finished with value: 0.8704128440366973 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5792978293718105, 'batch_size': 123, 'attention_heads': 6, 'hidden_dimension': 44, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4720231555687663, 'global_pooling': 'max', 'learning_rate': 0.0004355461815299055, 'weight_decay': 0.00038220160719304604, 'beta_0': 0.8079522363789734, 'beta_1': 0.9850636985551365, 'epsilon': 6.521105136780985e-07, 'balanced_loss': False, 'epochs': 144, 'early_stopping_patience': 23, 'plateau_patience': 18, 'plateau_divider': 5}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 09:47:43,972] Trial 48 finished with value: 0.8658256880733946 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6335029754226661, 'batch_size': 49, 'attention_heads': 14, 'hidden_dimension': 130, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5451274580326322, 'global_pooling': 'mean', 'learning_rate': 0.004258122869730672, 'weight_decay': 1.1257800316314651e-06, 'beta_0': 0.8709738805376926, 'beta_1': 0.991603531717605, 'epsilon': 8.112069998974796e-08, 'balanced_loss': False, 'epochs': 104, 'early_stopping_patience': 18, 'plateau_patience': 15, 'plateau_divider': 2}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 09:53:57,496] Trial 49 finished with value: 0.8428899082568807 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5300916131220519, 'batch_size': 32, 'attention_heads': 16, 'hidden_dimension': 72, 'number_of_hidden_layers': 3, 'dropout_rate': 0.41383414149363507, 'global_pooling': 'sum', 'learning_rate': 2.2335092207361408e-05, 'weight_decay': 6.271083062733009e-05, 'beta_0': 0.8174868273703865, 'beta_1': 0.9833862722093656, 'epsilon': 6.936608289165773e-05, 'balanced_loss': True, 'epochs': 156, 'early_stopping_patience': 19, 'plateau_patience': 19, 'plateau_divider': 4}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 09:58:22,151] Trial 50 finished with value: 0.8704128440366973 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.4722262843472579, 'batch_size': 151, 'attention_heads': 9, 'hidden_dimension': 84, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5687320168609645, 'global_pooling': 'max', 'learning_rate': 0.00019958670350971787, 'weight_decay': 8.653723814343016e-05, 'beta_0': 0.8944645372552081, 'beta_1': 0.988241631755082, 'epsilon': 4.0884141100878473e-08, 'balanced_loss': False, 'epochs': 182, 'early_stopping_patience': 21, 'plateau_patience': 14, 'plateau_divider': 7}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 10:03:12,783] Trial 51 finished with value: 0.8738532110091743 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6144370838196793, 'batch_size': 101, 'attention_heads': 13, 'hidden_dimension': 152, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3072990031037489, 'global_pooling': 'mean', 'learning_rate': 0.002788444712766284, 'weight_decay': 0.000676452967351565, 'beta_0': 0.8821382376170775, 'beta_1': 0.9929047748455658, 'epsilon': 4.6732130637088646e-07, 'balanced_loss': True, 'epochs': 69, 'early_stopping_patience': 22, 'plateau_patience': 14, 'plateau_divider': 3}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 10:07:53,903] Trial 52 finished with value: 0.8704128440366973 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6783176294132296, 'batch_size': 180, 'attention_heads': 13, 'hidden_dimension': 152, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3060680296502451, 'global_pooling': 'mean', 'learning_rate': 0.0010843246218991873, 'weight_decay': 0.0007167555297795756, 'beta_0': 0.8864865739306863, 'beta_1': 0.9923808078476581, 'epsilon': 1.107796830085454e-06, 'balanced_loss': True, 'epochs': 200, 'early_stopping_patience': 22, 'plateau_patience': 13, 'plateau_divider': 3}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 10:11:58,259] Trial 53 finished with value: 0.8727064220183486 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5922371982270342, 'batch_size': 77, 'attention_heads': 4, 'hidden_dimension': 168, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5118187792653119, 'global_pooling': 'mean', 'learning_rate': 0.003637023261982086, 'weight_decay': 0.00022223292821613568, 'beta_0': 0.8806594693014405, 'beta_1': 0.9801687936629504, 'epsilon': 1.8377365939202905e-07, 'balanced_loss': True, 'epochs': 56, 'early_stopping_patience': 23, 'plateau_patience': 15, 'plateau_divider': 2}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 10:16:43,859] Trial 54 finished with value: 0.8784403669724771 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6162827028183364, 'batch_size': 139, 'attention_heads': 12, 'hidden_dimension': 172, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3165413926403853, 'global_pooling': 'mean', 'learning_rate': 0.002045652968660464, 'weight_decay': 0.0003862651714290962, 'beta_0': 0.8616193473300319, 'beta_1': 0.9898222855048329, 'epsilon': 4.5883597681694656e-07, 'balanced_loss': True, 'epochs': 69, 'early_stopping_patience': 20, 'plateau_patience': 16, 'plateau_divider': 3}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 10:21:26,293] Trial 55 finished with value: 0.8658256880733946 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6273387111203559, 'batch_size': 165, 'attention_heads': 11, 'hidden_dimension': 181, 'number_of_hidden_layers': 1, 'dropout_rate': 0.33467181242765226, 'global_pooling': 'mean', 'learning_rate': 0.002006886083049656, 'weight_decay': 0.0003987396572846667, 'beta_0': 0.8630887191418241, 'beta_1': 0.9953128638119761, 'epsilon': 4.4009260898587335e-07, 'balanced_loss': True, 'epochs': 92, 'early_stopping_patience': 21, 'plateau_patience': 16, 'plateau_divider': 3}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 10:26:29,113] Trial 56 finished with value: 0.8738532110091743 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5551639007057902, 'batch_size': 254, 'attention_heads': 12, 'hidden_dimension': 164, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3174091925519197, 'global_pooling': 'mean', 'learning_rate': 0.0008241052625838186, 'weight_decay': 0.0007805655042625225, 'beta_0': 0.8747709441239887, 'beta_1': 0.9916066859811457, 'epsilon': 2.4365831189300356e-07, 'balanced_loss': True, 'epochs': 67, 'early_stopping_patience': 25, 'plateau_patience': 17, 'plateau_divider': 4}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 10:30:18,933] Trial 57 finished with value: 0.8658256880733946 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.7008123647032847, 'batch_size': 144, 'attention_heads': 12, 'hidden_dimension': 128, 'number_of_hidden_layers': 0, 'dropout_rate': 0.31218325809474606, 'global_pooling': 'mean', 'learning_rate': 0.0013126422886505678, 'weight_decay': 3.832848285026543e-05, 'beta_0': 0.8531068673834165, 'beta_1': 0.9953449338198597, 'epsilon': 1.766706490461535e-06, 'balanced_loss': True, 'epochs': 131, 'early_stopping_patience': 20, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 10:34:48,721] Trial 58 finished with value: 0.8635321100917431 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.658867175407466, 'batch_size': 198, 'attention_heads': 10, 'hidden_dimension': 154, 'number_of_hidden_layers': 1, 'dropout_rate': 0.345775608219584, 'global_pooling': 'mean', 'learning_rate': 0.005514953283809889, 'weight_decay': 0.000538247738311581, 'beta_0': 0.8794157382937775, 'beta_1': 0.9819296245593288, 'epsilon': 1.3347514570868133e-07, 'balanced_loss': True, 'epochs': 77, 'early_stopping_patience': 24, 'plateau_patience': 13, 'plateau_divider': 2}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 10:38:55,643] Trial 59 finished with value: 0.8543577981651376 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9029975246580153, 'batch_size': 134, 'attention_heads': 14, 'hidden_dimension': 117, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3227924909103564, 'global_pooling': 'mean', 'learning_rate': 0.00034904081158776786, 'weight_decay': 0.00030790122137801826, 'beta_0': 0.8580886642719155, 'beta_1': 0.9901062044692246, 'epsilon': 8.204878587161535e-07, 'balanced_loss': True, 'epochs': 108, 'early_stopping_patience': 18, 'plateau_patience': 25, 'plateau_divider': 3}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 10:43:25,076] Trial 60 finished with value: 0.8715596330275229 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.4289621701106131, 'batch_size': 174, 'attention_heads': 11, 'hidden_dimension': 107, 'number_of_hidden_layers': 1, 'dropout_rate': 0.35847745909296613, 'global_pooling': 'mean', 'learning_rate': 0.0006249968480965996, 'weight_decay': 0.0009973641786640427, 'beta_0': 0.8663021296194306, 'beta_1': 0.9886608977286883, 'epsilon': 1.834264289008942e-05, 'balanced_loss': True, 'epochs': 96, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 3}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 10:48:30,374] Trial 61 finished with value: 0.8715596330275229 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5636269387524897, 'batch_size': 107, 'attention_heads': 12, 'hidden_dimension': 163, 'number_of_hidden_layers': 1, 'dropout_rate': 0.32117449949386534, 'global_pooling': 'mean', 'learning_rate': 0.0007339064656523577, 'weight_decay': 0.0007678808177072241, 'beta_0': 0.8754078885708949, 'beta_1': 0.9917481418316291, 'epsilon': 2.7557153003899964e-07, 'balanced_loss': True, 'epochs': 69, 'early_stopping_patience': 25, 'plateau_patience': 17, 'plateau_divider': 4}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 10:53:43,662] Trial 62 finished with value: 0.875 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5510905274251041, 'batch_size': 242, 'attention_heads': 13, 'hidden_dimension': 170, 'number_of_hidden_layers': 1, 'dropout_rate': 0.31664768725873593, 'global_pooling': 'mean', 'learning_rate': 0.0008052218882109486, 'weight_decay': 0.0007531419062124915, 'beta_0': 0.8735349624066504, 'beta_1': 0.992618638858606, 'epsilon': 2.145183015711154e-07, 'balanced_loss': True, 'epochs': 84, 'early_stopping_patience': 25, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 10:59:05,240] Trial 63 finished with value: 0.8704128440366973 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5893857996397992, 'batch_size': 237, 'attention_heads': 15, 'hidden_dimension': 173, 'number_of_hidden_layers': 1, 'dropout_rate': 0.30166010830045314, 'global_pooling': 'mean', 'learning_rate': 0.0022177755435737303, 'weight_decay': 0.000525031104605986, 'beta_0': 0.8709916014747847, 'beta_1': 0.9928917130203276, 'epsilon': 4.46092660141979e-07, 'balanced_loss': True, 'epochs': 82, 'early_stopping_patience': 23, 'plateau_patience': 16, 'plateau_divider': 5}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 11:03:56,652] Trial 64 finished with value: 0.8704128440366973 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6182505295074773, 'batch_size': 213, 'attention_heads': 13, 'hidden_dimension': 149, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3384581636884172, 'global_pooling': 'mean', 'learning_rate': 0.0013868952579628145, 'weight_decay': 0.0003935500063725819, 'beta_0': 0.8839374859801707, 'beta_1': 0.9937200833788074, 'epsilon': 3.187122674319524e-05, 'balanced_loss': True, 'epochs': 56, 'early_stopping_patience': 24, 'plateau_patience': 15, 'plateau_divider': 3}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 11:08:23,786] Trial 65 finished with value: 0.8646788990825688 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.502987801844328, 'batch_size': 187, 'attention_heads': 14, 'hidden_dimension': 187, 'number_of_hidden_layers': 0, 'dropout_rate': 0.35003403705584546, 'global_pooling': 'mean', 'learning_rate': 0.003055738154654448, 'weight_decay': 0.000686070389919931, 'beta_0': 0.8963524340308024, 'beta_1': 0.9949383137979405, 'epsilon': 2.0796807327806784e-07, 'balanced_loss': True, 'epochs': 120, 'early_stopping_patience': 23, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 11:12:08,151] Trial 66 finished with value: 0.8738532110091743 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6434482453472974, 'batch_size': 157, 'attention_heads': 8, 'hidden_dimension': 41, 'number_of_hidden_layers': 1, 'dropout_rate': 0.32971707088150404, 'global_pooling': 'mean', 'learning_rate': 0.008019775385082112, 'weight_decay': 0.00044881189279054887, 'beta_0': 0.8886215737806387, 'beta_1': 0.99431250335242, 'epsilon': 3.547316906423007e-07, 'balanced_loss': True, 'epochs': 72, 'early_stopping_patience': 25, 'plateau_patience': 16, 'plateau_divider': 2}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 11:16:10,211] Trial 67 finished with value: 0.8600917431192661 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5315632407742701, 'batch_size': 86, 'attention_heads': 13, 'hidden_dimension': 50, 'number_of_hidden_layers': 2, 'dropout_rate': 0.46053636512883567, 'global_pooling': 'sum', 'learning_rate': 0.00037476284388507033, 'weight_decay': 0.0002396365436625027, 'beta_0': 0.8685639484652404, 'beta_1': 0.9969271459060772, 'epsilon': 4.9693602205989766e-05, 'balanced_loss': True, 'epochs': 85, 'early_stopping_patience': 16, 'plateau_patience': 12, 'plateau_divider': 4}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 11:21:14,344] Trial 68 finished with value: 0.8715596330275229 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.6088930499243584, 'batch_size': 174, 'attention_heads': 11, 'hidden_dimension': 197, 'number_of_hidden_layers': 1, 'dropout_rate': 0.47738175180203585, 'global_pooling': 'mean', 'learning_rate': 0.0008659615609070707, 'weight_decay': 4.948175836685151e-05, 'beta_0': 0.8621824262880752, 'beta_1': 0.9911557718171581, 'epsilon': 8.711353645896095e-07, 'balanced_loss': True, 'epochs': 60, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 3}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 11:26:35,752] Trial 69 finished with value: 0.8681192660550459 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5477821894488485, 'batch_size': 124, 'attention_heads': 16, 'hidden_dimension': 137, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3762686464619441, 'global_pooling': 'mean', 'learning_rate': 0.0002704209416290173, 'weight_decay': 0.00016998532978834268, 'beta_0': 0.8817154612400655, 'beta_1': 0.9875288693654142, 'epsilon': 1.4469354792883587e-06, 'balanced_loss': True, 'epochs': 90, 'early_stopping_patience': 24, 'plateau_patience': 15, 'plateau_divider': 4}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 11:30:50,852] Trial 70 finished with value: 0.8532110091743119 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5169246098109618, 'batch_size': 52, 'attention_heads': 15, 'hidden_dimension': 172, 'number_of_hidden_layers': 0, 'dropout_rate': 0.49834120971250356, 'global_pooling': 'mean', 'learning_rate': 0.012358495524491775, 'weight_decay': 0.00012290983431496744, 'beta_0': 0.8485539057274859, 'beta_1': 0.9926823030603459, 'epsilon': 7.692932329601096e-05, 'balanced_loss': True, 'epochs': 66, 'early_stopping_patience': 19, 'plateau_patience': 17, 'plateau_divider': 2}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 11:35:49,552] Trial 71 finished with value: 0.8646788990825688 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5641694665463763, 'batch_size': 243, 'attention_heads': 12, 'hidden_dimension': 163, 'number_of_hidden_layers': 1, 'dropout_rate': 0.31872441110503574, 'global_pooling': 'mean', 'learning_rate': 0.0009132068384805016, 'weight_decay': 0.0007539186808516319, 'beta_0': 0.8795055014835399, 'beta_1': 0.9915557809063823, 'epsilon': 1.1421702878364945e-07, 'balanced_loss': True, 'epochs': 68, 'early_stopping_patience': 25, 'plateau_patience': 17, 'plateau_divider': 4}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 11:40:53,655] Trial 72 finished with value: 0.8692660550458715 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5794948544184864, 'batch_size': 254, 'attention_heads': 12, 'hidden_dimension': 165, 'number_of_hidden_layers': 1, 'dropout_rate': 0.31101439776889245, 'global_pooling': 'mean', 'learning_rate': 0.0012479191530638952, 'weight_decay': 0.0008798753889267093, 'beta_0': 0.874107387226224, 'beta_1': 0.9936336188764548, 'epsilon': 2.00458511164561e-07, 'balanced_loss': True, 'epochs': 76, 'early_stopping_patience': 25, 'plateau_patience': 17, 'plateau_divider': 4}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 11:46:07,993] Trial 73 finished with value: 0.8669724770642202 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5987470672436115, 'batch_size': 256, 'attention_heads': 13, 'hidden_dimension': 179, 'number_of_hidden_layers': 1, 'dropout_rate': 0.32618829345259553, 'global_pooling': 'mean', 'learning_rate': 0.0005558873879229771, 'weight_decay': 0.0006212444488189053, 'beta_0': 0.8742614590119094, 'beta_1': 0.9901320051629049, 'epsilon': 5.37604766990079e-07, 'balanced_loss': True, 'epochs': 58, 'early_stopping_patience': 24, 'plateau_patience': 18, 'plateau_divider': 5}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 11:51:14,533] Trial 74 finished with value: 0.875 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5475514099215368, 'batch_size': 230, 'attention_heads': 12, 'hidden_dimension': 159, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4524797612004801, 'global_pooling': 'mean', 'learning_rate': 0.002149003488827596, 'weight_decay': 0.0005205141811810737, 'beta_0': 0.8866293008502136, 'beta_1': 0.9919352483462432, 'epsilon': 6.980487210889144e-08, 'balanced_loss': True, 'epochs': 72, 'early_stopping_patience': 25, 'plateau_patience': 16, 'plateau_divider': 3}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 11:57:18,826] Trial 75 finished with value: 0.8761467889908257 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.48125302767287237, 'batch_size': 247, 'attention_heads': 11, 'hidden_dimension': 147, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4365450286895466, 'global_pooling': 'mean', 'learning_rate': 0.002126009398232669, 'weight_decay': 0.0004553738555252301, 'beta_0': 0.8911982470210746, 'beta_1': 0.9921520284263269, 'epsilon': 2.830926213055176e-08, 'balanced_loss': True, 'epochs': 129, 'early_stopping_patience': 20, 'plateau_patience': 15, 'plateau_divider': 3}. Best is trial 36 with value: 0.8795871559633027.
[I 2025-02-26 12:02:35,210] Trial 76 finished with value: 0.875 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.48959051328250003, 'batch_size': 228, 'attention_heads': 11, 'hidden_dimension': 137, 'number_of_hidden_layers': 2, 'dropout_rate': 0.45848656178557073, 'global_pooling': 'mean', 'learning_rate': 0.0020513177296999957, 'weight_decay': 0.0002907772519931182, 'beta_0': 0.8907696820427433, 'beta_1': 0.98902038417245, 'epsilon': 2.3785886129206984e-08, 'balanced_loss': True, 'epochs': 138, 'early_stopping_patience': 20, 'plateau_patience': 16, 'plateau_divider': 3}. Best is trial 36 with value: 0.8795871559633027.
