[I 2025-03-22 05:43:49,479] A new study created in RDB with name: SST-2-GATv2-google-bert-bert-base-uncased-Grouped-No_Aggregation-Random_Attentions-0.0-0.0
[I 2025-03-22 05:48:15,722] Trial 0 finished with value: 0.8899082568807339 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.4319459866925097, 'batch_size': 226, 'attention_heads': 11, 'hidden_dimension': 191, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5909729556485983, 'global_pooling': 'mean', 'learning_rate': 5.415244119402538e-05, 'weight_decay': 8.179499475211674e-06, 'beta_0': 0.8510059609290175, 'beta_1': 0.9881622148267181, 'epsilon': 1.4618962793704927e-07, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 0 with value: 0.8899082568807339.
[I 2025-03-22 09:32:24,850] Trial 38 finished with value: 0.8784403669724771 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.5555693487900695, 'batch_size': 66, 'attention_heads': 15, 'hidden_dimension': 221, 'number_of_hidden_layers': 4, 'dropout_rate': 0.36217706508587416, 'global_pooling': 'sum', 'learning_rate': 6.992432714990104e-05, 'weight_decay': 6.593688669395855e-05, 'beta_0': 0.8848647947383166, 'beta_1': 0.9916654511491565, 'epsilon': 1.0667133486536354e-07, 'balanced_loss': False, 'epochs': 124, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 6}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 09:38:21,627] Trial 39 finished with value: 0.8876146788990825 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.6058504940975319, 'batch_size': 147, 'attention_heads': 4, 'hidden_dimension': 247, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4431568763455795, 'global_pooling': 'max', 'learning_rate': 2.063978744509229e-05, 'weight_decay': 2.6463024522367363e-05, 'beta_0': 0.893223453694629, 'beta_1': 0.9903259031100721, 'epsilon': 5.1505554318695785e-05, 'balanced_loss': False, 'epochs': 92, 'early_stopping_patience': 12, 'plateau_patience': 11, 'plateau_divider': 10}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 09:42:59,800] Trial 40 finished with value: 0.8979357798165137 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.41184780158709466, 'batch_size': 101, 'attention_heads': 12, 'hidden_dimension': 145, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5704071483788062, 'global_pooling': 'mean', 'learning_rate': 0.0010043685463700658, 'weight_decay': 0.00015360935634690774, 'beta_0': 0.8491308776411302, 'beta_1': 0.9801927466218292, 'epsilon': 7.949711723592105e-06, 'balanced_loss': True, 'epochs': 80, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 4}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 09:50:34,535] Trial 41 finished with value: 0.9048165137614679 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.45807856512589606, 'batch_size': 220, 'attention_heads': 12, 'hidden_dimension': 251, 'number_of_hidden_layers': 1, 'dropout_rate': 0.45749274220348185, 'global_pooling': 'max', 'learning_rate': 5.351260076029546e-05, 'weight_decay': 3.889506620275033e-05, 'beta_0': 0.8171438820985648, 'beta_1': 0.9833069861573687, 'epsilon': 3.375680226215042e-05, 'balanced_loss': False, 'epochs': 81, 'early_stopping_patience': 22, 'plateau_patience': 14, 'plateau_divider': 9}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 09:57:52,487] Trial 42 finished with value: 0.8910550458715596 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.482106497379589, 'batch_size': 210, 'attention_heads': 13, 'hidden_dimension': 243, 'number_of_hidden_layers': 1, 'dropout_rate': 0.47732577801128134, 'global_pooling': 'max', 'learning_rate': 3.9943050479288494e-05, 'weight_decay': 3.9011561838962266e-05, 'beta_0': 0.8195552571573164, 'beta_1': 0.9823897351017014, 'epsilon': 4.877514095899248e-05, 'balanced_loss': False, 'epochs': 69, 'early_stopping_patience': 22, 'plateau_patience': 15, 'plateau_divider': 8}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 10:04:11,174] Trial 43 finished with value: 0.8853211009174312 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.4420624490406276, 'batch_size': 143, 'attention_heads': 10, 'hidden_dimension': 231, 'number_of_hidden_layers': 0, 'dropout_rate': 0.462356755527216, 'global_pooling': 'max', 'learning_rate': 1.7900887347568258e-05, 'weight_decay': 8.691810132165818e-06, 'beta_0': 0.8124691691941269, 'beta_1': 0.9814738487120865, 'epsilon': 1.9387533245754643e-05, 'balanced_loss': False, 'epochs': 102, 'early_stopping_patience': 23, 'plateau_patience': 15, 'plateau_divider': 9}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 10:09:59,526] Trial 44 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5079192201155224, 'batch_size': 232, 'attention_heads': 12, 'hidden_dimension': 256, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4232759332846826, 'global_pooling': 'max', 'learning_rate': 0.00022990044766146034, 'weight_decay': 7.210807447249768e-05, 'beta_0': 0.8319528768616343, 'beta_1': 0.9840335769050667, 'epsilon': 3.4018895978715425e-06, 'balanced_loss': False, 'epochs': 78, 'early_stopping_patience': 20, 'plateau_patience': 14, 'plateau_divider': 9}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 10:16:31,523] Trial 45 finished with value: 0.9036697247706422 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.545829958995208, 'batch_size': 45, 'attention_heads': 14, 'hidden_dimension': 243, 'number_of_hidden_layers': 1, 'dropout_rate': 0.49640430380515693, 'global_pooling': 'max', 'learning_rate': 0.00011114718224724305, 'weight_decay': 0.0008148369756045082, 'beta_0': 0.8004763719794683, 'beta_1': 0.9928530738225406, 'epsilon': 1.686601529806577e-05, 'balanced_loss': False, 'epochs': 58, 'early_stopping_patience': 23, 'plateau_patience': 13, 'plateau_divider': 5}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 10:25:48,978] Trial 46 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.586802249772016, 'batch_size': 85, 'attention_heads': 13, 'hidden_dimension': 213, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4800141280159459, 'global_pooling': 'max', 'learning_rate': 1.0492594925183553e-05, 'weight_decay': 3.121793556776852e-05, 'beta_0': 0.8255125408576656, 'beta_1': 0.9965026868277617, 'epsilon': 8.944683866444806e-06, 'balanced_loss': False, 'epochs': 107, 'early_stopping_patience': 21, 'plateau_patience': 18, 'plateau_divider': 10}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 10:30:26,175] Trial 47 finished with value: 0.8967889908256881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.778048672646298, 'batch_size': 254, 'attention_heads': 9, 'hidden_dimension': 171, 'number_of_hidden_layers': 3, 'dropout_rate': 0.45805581291492625, 'global_pooling': 'mean', 'learning_rate': 0.0004355461815299055, 'weight_decay': 1.0803344220551029e-05, 'beta_0': 0.8229768248717315, 'beta_1': 0.9829214069404674, 'epsilon': 3.3188338001534626e-06, 'balanced_loss': False, 'epochs': 118, 'early_stopping_patience': 18, 'plateau_patience': 12, 'plateau_divider': 9}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 10:35:50,599] Trial 48 finished with value: 0.8658256880733946 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.47344848419850183, 'batch_size': 162, 'attention_heads': 11, 'hidden_dimension': 229, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4430936609685425, 'global_pooling': 'sum', 'learning_rate': 6.496008179833689e-05, 'weight_decay': 1.8971876477321136e-05, 'beta_0': 0.8158854208287126, 'beta_1': 0.9862066267162188, 'epsilon': 1.4759533300744436e-06, 'balanced_loss': False, 'epochs': 91, 'early_stopping_patience': 14, 'plateau_patience': 16, 'plateau_divider': 7}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 10:40:10,447] Trial 49 finished with value: 0.8841743119266054 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6728255194329229, 'batch_size': 134, 'attention_heads': 14, 'hidden_dimension': 38, 'number_of_hidden_layers': 4, 'dropout_rate': 0.40266673584067453, 'global_pooling': 'max', 'learning_rate': 0.0001971857891595285, 'weight_decay': 5.021390994065854e-05, 'beta_0': 0.8067493539399617, 'beta_1': 0.9894209807545734, 'epsilon': 7.217581435494523e-07, 'balanced_loss': False, 'epochs': 85, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 10:45:18,598] Trial 50 finished with value: 0.8899082568807339 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5127347095047767, 'batch_size': 199, 'attention_heads': 15, 'hidden_dimension': 63, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5223338907152044, 'global_pooling': 'max', 'learning_rate': 3.812814360410396e-05, 'weight_decay': 0.00011010705492511981, 'beta_0': 0.8336373311292855, 'beta_1': 0.9814294035698375, 'epsilon': 2.7208410930417145e-07, 'balanced_loss': True, 'epochs': 169, 'early_stopping_patience': 25, 'plateau_patience': 17, 'plateau_divider': 6}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 10:52:31,087] Trial 51 finished with value: 0.8944954128440367 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.44536321867931994, 'batch_size': 223, 'attention_heads': 12, 'hidden_dimension': 255, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4475377345744357, 'global_pooling': 'max', 'learning_rate': 5.561853237923133e-05, 'weight_decay': 4.535035245340836e-05, 'beta_0': 0.8149633141365124, 'beta_1': 0.9841575411320574, 'epsilon': 3.0003959374291337e-05, 'balanced_loss': False, 'epochs': 77, 'early_stopping_patience': 23, 'plateau_patience': 15, 'plateau_divider': 9}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 10:57:58,195] Trial 52 finished with value: 0.9036697247706422 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.45464546332234745, 'batch_size': 224, 'attention_heads': 11, 'hidden_dimension': 249, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4264925152346269, 'global_pooling': 'max', 'learning_rate': 0.0023186993238739776, 'weight_decay': 3.0106702947666174e-05, 'beta_0': 0.8209580482536997, 'beta_1': 0.9851101556077775, 'epsilon': 6.215953402372337e-05, 'balanced_loss': False, 'epochs': 83, 'early_stopping_patience': 22, 'plateau_patience': 15, 'plateau_divider': 10}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 11:03:52,908] Trial 53 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.42325191138636664, 'batch_size': 204, 'attention_heads': 10, 'hidden_dimension': 112, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4569057172049568, 'global_pooling': 'max', 'learning_rate': 2.5917821122475738e-05, 'weight_decay': 0.00030347108465736015, 'beta_0': 0.8072241239315122, 'beta_1': 0.98241312348373, 'epsilon': 2.6925990229425767e-05, 'balanced_loss': False, 'epochs': 69, 'early_stopping_patience': 23, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 11:09:25,497] Trial 54 finished with value: 0.8967889908256881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.48626842370702716, 'batch_size': 179, 'attention_heads': 13, 'hidden_dimension': 242, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48319735182962437, 'global_pooling': 'max', 'learning_rate': 0.004823976770623145, 'weight_decay': 9.004972569037474e-05, 'beta_0': 0.8153234630248675, 'beta_1': 0.983581918822002, 'epsilon': 3.43838401431135e-05, 'balanced_loss': False, 'epochs': 95, 'early_stopping_patience': 21, 'plateau_patience': 14, 'plateau_divider': 10}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 11:17:34,433] Trial 55 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5352266426798418, 'batch_size': 92, 'attention_heads': 12, 'hidden_dimension': 256, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4710490379270367, 'global_pooling': 'mean', 'learning_rate': 9.325856162108287e-05, 'weight_decay': 6.20401878956731e-05, 'beta_0': 0.8712918091966309, 'beta_1': 0.9910463792910104, 'epsilon': 4.563319713397209e-05, 'balanced_loss': False, 'epochs': 62, 'early_stopping_patience': 24, 'plateau_patience': 12, 'plateau_divider': 8}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 11:24:02,541] Trial 56 finished with value: 0.8715596330275229 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8826246442423151, 'batch_size': 237, 'attention_heads': 12, 'hidden_dimension': 236, 'number_of_hidden_layers': 1, 'dropout_rate': 0.43624813471019785, 'global_pooling': 'max', 'learning_rate': 1.5150488387956367e-05, 'weight_decay': 0.00013673524865657227, 'beta_0': 0.8249430713216017, 'beta_1': 0.9883745759457956, 'epsilon': 8.718061876058719e-05, 'balanced_loss': False, 'epochs': 75, 'early_stopping_patience': 22, 'plateau_patience': 14, 'plateau_divider': 9}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 11:29:18,439] Trial 57 finished with value: 0.8967889908256881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5657455132408452, 'batch_size': 64, 'attention_heads': 16, 'hidden_dimension': 161, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4964290900616722, 'global_pooling': 'max', 'learning_rate': 4.067133887742938e-05, 'weight_decay': 1.835965403242385e-05, 'beta_0': 0.8377804362018103, 'beta_1': 0.987106996150304, 'epsilon': 9.026136158877017e-08, 'balanced_loss': False, 'epochs': 54, 'early_stopping_patience': 17, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 11:34:50,135] Trial 58 finished with value: 0.823394495412844 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6322363777510024, 'batch_size': 209, 'attention_heads': 13, 'hidden_dimension': 192, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5096830927457833, 'global_pooling': 'max', 'learning_rate': 0.015350911921111246, 'weight_decay': 3.832504923197472e-05, 'beta_0': 0.8666255584950183, 'beta_1': 0.9897178154224207, 'epsilon': 1.0460440580966719e-05, 'balanced_loss': False, 'epochs': 98, 'early_stopping_patience': 19, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 11:39:27,746] Trial 59 finished with value: 0.8841743119266054 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.5016471010384658, 'batch_size': 216, 'attention_heads': 7, 'hidden_dimension': 228, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4115354415638591, 'global_pooling': 'sum', 'learning_rate': 0.0013741850683642238, 'weight_decay': 2.9269896962414876e-05, 'beta_0': 0.8197891107515995, 'beta_1': 0.9810338364725151, 'epsilon': 1.7803214086189988e-05, 'balanced_loss': False, 'epochs': 198, 'early_stopping_patience': 20, 'plateau_patience': 15, 'plateau_divider': 7}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 11:44:37,136] Trial 60 finished with value: 0.9071100917431193 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.40073225447219685, 'batch_size': 79, 'attention_heads': 14, 'hidden_dimension': 128, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5496841187015664, 'global_pooling': 'mean', 'learning_rate': 0.0006249968480965996, 'weight_decay': 2.370326511543107e-05, 'beta_0': 0.8283916300031104, 'beta_1': 0.985394597364888, 'epsilon': 4.0152312318589825e-05, 'balanced_loss': False, 'epochs': 114, 'early_stopping_patience': 25, 'plateau_patience': 24, 'plateau_divider': 10}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 11:50:01,959] Trial 61 finished with value: 0.8979357798165137 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.4037397395192589, 'batch_size': 107, 'attention_heads': 14, 'hidden_dimension': 132, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5537540488223891, 'global_pooling': 'mean', 'learning_rate': 0.0006808766844901567, 'weight_decay': 1.0306080804103383e-05, 'beta_0': 0.8113067428147244, 'beta_1': 0.9829902494565337, 'epsilon': 4.2434956956678404e-05, 'balanced_loss': False, 'epochs': 113, 'early_stopping_patience': 25, 'plateau_patience': 24, 'plateau_divider': 10}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 11:54:50,162] Trial 62 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.42730961307683, 'batch_size': 75, 'attention_heads': 15, 'hidden_dimension': 118, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5391990506393258, 'global_pooling': 'mean', 'learning_rate': 0.002932441474072898, 'weight_decay': 2.3021929629994558e-05, 'beta_0': 0.8289874491248921, 'beta_1': 0.9855899224070602, 'epsilon': 6.2969940251365e-05, 'balanced_loss': False, 'epochs': 89, 'early_stopping_patience': 24, 'plateau_patience': 23, 'plateau_divider': 10}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 11:59:25,588] Trial 63 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.4495286686732285, 'batch_size': 47, 'attention_heads': 13, 'hidden_dimension': 106, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5792819587223381, 'global_pooling': 'mean', 'learning_rate': 0.0004250147763602888, 'weight_decay': 4.2142112509136756e-05, 'beta_0': 0.859600438227215, 'beta_1': 0.9844963900433257, 'epsilon': 3.813701119906658e-05, 'balanced_loss': False, 'epochs': 108, 'early_stopping_patience': 23, 'plateau_patience': 24, 'plateau_divider': 9}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 12:04:50,059] Trial 64 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.4216702810899646, 'batch_size': 80, 'attention_heads': 11, 'hidden_dimension': 135, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4513279425635558, 'global_pooling': 'mean', 'learning_rate': 0.0003360036977431131, 'weight_decay': 1.7194721583450105e-05, 'beta_0': 0.818427837213249, 'beta_1': 0.9838243799576022, 'epsilon': 2.4150576998519233e-05, 'balanced_loss': False, 'epochs': 120, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 10}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 12:09:54,410] Trial 65 finished with value: 0.9025229357798165 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.4637149017097267, 'batch_size': 61, 'attention_heads': 14, 'hidden_dimension': 249, 'number_of_hidden_layers': 0, 'dropout_rate': 0.46366265277114166, 'global_pooling': 'mean', 'learning_rate': 0.00013595051494940522, 'weight_decay': 5.64471831883804e-05, 'beta_0': 0.8285469596465658, 'beta_1': 0.9819551371373957, 'epsilon': 1.4571311840079517e-05, 'balanced_loss': False, 'epochs': 132, 'early_stopping_patience': 22, 'plateau_patience': 21, 'plateau_divider': 9}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 12:14:52,812] Trial 66 finished with value: 0.9048165137614679 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.4705792758706214, 'batch_size': 122, 'attention_heads': 16, 'hidden_dimension': 181, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4378794036201326, 'global_pooling': 'max', 'learning_rate': 0.0007752274464889027, 'weight_decay': 8.261114779617756e-05, 'beta_0': 0.8402309884540516, 'beta_1': 0.98297209050304, 'epsilon': 4.937098643287829e-07, 'balanced_loss': True, 'epochs': 82, 'early_stopping_patience': 16, 'plateau_patience': 23, 'plateau_divider': 6}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 12:19:45,701] Trial 67 finished with value: 0.9048165137614679 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.49375419693297373, 'batch_size': 119, 'attention_heads': 16, 'hidden_dimension': 180, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4327620419532057, 'global_pooling': 'mean', 'learning_rate': 0.000836781059166213, 'weight_decay': 8.592395202514357e-05, 'beta_0': 0.8468299416865401, 'beta_1': 0.9878274398808553, 'epsilon': 5.865369587237304e-07, 'balanced_loss': True, 'epochs': 100, 'early_stopping_patience': 16, 'plateau_patience': 23, 'plateau_divider': 4}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 12:24:27,950] Trial 68 finished with value: 0.8979357798165137 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.5777632284169779, 'batch_size': 118, 'attention_heads': 16, 'hidden_dimension': 179, 'number_of_hidden_layers': 1, 'dropout_rate': 0.43444449313331346, 'global_pooling': 'mean', 'learning_rate': 0.0007579896968384708, 'weight_decay': 8.837909628714089e-05, 'beta_0': 0.8469111070717772, 'beta_1': 0.9902849943649155, 'epsilon': 4.871005980308466e-07, 'balanced_loss': True, 'epochs': 66, 'early_stopping_patience': 15, 'plateau_patience': 23, 'plateau_divider': 4}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 12:30:20,144] Trial 69 finished with value: 0.8967889908256881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6195450988849027, 'batch_size': 129, 'attention_heads': 15, 'hidden_dimension': 165, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3951259264657083, 'global_pooling': 'mean', 'learning_rate': 0.0013447591464710927, 'weight_decay': 0.00017189488689818452, 'beta_0': 0.839855209654478, 'beta_1': 0.9877031961880113, 'epsilon': 2.9042248473185996e-07, 'balanced_loss': True, 'epochs': 98, 'early_stopping_patience': 16, 'plateau_patience': 22, 'plateau_divider': 3}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 12:34:04,359] Trial 70 finished with value: 0.8887614678899083 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6558574186742032, 'batch_size': 139, 'attention_heads': 16, 'hidden_dimension': 148, 'number_of_hidden_layers': 0, 'dropout_rate': 0.41953615769783414, 'global_pooling': 'mean', 'learning_rate': 0.000483398661690127, 'weight_decay': 0.0002652913626676199, 'beta_0': 0.8527164535945873, 'beta_1': 0.9889946306030742, 'epsilon': 1.0701205925359517e-06, 'balanced_loss': True, 'epochs': 112, 'early_stopping_patience': 16, 'plateau_patience': 21, 'plateau_divider': 5}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 12:39:06,343] Trial 71 finished with value: 0.9071100917431193 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.4923051561013498, 'batch_size': 109, 'attention_heads': 15, 'hidden_dimension': 181, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4706074321300899, 'global_pooling': 'mean', 'learning_rate': 0.0010523204906540272, 'weight_decay': 8.220784714656929e-05, 'beta_0': 0.8346923412760701, 'beta_1': 0.9831242603268805, 'epsilon': 6.093682715035867e-07, 'balanced_loss': True, 'epochs': 100, 'early_stopping_patience': 14, 'plateau_patience': 23, 'plateau_divider': 6}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 12:44:02,106] Trial 72 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5201970226881202, 'batch_size': 121, 'attention_heads': 16, 'hidden_dimension': 182, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4420472005412442, 'global_pooling': 'mean', 'learning_rate': 0.0018322191697533905, 'weight_decay': 7.74144940742785e-05, 'beta_0': 0.8348546687063713, 'beta_1': 0.9847014133746472, 'epsilon': 5.280332307134887e-07, 'balanced_loss': True, 'epochs': 106, 'early_stopping_patience': 14, 'plateau_patience': 23, 'plateau_divider': 6}. Best is trial 13 with value: 0.908256880733945.
[I 2025-03-22 12:48:32,495] Trial 73 finished with value: 0.9094036697247706 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.47385449483826336, 'batch_size': 109, 'attention_heads': 15, 'hidden_dimension': 154, 'number_of_hidden_layers': 1, 'dropout_rate': 0.47549565512132275, 'global_pooling': 'mean', 'learning_rate': 0.0011711392750029207, 'weight_decay': 0.00010655731596037743, 'beta_0': 0.8460378326608043, 'beta_1': 0.9912052424769009, 'epsilon': 8.088024405306431e-07, 'balanced_loss': True, 'epochs': 92, 'early_stopping_patience': 13, 'plateau_patience': 24, 'plateau_divider': 5}. Best is trial 73 with value: 0.9094036697247706.
[I 2025-03-22 12:52:58,172] Trial 74 finished with value: 0.9002293577981652 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.4737784456722843, 'batch_size': 112, 'attention_heads': 15, 'hidden_dimension': 157, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4980431292764753, 'global_pooling': 'mean', 'learning_rate': 0.0008790703387495523, 'weight_decay': 0.00010627179781670375, 'beta_0': 0.8415474954753488, 'beta_1': 0.991041080968941, 'epsilon': 7.44891635783573e-07, 'balanced_loss': True, 'epochs': 93, 'early_stopping_patience': 13, 'plateau_patience': 24, 'plateau_divider': 4}. Best is trial 73 with value: 0.9094036697247706.
[I 2025-03-22 12:57:24,363] Trial 75 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.4980484851977438, 'batch_size': 153, 'attention_heads': 16, 'hidden_dimension': 170, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5172650027925997, 'global_pooling': 'mean', 'learning_rate': 0.000541013647033453, 'weight_decay': 0.00013425712984063928, 'beta_0': 0.8471316438577138, 'beta_1': 0.9867621767608638, 'epsilon': 1.574329335034102e-07, 'balanced_loss': True, 'epochs': 85, 'early_stopping_patience': 11, 'plateau_patience': 25, 'plateau_divider': 3}. Best is trial 73 with value: 0.9094036697247706.
[I 2025-03-22 13:02:23,387] Trial 76 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.435303563681136, 'batch_size': 108, 'attention_heads': 15, 'hidden_dimension': 150, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4832566449312322, 'global_pooling': 'mean', 'learning_rate': 0.0012293509615220568, 'weight_decay': 6.222829723775206e-05, 'beta_0': 0.8444214924765626, 'beta_1': 0.9856685890944352, 'epsilon': 1.5916236878710395e-06, 'balanced_loss': True, 'epochs': 88, 'early_stopping_patience': 15, 'plateau_patience': 22, 'plateau_divider': 5}. Best is trial 73 with value: 0.9094036697247706.
