[I 2025-02-28 10:40:08,950] Using an existing study with name 'IMDb-top_1000-GATv2-google-bert-bert-base-uncased-Surrogate-No_Aggregation-No_Ablation-1.0-0.25' instead of creating a new one.
Token indices sequence length is longer than the specified maximum sequence length for this model (1147 > 512). Running this sequence through the model will result in indexing errors
[I 2025-02-28 10:53:08,579] Trial 189 finished with value: 0.8787878787878788 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9739853761948901, 'batch_size': 17, 'attention_heads': 8, 'hidden_dimension': 114, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5171155144285239, 'global_pooling': 'sum', 'learning_rate': 0.003456778968892944, 'weight_decay': 2.5941819060819465e-06, 'beta_0': 0.8149757859942945, 'beta_1': 0.980208890739195, 'epsilon': 6.498168850873444e-06, 'balanced_loss': True, 'epochs': 90, 'early_stopping_patience': 18, 'plateau_patience': 15, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-02-28 20:41:32,441] Trial 223 finished with value: 0.8606060606060606 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9727849595356867, 'batch_size': 19, 'attention_heads': 8, 'hidden_dimension': 127, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5349483509830334, 'global_pooling': 'sum', 'learning_rate': 0.0024393926577027793, 'weight_decay': 1.9045703593426211e-06, 'beta_0': 0.811950289525361, 'beta_1': 0.9810134483394725, 'epsilon': 9.750808844182665e-06, 'balanced_loss': True, 'epochs': 96, 'early_stopping_patience': 18, 'plateau_patience': 16, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-02-28 20:57:28,498] Trial 224 finished with value: 0.8787878787878788 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9775354344245167, 'batch_size': 17, 'attention_heads': 8, 'hidden_dimension': 77, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5130655556399868, 'global_pooling': 'sum', 'learning_rate': 0.0034147788611492732, 'weight_decay': 1.4654832469227289e-06, 'beta_0': 0.8097675044407444, 'beta_1': 0.9811930821517566, 'epsilon': 1.2279795187398376e-05, 'balanced_loss': True, 'epochs': 200, 'early_stopping_patience': 19, 'plateau_patience': 15, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-02-28 21:11:40,734] Trial 225 finished with value: 0.8303030303030303 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9978228901868073, 'batch_size': 25, 'attention_heads': 8, 'hidden_dimension': 121, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3788756712891915, 'global_pooling': 'sum', 'learning_rate': 0.002183506363990326, 'weight_decay': 2.1687544336907123e-06, 'beta_0': 0.8084365008791575, 'beta_1': 0.9805723150625205, 'epsilon': 1.0345776053977764e-05, 'balanced_loss': True, 'epochs': 85, 'early_stopping_patience': 10, 'plateau_patience': 16, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
CUDA out of memory. Tried to allocate 3.29 GiB. GPU 0 has a total capacity of 44.56 GiB of which 2.40 GiB is free. Including non-PyTorch memory, this process has 42.16 GiB memory in use. Of the allocated memory 36.44 GiB is allocated by PyTorch, and 4.57 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2025-02-28 21:25:31,913] Trial 226 finished with value: -1.0 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9812279831477901, 'batch_size': 57, 'attention_heads': 10, 'hidden_dimension': 117, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5913466847109934, 'global_pooling': 'sum', 'learning_rate': 0.0018498392063056195, 'weight_decay': 2.7579825524048156e-06, 'beta_0': 0.8107767215793749, 'beta_1': 0.9814710141164602, 'epsilon': 1.917831476987094e-06, 'balanced_loss': True, 'epochs': 89, 'early_stopping_patience': 19, 'plateau_patience': 16, 'plateau_divider': 2}. Best is trial 32 with value: 0.896969696969697.
[I 2025-02-28 21:35:33,754] Trial 227 finished with value: 0.793939393939394 and parameters: {'left_stride': 32, 'right_stride': 0, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9852424651339432, 'batch_size': 47, 'attention_heads': 8, 'hidden_dimension': 54, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5187357131782034, 'global_pooling': 'max', 'learning_rate': 0.0014209944597521915, 'weight_decay': 1.6655067602736356e-06, 'beta_0': 0.8123330762334735, 'beta_1': 0.9802307513081173, 'epsilon': 2.8353535663816255e-06, 'balanced_loss': True, 'epochs': 51, 'early_stopping_patience': 11, 'plateau_patience': 17, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-02-28 21:50:44,581] Trial 228 finished with value: 0.8545454545454545 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9924295665446367, 'batch_size': 20, 'attention_heads': 9, 'hidden_dimension': 111, 'number_of_hidden_layers': 1, 'dropout_rate': 0.504985452913653, 'global_pooling': 'sum', 'learning_rate': 0.00285978906749092, 'weight_decay': 7.829078024704049e-06, 'beta_0': 0.8010716792316709, 'beta_1': 0.982742643319585, 'epsilon': 1.304275550977116e-05, 'balanced_loss': True, 'epochs': 93, 'early_stopping_patience': 18, 'plateau_patience': 11, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-02-28 22:09:07,299] Trial 229 finished with value: 0.8606060606060606 and parameters: {'left_stride': 32, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9900346461895314, 'batch_size': 24, 'attention_heads': 7, 'hidden_dimension': 152, 'number_of_hidden_layers': 1, 'dropout_rate': 0.49605833474878697, 'global_pooling': 'sum', 'learning_rate': 0.0022604778254106546, 'weight_decay': 4.280385470290154e-05, 'beta_0': 0.8271935958555615, 'beta_1': 0.9850757594210284, 'epsilon': 1.5888022033752363e-05, 'balanced_loss': True, 'epochs': 186, 'early_stopping_patience': 11, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 32 with value: 0.896969696969697.
[I 2025-02-28 22:25:21,318] Trial 230 finished with value: 0.8303030303030303 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9938970625487454, 'batch_size': 19, 'attention_heads': 10, 'hidden_dimension': 106, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5279637250681436, 'global_pooling': 'sum', 'learning_rate': 0.004804851534743638, 'weight_decay': 1.1380484729117437e-06, 'beta_0': 0.8143742490871976, 'beta_1': 0.9839830637194913, 'epsilon': 5.843724361295901e-06, 'balanced_loss': True, 'epochs': 100, 'early_stopping_patience': 17, 'plateau_patience': 16, 'plateau_divider': 6}. Best is trial 32 with value: 0.896969696969697.
[I 2025-02-28 22:44:42,680] Trial 231 finished with value: 0.8666666666666667 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9738385682806133, 'batch_size': 26, 'attention_heads': 8, 'hidden_dimension': 125, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5148903761552965, 'global_pooling': 'sum', 'learning_rate': 0.0010020068035866418, 'weight_decay': 1.3605398635495463e-06, 'beta_0': 0.851903885360799, 'beta_1': 0.980825532464375, 'epsilon': 1.843246089842531e-05, 'balanced_loss': True, 'epochs': 197, 'early_stopping_patience': 12, 'plateau_patience': 15, 'plateau_divider': 5}. Best is trial 32 with value: 0.896969696969697.
[I 2025-02-28 22:57:34,065] Trial 232 finished with value: 0.8606060606060606 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9737203623603019, 'batch_size': 17, 'attention_heads': 8, 'hidden_dimension': 114, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5208573126256855, 'global_pooling': 'sum', 'learning_rate': 0.003641789075740456, 'weight_decay': 2.695342980445146e-06, 'beta_0': 0.8157417878081593, 'beta_1': 0.9801303749700987, 'epsilon': 7.011596132416443e-06, 'balanced_loss': True, 'epochs': 90, 'early_stopping_patience': 18, 'plateau_patience': 14, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-02-28 23:09:46,872] Trial 233 finished with value: 0.8363636363636363 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9747799982861323, 'batch_size': 17, 'attention_heads': 8, 'hidden_dimension': 119, 'number_of_hidden_layers': 1, 'dropout_rate': 0.515849750443157, 'global_pooling': 'sum', 'learning_rate': 0.0031187577959488127, 'weight_decay': 2.440697826616462e-06, 'beta_0': 0.8177586747198062, 'beta_1': 0.9804017120489608, 'epsilon': 6.088310932713013e-06, 'balanced_loss': True, 'epochs': 86, 'early_stopping_patience': 18, 'plateau_patience': 15, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-02-28 23:27:04,841] Trial 234 finished with value: 0.8727272727272727 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9774231645410605, 'batch_size': 18, 'attention_heads': 8, 'hidden_dimension': 113, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5083304423128181, 'global_pooling': 'sum', 'learning_rate': 0.0038978512685665778, 'weight_decay': 2.1046783133036786e-06, 'beta_0': 0.8135845431149321, 'beta_1': 0.9800132775458553, 'epsilon': 8.026228547748866e-06, 'balanced_loss': True, 'epochs': 95, 'early_stopping_patience': 18, 'plateau_patience': 16, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-02-28 23:41:02,236] Trial 235 finished with value: 0.8424242424242424 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9714279881504144, 'batch_size': 16, 'attention_heads': 8, 'hidden_dimension': 157, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5242511421646976, 'global_pooling': 'sum', 'learning_rate': 0.002605564575928251, 'weight_decay': 1.789156243824564e-06, 'beta_0': 0.807636936130913, 'beta_1': 0.9807237680102586, 'epsilon': 4.6426000560206325e-06, 'balanced_loss': True, 'epochs': 91, 'early_stopping_patience': 20, 'plateau_patience': 10, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-02-28 23:52:19,379] Trial 236 finished with value: 0.8303030303030303 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9792882800469266, 'batch_size': 18, 'attention_heads': 8, 'hidden_dimension': 103, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5017552810311212, 'global_pooling': 'sum', 'learning_rate': 0.005123234510802028, 'weight_decay': 2.3137140183500052e-06, 'beta_0': 0.815129611771696, 'beta_1': 0.9813128321188044, 'epsilon': 3.375135766442427e-06, 'balanced_loss': True, 'epochs': 87, 'early_stopping_patience': 18, 'plateau_patience': 15, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 00:02:29,747] Trial 237 finished with value: 0.8484848484848485 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.9827018160273797, 'batch_size': 19, 'attention_heads': 6, 'hidden_dimension': 39, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48590833348000084, 'global_pooling': 'sum', 'learning_rate': 0.0016801736140893966, 'weight_decay': 1.6021351027898078e-06, 'beta_0': 0.810792110854515, 'beta_1': 0.9805220042470948, 'epsilon': 1.1248023853414252e-05, 'balanced_loss': True, 'epochs': 90, 'early_stopping_patience': 19, 'plateau_patience': 22, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 00:16:45,945] Trial 238 finished with value: 0.8606060606060606 and parameters: {'left_stride': 32, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9957071193138524, 'batch_size': 17, 'attention_heads': 8, 'hidden_dimension': 131, 'number_of_hidden_layers': 1, 'dropout_rate': 0.594986656867273, 'global_pooling': 'sum', 'learning_rate': 0.001233664309237905, 'weight_decay': 2.639105053972678e-06, 'beta_0': 0.8131842139277963, 'beta_1': 0.9816245011223331, 'epsilon': 7.745275127183785e-05, 'balanced_loss': True, 'epochs': 97, 'early_stopping_patience': 21, 'plateau_patience': 23, 'plateau_divider': 8}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 00:32:08,779] Trial 239 finished with value: 0.8484848484848485 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9762266968249489, 'batch_size': 20, 'attention_heads': 7, 'hidden_dimension': 121, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4916618214347014, 'global_pooling': 'sum', 'learning_rate': 0.00030961501294102256, 'weight_decay': 1.9457842874318732e-06, 'beta_0': 0.8995596004520535, 'beta_1': 0.9811795005693766, 'epsilon': 8.45457096064758e-06, 'balanced_loss': True, 'epochs': 82, 'early_stopping_patience': 10, 'plateau_patience': 16, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 00:50:30,328] Trial 240 finished with value: 0.8 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9856135247406295, 'batch_size': 22, 'attention_heads': 13, 'hidden_dimension': 166, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5079091186158997, 'global_pooling': 'sum', 'learning_rate': 0.0032620146667146715, 'weight_decay': 3.1786225798171257e-06, 'beta_0': 0.810019934933366, 'beta_1': 0.9833765988467696, 'epsilon': 2.377896440832338e-06, 'balanced_loss': False, 'epochs': 191, 'early_stopping_patience': 12, 'plateau_patience': 17, 'plateau_divider': 5}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 01:06:26,625] Trial 241 finished with value: 0.8606060606060606 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9809727683625662, 'batch_size': 16, 'attention_heads': 7, 'hidden_dimension': 90, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5854123461953522, 'global_pooling': 'sum', 'learning_rate': 0.002401538790607826, 'weight_decay': 1.840705001264991e-06, 'beta_0': 0.8192579691924814, 'beta_1': 0.9822601742610578, 'epsilon': 1.0302651496267784e-05, 'balanced_loss': True, 'epochs': 93, 'early_stopping_patience': 17, 'plateau_patience': 16, 'plateau_divider': 10}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 01:21:15,564] Trial 242 finished with value: 0.8303030303030303 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.977731688480307, 'batch_size': 16, 'attention_heads': 8, 'hidden_dimension': 40, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5106150155289886, 'global_pooling': 'sum', 'learning_rate': 0.005503353612919225, 'weight_decay': 2.625115948035206e-05, 'beta_0': 0.8675902313872077, 'beta_1': 0.9806188233088664, 'epsilon': 8.691897055617626e-06, 'balanced_loss': True, 'epochs': 89, 'early_stopping_patience': 19, 'plateau_patience': 16, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 01:35:57,279] Trial 243 finished with value: 0.8363636363636363 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9749908420918438, 'batch_size': 17, 'attention_heads': 8, 'hidden_dimension': 42, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5182409654790946, 'global_pooling': 'sum', 'learning_rate': 0.00787325504755738, 'weight_decay': 4.385532112410397e-06, 'beta_0': 0.8141989933935871, 'beta_1': 0.9803572582052851, 'epsilon': 7.745615394626904e-06, 'balanced_loss': True, 'epochs': 87, 'early_stopping_patience': 18, 'plateau_patience': 24, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 01:51:00,780] Trial 244 finished with value: 0.8484848484848485 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.978718874328358, 'batch_size': 18, 'attention_heads': 9, 'hidden_dimension': 55, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4996742675692636, 'global_pooling': 'sum', 'learning_rate': 0.006734928632010561, 'weight_decay': 0.00022567650377805263, 'beta_0': 0.8163273967458702, 'beta_1': 0.9806909706381767, 'epsilon': 6.823947306238849e-06, 'balanced_loss': True, 'epochs': 84, 'early_stopping_patience': 19, 'plateau_patience': 14, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 02:07:29,179] Trial 245 finished with value: 0.8545454545454545 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9729802179765038, 'batch_size': 16, 'attention_heads': 8, 'hidden_dimension': 116, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5104618897105679, 'global_pooling': 'sum', 'learning_rate': 0.004236965213518145, 'weight_decay': 5.627577673286051e-06, 'beta_0': 0.8111996090745538, 'beta_1': 0.9809895149050255, 'epsilon': 1.2542874971432982e-05, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 20, 'plateau_patience': 16, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 02:24:10,682] Trial 246 finished with value: 0.8666666666666667 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9769006389998454, 'batch_size': 24, 'attention_heads': 8, 'hidden_dimension': 48, 'number_of_hidden_layers': 2, 'dropout_rate': 0.51619565672961, 'global_pooling': 'sum', 'learning_rate': 0.005813953264363282, 'weight_decay': 2.151517646588682e-06, 'beta_0': 0.8131526441709229, 'beta_1': 0.984594179143036, 'epsilon': 3.7200965620537843e-06, 'balanced_loss': True, 'epochs': 91, 'early_stopping_patience': 18, 'plateau_patience': 17, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 02:40:26,550] Trial 247 finished with value: 0.8787878787878788 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9697987426512655, 'batch_size': 18, 'attention_heads': 8, 'hidden_dimension': 45, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5043732569693993, 'global_pooling': 'sum', 'learning_rate': 0.0018930371095580512, 'weight_decay': 1.580442426945276e-06, 'beta_0': 0.8489553384945071, 'beta_1': 0.9802533940328197, 'epsilon': 1.0838646940284021e-05, 'balanced_loss': True, 'epochs': 56, 'early_stopping_patience': 20, 'plateau_patience': 13, 'plateau_divider': 5}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 02:55:04,232] Trial 248 finished with value: 0.806060606060606 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9872877918530887, 'batch_size': 19, 'attention_heads': 6, 'hidden_dimension': 109, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5459182599260581, 'global_pooling': 'max', 'learning_rate': 0.000247115173271576, 'weight_decay': 2.590626913268397e-06, 'beta_0': 0.808348770075192, 'beta_1': 0.9813676610532215, 'epsilon': 1.3710706213934402e-05, 'balanced_loss': True, 'epochs': 88, 'early_stopping_patience': 19, 'plateau_patience': 16, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 03:09:12,667] Trial 249 finished with value: 0.8363636363636363 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9985277198490564, 'batch_size': 25, 'attention_heads': 5, 'hidden_dimension': 128, 'number_of_hidden_layers': 1, 'dropout_rate': 0.532886974000358, 'global_pooling': 'sum', 'learning_rate': 0.0014782333189151675, 'weight_decay': 1.4883202326599449e-06, 'beta_0': 0.8064915695711765, 'beta_1': 0.9809026290803325, 'epsilon': 9.028361346506291e-06, 'balanced_loss': True, 'epochs': 194, 'early_stopping_patience': 22, 'plateau_patience': 21, 'plateau_divider': 8}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 03:24:13,965] Trial 250 finished with value: 0.8727272727272727 and parameters: {'left_stride': 32, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9839880357666094, 'batch_size': 17, 'attention_heads': 8, 'hidden_dimension': 124, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5235386046955072, 'global_pooling': 'sum', 'learning_rate': 0.0033717983188718877, 'weight_decay': 1.9943434890682605e-06, 'beta_0': 0.8125013018188045, 'beta_1': 0.980046444264143, 'epsilon': 2.1357452227139907e-05, 'balanced_loss': True, 'epochs': 97, 'early_stopping_patience': 21, 'plateau_patience': 16, 'plateau_divider': 6}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 03:40:51,840] Trial 251 finished with value: 0.8606060606060606 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9759958356643654, 'batch_size': 26, 'attention_heads': 7, 'hidden_dimension': 65, 'number_of_hidden_layers': 2, 'dropout_rate': 0.49531150960821846, 'global_pooling': 'sum', 'learning_rate': 0.002106562246164466, 'weight_decay': 1.3727070436459181e-06, 'beta_0': 0.81549626584804, 'beta_1': 0.9829941115674028, 'epsilon': 5.018632694217506e-06, 'balanced_loss': True, 'epochs': 152, 'early_stopping_patience': 20, 'plateau_patience': 22, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 03:54:09,658] Trial 252 finished with value: 0.8848484848484849 and parameters: {'left_stride': 32, 'right_stride': 128, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9804625215906194, 'batch_size': 20, 'attention_heads': 9, 'hidden_dimension': 119, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5931469768780988, 'global_pooling': 'sum', 'learning_rate': 0.0011121402503481816, 'weight_decay': 1.7434741772651992e-06, 'beta_0': 0.8947772966949517, 'beta_1': 0.9817542636295207, 'epsilon': 6.423585811416087e-06, 'balanced_loss': True, 'epochs': 197, 'early_stopping_patience': 11, 'plateau_patience': 15, 'plateau_divider': 4}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 04:07:11,412] Trial 253 finished with value: 0.8484848484848485 and parameters: {'left_stride': 32, 'right_stride': 128, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9814302997360032, 'batch_size': 21, 'attention_heads': 9, 'hidden_dimension': 118, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5884423932680082, 'global_pooling': 'sum', 'learning_rate': 0.0010260213086791376, 'weight_decay': 1.7365001458201735e-06, 'beta_0': 0.8934600560760919, 'beta_1': 0.9876829580568849, 'epsilon': 5.981179595646682e-06, 'balanced_loss': True, 'epochs': 198, 'early_stopping_patience': 11, 'plateau_patience': 15, 'plateau_divider': 3}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 04:19:52,424] Trial 254 finished with value: 0.8545454545454545 and parameters: {'left_stride': 128, 'right_stride': 128, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9888822817201312, 'batch_size': 20, 'attention_heads': 10, 'hidden_dimension': 113, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5999611472691073, 'global_pooling': 'sum', 'learning_rate': 0.0012289582438061609, 'weight_decay': 1.2147298116388685e-06, 'beta_0': 0.8951511528568291, 'beta_1': 0.9818943026547994, 'epsilon': 2.951182434264532e-06, 'balanced_loss': True, 'epochs': 200, 'early_stopping_patience': 11, 'plateau_patience': 15, 'plateau_divider': 4}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 04:32:05,645] Trial 255 finished with value: 0.8363636363636363 and parameters: {'left_stride': 32, 'right_stride': 128, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9912422142678932, 'batch_size': 23, 'attention_heads': 10, 'hidden_dimension': 187, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5931042183812691, 'global_pooling': 'sum', 'learning_rate': 0.0008883045227183378, 'weight_decay': 0.0005456174206664692, 'beta_0': 0.8033771802462086, 'beta_1': 0.9819348068158766, 'epsilon': 8.03687059495621e-05, 'balanced_loss': True, 'epochs': 196, 'early_stopping_patience': 12, 'plateau_patience': 14, 'plateau_divider': 4}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 04:43:46,416] Trial 256 finished with value: 0.8727272727272727 and parameters: {'left_stride': 32, 'right_stride': 128, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9960181618023882, 'batch_size': 21, 'attention_heads': 9, 'hidden_dimension': 229, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5844583995345359, 'global_pooling': 'sum', 'learning_rate': 0.0015481593735078949, 'weight_decay': 9.507928651369945e-06, 'beta_0': 0.8086876664754532, 'beta_1': 0.9825114731907596, 'epsilon': 1.5901068388401667e-05, 'balanced_loss': True, 'epochs': 104, 'early_stopping_patience': 11, 'plateau_patience': 15, 'plateau_divider': 5}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 04:59:16,982] Trial 257 finished with value: 0.8424242424242424 and parameters: {'left_stride': 256, 'right_stride': 128, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9833974601944493, 'batch_size': 19, 'attention_heads': 7, 'hidden_dimension': 122, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5800388667494185, 'global_pooling': 'sum', 'learning_rate': 0.0007456673062716569, 'weight_decay': 0.0003646648223309074, 'beta_0': 0.8512429166748353, 'beta_1': 0.9813986362914321, 'epsilon': 2.198475934119813e-06, 'balanced_loss': True, 'epochs': 193, 'early_stopping_patience': 11, 'plateau_patience': 15, 'plateau_divider': 3}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 05:11:48,027] Trial 258 finished with value: 0.8484848484848485 and parameters: {'left_stride': 32, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.979776983850573, 'batch_size': 20, 'attention_heads': 9, 'hidden_dimension': 107, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5929750850000437, 'global_pooling': 'sum', 'learning_rate': 0.0011688317656481258, 'weight_decay': 2.1979368333184537e-06, 'beta_0': 0.8976534758712591, 'beta_1': 0.986313135821359, 'epsilon': 9.913070264013052e-05, 'balanced_loss': True, 'epochs': 197, 'early_stopping_patience': 10, 'plateau_patience': 18, 'plateau_divider': 5}. Best is trial 32 with value: 0.896969696969697.
