[I 2024-11-14 09:31:17,720] Using an existing study with name 'Ohsumed-GAT-google-bert-bert-base-uncased-Grouped-No_Aggregation' instead of creating a new one.
Token indices sequence length is longer than the specified maximum sequence length for this model (611 > 512). Running this sequence through the model will result in indexing errors
[I 2024-11-14 09:43:46,846] Trial 121 finished with value: 0.6227536064496653 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.865781382665641, 'batch_size': 103, 'attention_heads': 16, 'hidden_dimension': 86, 'number_of_hidden_layers': 2, 'dropout_rate': 0.300471719839746, 'global_pooling': 'max', 'learning_rate': 0.0003757113979073648, 'weight_decay': 0.0002949934920345032, 'beta_0': 0.8751180209543867, 'beta_1': 0.989110490436202, 'epsilon': 6.762308168950641e-07, 'balanced_loss': False, 'epochs': 93, 'early_stopping_patience': 19, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 114 with value: 0.6435809112265517.
[I 2024-11-14 16:34:14,297] Trial 156 finished with value: 0.6241327678852936 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8670168503484096, 'batch_size': 94, 'attention_heads': 11, 'hidden_dimension': 80, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3212451905951837, 'global_pooling': 'max', 'learning_rate': 0.00041056750345045757, 'weight_decay': 0.0006534911615794993, 'beta_0': 0.884460216757516, 'beta_1': 0.9880807523023328, 'epsilon': 4.728723754353983e-07, 'balanced_loss': False, 'epochs': 96, 'early_stopping_patience': 23, 'plateau_patience': 20, 'plateau_divider': 3}. Best is trial 114 with value: 0.6435809112265517.
[I 2024-11-14 16:45:38,150] Trial 157 finished with value: 0.6058169159051345 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8664260886373834, 'batch_size': 95, 'attention_heads': 11, 'hidden_dimension': 79, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3229620930685308, 'global_pooling': 'max', 'learning_rate': 0.00042627608305697515, 'weight_decay': 0.0009596013551743187, 'beta_0': 0.8847419520947697, 'beta_1': 0.9878933890113818, 'epsilon': 5.674425516648308e-07, 'balanced_loss': False, 'epochs': 101, 'early_stopping_patience': 23, 'plateau_patience': 20, 'plateau_divider': 3}. Best is trial 114 with value: 0.6435809112265517.
[I 2024-11-14 16:56:54,094] Trial 158 finished with value: 0.6138275680076679 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8539499455141866, 'batch_size': 100, 'attention_heads': 12, 'hidden_dimension': 70, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3159587388050161, 'global_pooling': 'max', 'learning_rate': 0.0005416039272637965, 'weight_decay': 0.0006315565532919855, 'beta_0': 0.8702832029062567, 'beta_1': 0.988404626021843, 'epsilon': 7.522086742751094e-07, 'balanced_loss': False, 'epochs': 96, 'early_stopping_patience': 23, 'plateau_patience': 21, 'plateau_divider': 3}. Best is trial 114 with value: 0.6435809112265517.
[I 2024-11-14 17:08:38,258] Trial 159 finished with value: 0.5807424751226132 and parameters: {'left_stride': 256, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8600812655245716, 'batch_size': 94, 'attention_heads': 10, 'hidden_dimension': 66, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3069016289749661, 'global_pooling': 'max', 'learning_rate': 0.00018027911157682342, 'weight_decay': 0.0007013059533112958, 'beta_0': 0.8905518218301598, 'beta_1': 0.9891339435604477, 'epsilon': 4.430150898508628e-07, 'balanced_loss': False, 'epochs': 107, 'early_stopping_patience': 23, 'plateau_patience': 20, 'plateau_divider': 4}. Best is trial 114 with value: 0.6435809112265517.
CUDA out of memory. Tried to allocate 2.71 GiB. GPU 0 has a total capacity of 44.56 GiB of which 1.75 GiB is free. Including non-PyTorch memory, this process has 42.80 GiB memory in use. Of the allocated memory 40.04 GiB is allocated by PyTorch, and 1.61 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-11-14 17:17:10,218] Trial 160 finished with value: -1.0 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8468308155082127, 'batch_size': 112, 'attention_heads': 11, 'hidden_dimension': 173, 'number_of_hidden_layers': 2, 'dropout_rate': 0.34807195328694185, 'global_pooling': 'max', 'learning_rate': 0.0007900808600924023, 'weight_decay': 0.0004464331710280656, 'beta_0': 0.8874712048909301, 'beta_1': 0.9899007348613947, 'epsilon': 1.1515221690561114e-06, 'balanced_loss': False, 'epochs': 113, 'early_stopping_patience': 22, 'plateau_patience': 21, 'plateau_divider': 3}. Best is trial 114 with value: 0.6435809112265517.
[I 2024-11-14 17:30:34,557] Trial 161 finished with value: 0.5963789047083834 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8412006155430849, 'batch_size': 98, 'attention_heads': 11, 'hidden_dimension': 85, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3416478724663852, 'global_pooling': 'max', 'learning_rate': 0.0002622583622657993, 'weight_decay': 0.0005702054579007381, 'beta_0': 0.8770894256451747, 'beta_1': 0.987307946603991, 'epsilon': 5.742759950288508e-07, 'balanced_loss': False, 'epochs': 104, 'early_stopping_patience': 22, 'plateau_patience': 20, 'plateau_divider': 3}. Best is trial 114 with value: 0.6435809112265517.
[I 2024-11-14 17:42:32,339] Trial 162 finished with value: 0.6007244375010474 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8575981392068691, 'batch_size': 106, 'attention_heads': 12, 'hidden_dimension': 75, 'number_of_hidden_layers': 2, 'dropout_rate': 0.32687069722901724, 'global_pooling': 'max', 'learning_rate': 0.00032169705000456697, 'weight_decay': 0.00029888863174519297, 'beta_0': 0.8801754319706814, 'beta_1': 0.9882038208369106, 'epsilon': 7.144735891138249e-07, 'balanced_loss': False, 'epochs': 97, 'early_stopping_patience': 23, 'plateau_patience': 20, 'plateau_divider': 3}. Best is trial 114 with value: 0.6435809112265517.
[I 2024-11-14 17:53:35,788] Trial 163 finished with value: 0.585763339819338 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8675100965829555, 'batch_size': 92, 'attention_heads': 9, 'hidden_dimension': 82, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3205008582677947, 'global_pooling': 'max', 'learning_rate': 0.0004536302693544836, 'weight_decay': 0.0007687588322478167, 'beta_0': 0.8733905998114586, 'beta_1': 0.9907846968396834, 'epsilon': 9.493076377345796e-07, 'balanced_loss': False, 'epochs': 87, 'early_stopping_patience': 20, 'plateau_patience': 22, 'plateau_divider': 2}. Best is trial 114 with value: 0.6435809112265517.
[I 2024-11-14 18:05:08,464] Trial 164 finished with value: 0.6189380974249115 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.852894199647998, 'batch_size': 100, 'attention_heads': 10, 'hidden_dimension': 97, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3124344429899963, 'global_pooling': 'max', 'learning_rate': 0.0005383239394948871, 'weight_decay': 0.00035848985950957243, 'beta_0': 0.8839342012789567, 'beta_1': 0.9886455576492595, 'epsilon': 4.748333028099938e-07, 'balanced_loss': False, 'epochs': 119, 'early_stopping_patience': 22, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 114 with value: 0.6435809112265517.
[I 2024-11-14 18:16:39,198] Trial 165 finished with value: 0.6213887821327861 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8497816422930459, 'batch_size': 97, 'attention_heads': 10, 'hidden_dimension': 96, 'number_of_hidden_layers': 2, 'dropout_rate': 0.31297770870879843, 'global_pooling': 'max', 'learning_rate': 0.0005648409606923766, 'weight_decay': 0.0003707703186917118, 'beta_0': 0.8830275073660305, 'beta_1': 0.9886706612712808, 'epsilon': 4.5787330789943204e-07, 'balanced_loss': False, 'epochs': 121, 'early_stopping_patience': 22, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 114 with value: 0.6435809112265517.
[I 2024-11-14 18:28:29,769] Trial 166 finished with value: 0.6087075065507904 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8479735614207179, 'batch_size': 103, 'attention_heads': 10, 'hidden_dimension': 86, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3341985531213459, 'global_pooling': 'max', 'learning_rate': 0.00038951728483338277, 'weight_decay': 0.00047331219347172414, 'beta_0': 0.8780754917022764, 'beta_1': 0.9878076487692378, 'epsilon': 3.58099466752405e-07, 'balanced_loss': False, 'epochs': 115, 'early_stopping_patience': 21, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 114 with value: 0.6435809112265517.
[I 2024-11-14 18:39:23,787] Trial 167 finished with value: 0.6024867714140946 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8605821392473152, 'batch_size': 70, 'attention_heads': 11, 'hidden_dimension': 80, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3078004257938587, 'global_pooling': 'max', 'learning_rate': 0.0006136068778025763, 'weight_decay': 0.00038777296267213633, 'beta_0': 0.8810642534980866, 'beta_1': 0.9894872225210678, 'epsilon': 6.14094809856731e-07, 'balanced_loss': False, 'epochs': 100, 'early_stopping_patience': 21, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 114 with value: 0.6435809112265517.
[I 2024-11-14 18:52:39,607] Trial 168 finished with value: 0.6586627478320549 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.850454326437824, 'batch_size': 98, 'attention_heads': 15, 'hidden_dimension': 105, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3187243687948409, 'global_pooling': 'max', 'learning_rate': 0.0003261931463139212, 'weight_decay': 0.00031523188305267543, 'beta_0': 0.8756384651100586, 'beta_1': 0.9889016556816637, 'epsilon': 4.778184512109162e-07, 'balanced_loss': False, 'epochs': 126, 'early_stopping_patience': 22, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 168 with value: 0.6586627478320549.
[I 2024-11-14 19:05:40,708] Trial 169 finished with value: 0.6046306295677162 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8441143556522845, 'batch_size': 94, 'attention_heads': 14, 'hidden_dimension': 102, 'number_of_hidden_layers': 2, 'dropout_rate': 0.31935157255072555, 'global_pooling': 'max', 'learning_rate': 0.000984862933571271, 'weight_decay': 0.0002985399160449184, 'beta_0': 0.8759077828287796, 'beta_1': 0.9892186191746127, 'epsilon': 4.5803982814422494e-07, 'balanced_loss': False, 'epochs': 134, 'early_stopping_patience': 23, 'plateau_patience': 21, 'plateau_divider': 3}. Best is trial 168 with value: 0.6586627478320549.
[I 2024-11-14 19:19:24,801] Trial 170 finished with value: 0.6265918517797836 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8340445528798558, 'batch_size': 97, 'attention_heads': 15, 'hidden_dimension': 95, 'number_of_hidden_layers': 2, 'dropout_rate': 0.32983006753643757, 'global_pooling': 'max', 'learning_rate': 0.00045218961359229506, 'weight_decay': 0.0006406235548522721, 'beta_0': 0.8722382181943761, 'beta_1': 0.9887633666829164, 'epsilon': 3.785155919872808e-07, 'balanced_loss': False, 'epochs': 127, 'early_stopping_patience': 22, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 168 with value: 0.6586627478320549.
[I 2024-11-14 19:31:33,059] Trial 171 finished with value: 0.6371278233720491 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8328560588602506, 'batch_size': 97, 'attention_heads': 9, 'hidden_dimension': 114, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3364519258530231, 'global_pooling': 'max', 'learning_rate': 0.00048216689420901436, 'weight_decay': 0.0006870082523900746, 'beta_0': 0.8679265022018299, 'beta_1': 0.9888184577496681, 'epsilon': 2.2374609588422696e-07, 'balanced_loss': False, 'epochs': 126, 'early_stopping_patience': 22, 'plateau_patience': 22, 'plateau_divider': 2}. Best is trial 168 with value: 0.6586627478320549.
[I 2024-11-14 19:42:41,835] Trial 172 finished with value: 0.5453578966407768 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.8333706449155293, 'batch_size': 91, 'attention_heads': 9, 'hidden_dimension': 111, 'number_of_hidden_layers': 2, 'dropout_rate': 0.33625191598412535, 'global_pooling': 'max', 'learning_rate': 0.0006648665587503685, 'weight_decay': 0.0008878618536431619, 'beta_0': 0.8710693824265365, 'beta_1': 0.9882269416675684, 'epsilon': 3.704779710559512e-07, 'balanced_loss': False, 'epochs': 123, 'early_stopping_patience': 22, 'plateau_patience': 22, 'plateau_divider': 2}. Best is trial 168 with value: 0.6586627478320549.
CUDA out of memory. Tried to allocate 2.40 GiB. GPU 0 has a total capacity of 44.56 GiB of which 2.28 GiB is free. Including non-PyTorch memory, this process has 42.28 GiB memory in use. Of the allocated memory 39.39 GiB is allocated by PyTorch, and 1.73 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-11-14 19:54:14,553] Trial 173 finished with value: -1.0 and parameters: {'left_stride': 128, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8240661821190167, 'batch_size': 97, 'attention_heads': 15, 'hidden_dimension': 106, 'number_of_hidden_layers': 2, 'dropout_rate': 0.345418965660638, 'global_pooling': 'max', 'learning_rate': 0.00042372043036705134, 'weight_decay': 0.0006924851440301428, 'beta_0': 0.8670043575299243, 'beta_1': 0.9886211256651847, 'epsilon': 2.0675685117439674e-07, 'balanced_loss': False, 'epochs': 127, 'early_stopping_patience': 22, 'plateau_patience': 22, 'plateau_divider': 2}. Best is trial 168 with value: 0.6586627478320549.
[I 2024-11-14 20:05:51,527] Trial 174 finished with value: 0.6024466792605577 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8356753694206285, 'batch_size': 100, 'attention_heads': 9, 'hidden_dimension': 100, 'number_of_hidden_layers': 2, 'dropout_rate': 0.33037355082872166, 'global_pooling': 'max', 'learning_rate': 0.0007777489686342315, 'weight_decay': 0.0005301259411338516, 'beta_0': 0.8747897361448095, 'beta_1': 0.9896549924389373, 'epsilon': 2.463248278401552e-07, 'balanced_loss': False, 'epochs': 125, 'early_stopping_patience': 22, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 168 with value: 0.6586627478320549.
[I 2024-11-14 20:18:46,218] Trial 175 finished with value: 0.6333141082465845 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8290177977973004, 'batch_size': 96, 'attention_heads': 14, 'hidden_dimension': 95, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3143115774349607, 'global_pooling': 'max', 'learning_rate': 0.0005025676288107538, 'weight_decay': 0.0004191410118483518, 'beta_0': 0.8627652431412247, 'beta_1': 0.9889468393621247, 'epsilon': 5.126027416791882e-07, 'balanced_loss': False, 'epochs': 130, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 168 with value: 0.6586627478320549.
[I 2024-11-14 20:32:04,291] Trial 176 finished with value: 0.6065912448937593 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8312746819104777, 'batch_size': 97, 'attention_heads': 14, 'hidden_dimension': 95, 'number_of_hidden_layers': 2, 'dropout_rate': 0.34012954365951314, 'global_pooling': 'max', 'learning_rate': 0.000559576832979505, 'weight_decay': 0.0004286358213607716, 'beta_0': 0.8686067942686136, 'beta_1': 0.9888951104668322, 'epsilon': 5.117247361422732e-07, 'balanced_loss': False, 'epochs': 131, 'early_stopping_patience': 22, 'plateau_patience': 23, 'plateau_divider': 2}. Best is trial 168 with value: 0.6586627478320549.
CUDA out of memory. Tried to allocate 2.50 GiB. GPU 0 has a total capacity of 44.56 GiB of which 2.04 GiB is free. Including non-PyTorch memory, this process has 42.51 GiB memory in use. Of the allocated memory 39.79 GiB is allocated by PyTorch, and 1.57 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-11-14 20:43:50,886] Trial 177 finished with value: -1.0 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8276565130786416, 'batch_size': 93, 'attention_heads': 15, 'hidden_dimension': 116, 'number_of_hidden_layers': 2, 'dropout_rate': 0.32234041186986606, 'global_pooling': 'max', 'learning_rate': 0.00036642668726218655, 'weight_decay': 0.0005208459540076712, 'beta_0': 0.8612081848632095, 'beta_1': 0.9880545856364666, 'epsilon': 4.0673887701786144e-07, 'balanced_loss': False, 'epochs': 137, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 168 with value: 0.6586627478320549.
[I 2024-11-14 20:57:24,842] Trial 178 finished with value: 0.6172032891251129 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8376012361778326, 'batch_size': 89, 'attention_heads': 15, 'hidden_dimension': 105, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3142465126764021, 'global_pooling': 'max', 'learning_rate': 0.0004911717538309796, 'weight_decay': 0.0006370119559036553, 'beta_0': 0.8660040296680785, 'beta_1': 0.9884855821117912, 'epsilon': 3.4730940806018257e-07, 'balanced_loss': False, 'epochs': 129, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 168 with value: 0.6586627478320549.
[I 2024-11-14 21:10:44,202] Trial 179 finished with value: 0.5086782618196557 and parameters: {'left_stride': 0, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.829201674262564, 'batch_size': 96, 'attention_heads': 14, 'hidden_dimension': 97, 'number_of_hidden_layers': 2, 'dropout_rate': 0.33344672394826363, 'global_pooling': 'sum', 'learning_rate': 0.00040538860847789477, 'weight_decay': 0.0007765952877773085, 'beta_0': 0.8618839183371729, 'beta_1': 0.9877199256936301, 'epsilon': 2.8756105105869373e-07, 'balanced_loss': False, 'epochs': 124, 'early_stopping_patience': 22, 'plateau_patience': 22, 'plateau_divider': 2}. Best is trial 168 with value: 0.6586627478320549.
[I 2024-11-14 21:24:37,859] Trial 180 finished with value: 0.6225013715566486 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.840639424018715, 'batch_size': 99, 'attention_heads': 15, 'hidden_dimension': 90, 'number_of_hidden_layers': 2, 'dropout_rate': 0.34791107092578083, 'global_pooling': 'max', 'learning_rate': 0.00032884305064497226, 'weight_decay': 0.0003315018820605534, 'beta_0': 0.8694551249750931, 'beta_1': 0.9893455428296452, 'epsilon': 5.090150059934019e-07, 'balanced_loss': False, 'epochs': 127, 'early_stopping_patience': 23, 'plateau_patience': 18, 'plateau_divider': 2}. Best is trial 168 with value: 0.6586627478320549.
slurmstepd: error: *** JOB 13921740 ON gpu008 CANCELLED AT 2024-11-14T21:31:18 DUE TO TIME LIMIT ***
