[I 2024-12-11 09:59:57,321] Using an existing study with name 'Ohsumed-GATv2-facebook-bart-large-Grouped-No_Aggregation' instead of creating a new one.
[I 2024-12-11 10:16:38,289] Trial 187 finished with value: 0.6530250939413905 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.889576554043096, 'batch_size': 72, 'attention_heads': 10, 'hidden_dimension': 220, 'number_of_hidden_layers': 1, 'dropout_rate': 0.46920778712668065, 'global_pooling': 'mean', 'learning_rate': 0.0015051330829335514, 'weight_decay': 2.4380003254969343e-05, 'beta_0': 0.8126376435424241, 'beta_1': 0.9893900736586303, 'epsilon': 5.159667496739826e-06, 'balanced_loss': False, 'epochs': 115, 'early_stopping_patience': 25, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-11 19:49:18,391] Trial 222 finished with value: 0.6544715932872878 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8644600602608381, 'batch_size': 74, 'attention_heads': 8, 'hidden_dimension': 243, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4927521087025202, 'global_pooling': 'mean', 'learning_rate': 0.001667595072679313, 'weight_decay': 3.426372631999249e-05, 'beta_0': 0.8284362295913515, 'beta_1': 0.9883813042111949, 'epsilon': 5.692628313969433e-06, 'balanced_loss': False, 'epochs': 120, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-11 20:05:51,057] Trial 223 finished with value: 0.6522851979084754 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.873853091637721, 'batch_size': 69, 'attention_heads': 8, 'hidden_dimension': 230, 'number_of_hidden_layers': 1, 'dropout_rate': 0.585217407036906, 'global_pooling': 'mean', 'learning_rate': 0.0010957952981331361, 'weight_decay': 9.316309604969733e-05, 'beta_0': 0.8255441384088823, 'beta_1': 0.9876001146377337, 'epsilon': 8.876649528393765e-06, 'balanced_loss': False, 'epochs': 122, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 3}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-11 20:21:35,324] Trial 224 finished with value: 0.6670277995912923 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8818008014566268, 'batch_size': 77, 'attention_heads': 7, 'hidden_dimension': 240, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4768886503884696, 'global_pooling': 'mean', 'learning_rate': 0.0013211184253376592, 'weight_decay': 1.803236767635026e-06, 'beta_0': 0.8305213097157224, 'beta_1': 0.9863917811868405, 'epsilon': 6.887096215019798e-06, 'balanced_loss': False, 'epochs': 118, 'early_stopping_patience': 25, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-11 20:41:45,551] Trial 225 finished with value: 0.6695278914931543 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8819169306746509, 'batch_size': 77, 'attention_heads': 6, 'hidden_dimension': 239, 'number_of_hidden_layers': 3, 'dropout_rate': 0.47832349596792767, 'global_pooling': 'mean', 'learning_rate': 0.0012664420985935734, 'weight_decay': 1.8878137233921075e-06, 'beta_0': 0.8301364433959787, 'beta_1': 0.9864247742182318, 'epsilon': 7.155315935663874e-06, 'balanced_loss': False, 'epochs': 116, 'early_stopping_patience': 25, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
CUDA out of memory. Tried to allocate 1.32 GiB. GPU 0 has a total capacity of 44.56 GiB of which 16.69 MiB is free. Including non-PyTorch memory, this process has 44.54 GiB memory in use. Of the allocated memory 42.48 GiB is allocated by PyTorch, and 927.82 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-11 20:52:05,402] Trial 226 finished with value: -1.0 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8581211179635281, 'batch_size': 77, 'attention_heads': 6, 'hidden_dimension': 238, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4774844676716378, 'global_pooling': 'mean', 'learning_rate': 0.0009035049029418364, 'weight_decay': 2.3399657812255915e-06, 'beta_0': 0.8331126728313532, 'beta_1': 0.9864599823240087, 'epsilon': 6.913517780606255e-06, 'balanced_loss': False, 'epochs': 118, 'early_stopping_patience': 25, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-11 21:09:36,059] Trial 227 finished with value: 0.6539323755179061 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8763664564726837, 'batch_size': 75, 'attention_heads': 6, 'hidden_dimension': 241, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4671453499194078, 'global_pooling': 'mean', 'learning_rate': 0.0012501769630805148, 'weight_decay': 1.948460732301345e-06, 'beta_0': 0.8308195949464328, 'beta_1': 0.9865291101020863, 'epsilon': 7.946683313993882e-07, 'balanced_loss': False, 'epochs': 111, 'early_stopping_patience': 25, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
CUDA out of memory. Tried to allocate 2.29 GiB. GPU 0 has a total capacity of 44.56 GiB of which 1.01 GiB is free. Including non-PyTorch memory, this process has 43.54 GiB memory in use. Of the allocated memory 41.20 GiB is allocated by PyTorch, and 1.19 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-11 21:20:20,347] Trial 228 finished with value: -1.0 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8676076582031699, 'batch_size': 78, 'attention_heads': 9, 'hidden_dimension': 253, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4828951435973237, 'global_pooling': 'mean', 'learning_rate': 0.0009955134716361264, 'weight_decay': 6.186312818955664e-05, 'beta_0': 0.8291730413973043, 'beta_1': 0.9859439621601767, 'epsilon': 5.159145003156855e-06, 'balanced_loss': False, 'epochs': 116, 'early_stopping_patience': 25, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-11 21:34:17,104] Trial 229 finished with value: 0.6102489061492327 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8813450644161449, 'batch_size': 76, 'attention_heads': 5, 'hidden_dimension': 229, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4755781729475734, 'global_pooling': 'sum', 'learning_rate': 0.0014051729274379404, 'weight_decay': 1.667913632288283e-05, 'beta_0': 0.8274402825872749, 'beta_1': 0.9869985015662088, 'epsilon': 7.555336240478864e-06, 'balanced_loss': False, 'epochs': 124, 'early_stopping_patience': 25, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
CUDA out of memory. Tried to allocate 1.35 GiB. GPU 0 has a total capacity of 44.56 GiB of which 1.03 GiB is free. Including non-PyTorch memory, this process has 43.52 GiB memory in use. Of the allocated memory 41.58 GiB is allocated by PyTorch, and 807.63 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-11 21:44:35,619] Trial 230 finished with value: -1.0 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8711594081805643, 'batch_size': 72, 'attention_heads': 7, 'hidden_dimension': 244, 'number_of_hidden_layers': 3, 'dropout_rate': 0.49054010493030237, 'global_pooling': 'mean', 'learning_rate': 0.0012006203943154378, 'weight_decay': 1.8261900954990002e-06, 'beta_0': 0.8259441856330374, 'beta_1': 0.9863884840409493, 'epsilon': 6.293945671403169e-06, 'balanced_loss': False, 'epochs': 115, 'early_stopping_patience': 24, 'plateau_patience': 22, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-11 21:59:50,793] Trial 231 finished with value: 0.6166591940514986 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8767666024668951, 'batch_size': 74, 'attention_heads': 7, 'hidden_dimension': 235, 'number_of_hidden_layers': 1, 'dropout_rate': 0.47868291115842193, 'global_pooling': 'mean', 'learning_rate': 0.001504078647281123, 'weight_decay': 1.3194610611678749e-06, 'beta_0': 0.8304670741380497, 'beta_1': 0.9874932214809613, 'epsilon': 4.432841420034582e-06, 'balanced_loss': True, 'epochs': 119, 'early_stopping_patience': 24, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-11 22:16:44,800] Trial 232 finished with value: 0.6671383606296388 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8831073720305322, 'batch_size': 80, 'attention_heads': 9, 'hidden_dimension': 239, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4687978314154563, 'global_pooling': 'mean', 'learning_rate': 0.0012953130515537625, 'weight_decay': 1.488439372835084e-06, 'beta_0': 0.8239811129602459, 'beta_1': 0.9867783604925896, 'epsilon': 5.621182880049157e-06, 'balanced_loss': False, 'epochs': 98, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
CUDA out of memory. Tried to allocate 1.52 GiB. GPU 0 has a total capacity of 44.56 GiB of which 64.69 MiB is free. Including non-PyTorch memory, this process has 44.49 GiB memory in use. Of the allocated memory 42.83 GiB is allocated by PyTorch, and 525.15 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-11 22:27:30,734] Trial 233 finished with value: -1.0 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8815806175792321, 'batch_size': 78, 'attention_heads': 7, 'hidden_dimension': 241, 'number_of_hidden_layers': 3, 'dropout_rate': 0.46785149594213205, 'global_pooling': 'mean', 'learning_rate': 0.001228534849977764, 'weight_decay': 1.3942863576928944e-06, 'beta_0': 0.8234788360525036, 'beta_1': 0.9856027950158825, 'epsilon': 5.7975022146192765e-06, 'balanced_loss': False, 'epochs': 58, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-11 22:44:24,322] Trial 234 finished with value: 0.6717712918339016 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8851093216893485, 'batch_size': 81, 'attention_heads': 9, 'hidden_dimension': 233, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5565052898094776, 'global_pooling': 'mean', 'learning_rate': 0.0009724644715675754, 'weight_decay': 2.1390550195294638e-06, 'beta_0': 0.8280235698940551, 'beta_1': 0.9868546786060395, 'epsilon': 3.521512402169912e-07, 'balanced_loss': False, 'epochs': 129, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-11 23:05:12,404] Trial 235 finished with value: 0.6253882644411827 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8837618675249177, 'batch_size': 81, 'attention_heads': 5, 'hidden_dimension': 233, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5406203069796396, 'global_pooling': 'mean', 'learning_rate': 0.000805139278499649, 'weight_decay': 2.1238737331071827e-06, 'beta_0': 0.8249285439011197, 'beta_1': 0.9867327831088917, 'epsilon': 9.290253355934789e-06, 'balanced_loss': False, 'epochs': 129, 'early_stopping_patience': 25, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-11 23:20:51,885] Trial 236 finished with value: 0.6594350747857832 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.877773597865022, 'batch_size': 80, 'attention_heads': 6, 'hidden_dimension': 238, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5990569149647927, 'global_pooling': 'mean', 'learning_rate': 0.0009363679458873358, 'weight_decay': 1.851425446098859e-06, 'beta_0': 0.8270266165478226, 'beta_1': 0.9860938535839192, 'epsilon': 3.6987855228757914e-07, 'balanced_loss': False, 'epochs': 134, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-11 23:37:25,610] Trial 237 finished with value: 0.6746006022045142 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8867580946701981, 'batch_size': 76, 'attention_heads': 9, 'hidden_dimension': 227, 'number_of_hidden_layers': 1, 'dropout_rate': 0.556886767461322, 'global_pooling': 'mean', 'learning_rate': 0.0015424754405243344, 'weight_decay': 2.333643948576301e-06, 'beta_0': 0.8370580353687227, 'beta_1': 0.9868609111521365, 'epsilon': 7.55061278274437e-06, 'balanced_loss': False, 'epochs': 67, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-11 23:54:33,371] Trial 238 finished with value: 0.6670110458042692 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8824092911494468, 'batch_size': 82, 'attention_heads': 9, 'hidden_dimension': 232, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5739937768313759, 'global_pooling': 'mean', 'learning_rate': 0.0015342672935190148, 'weight_decay': 2.4647095092345874e-06, 'beta_0': 0.8426371276705719, 'beta_1': 0.9867785256752525, 'epsilon': 1.0495287529506727e-06, 'balanced_loss': False, 'epochs': 132, 'early_stopping_patience': 24, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 00:11:04,359] Trial 239 finished with value: 0.5528561657151777 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.8811299233418219, 'batch_size': 81, 'attention_heads': 9, 'hidden_dimension': 231, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5609225799057912, 'global_pooling': 'mean', 'learning_rate': 0.001545759825051762, 'weight_decay': 2.4235204532646806e-06, 'beta_0': 0.8441233738241138, 'beta_1': 0.9869065889493699, 'epsilon': 1.0275114690279632e-06, 'balanced_loss': False, 'epochs': 75, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 00:28:25,312] Trial 240 finished with value: 0.6372474861573019 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8738469070311043, 'batch_size': 82, 'attention_heads': 9, 'hidden_dimension': 226, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5583519070543156, 'global_pooling': 'max', 'learning_rate': 0.0009831911249978597, 'weight_decay': 1.988285826751363e-06, 'beta_0': 0.8419100251501092, 'beta_1': 0.9863286897277646, 'epsilon': 7.698165525363925e-06, 'balanced_loss': False, 'epochs': 95, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 00:44:00,279] Trial 241 finished with value: 0.6486439680644952 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8839778056142106, 'batch_size': 44, 'attention_heads': 7, 'hidden_dimension': 221, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5716542164515723, 'global_pooling': 'mean', 'learning_rate': 0.0014268889763893841, 'weight_decay': 2.576112593171002e-06, 'beta_0': 0.8376319007376534, 'beta_1': 0.9866780568524706, 'epsilon': 5.602090228957066e-07, 'balanced_loss': False, 'epochs': 133, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 01:00:41,560] Trial 242 finished with value: 0.6634350022500096 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8899380476310335, 'batch_size': 79, 'attention_heads': 9, 'hidden_dimension': 234, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5843962747552817, 'global_pooling': 'mean', 'learning_rate': 0.0017080153855453537, 'weight_decay': 0.00021582181045393705, 'beta_0': 0.8417432327840711, 'beta_1': 0.9860544896718564, 'epsilon': 6.565015130122564e-06, 'balanced_loss': False, 'epochs': 81, 'early_stopping_patience': 25, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 01:17:36,119] Trial 243 finished with value: 0.643052331732148 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8796152027470171, 'batch_size': 76, 'attention_heads': 9, 'hidden_dimension': 239, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5859626284746104, 'global_pooling': 'mean', 'learning_rate': 0.001884330924114366, 'weight_decay': 2.216606493877678e-06, 'beta_0': 0.8326958027369364, 'beta_1': 0.9871732553851971, 'epsilon': 8.472047006481257e-06, 'balanced_loss': False, 'epochs': 62, 'early_stopping_patience': 25, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 01:33:47,592] Trial 244 finished with value: 0.6513003987624166 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.885834547346942, 'batch_size': 77, 'attention_heads': 9, 'hidden_dimension': 232, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5522498598232385, 'global_pooling': 'mean', 'learning_rate': 0.001591798274943753, 'weight_decay': 1.7893714495933674e-06, 'beta_0': 0.8530510663846415, 'beta_1': 0.9864419783885854, 'epsilon': 7.005216106456214e-07, 'balanced_loss': False, 'epochs': 88, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 01:51:21,256] Trial 245 finished with value: 0.6661358121843513 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8897627699208518, 'batch_size': 79, 'attention_heads': 9, 'hidden_dimension': 237, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5669562160786824, 'global_pooling': 'mean', 'learning_rate': 0.0011385046563984424, 'weight_decay': 2.1087830199321864e-06, 'beta_0': 0.8295303698860914, 'beta_1': 0.9868947560032301, 'epsilon': 8.488871205415734e-07, 'balanced_loss': False, 'epochs': 131, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 02:08:18,111] Trial 246 finished with value: 0.6574536668780491 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.889518356052215, 'batch_size': 83, 'attention_heads': 9, 'hidden_dimension': 237, 'number_of_hidden_layers': 1, 'dropout_rate': 0.573258858014275, 'global_pooling': 'mean', 'learning_rate': 0.0010604077850245456, 'weight_decay': 0.0006950858560951079, 'beta_0': 0.8359128414900782, 'beta_1': 0.9869305936580054, 'epsilon': 8.670672127423462e-07, 'balanced_loss': False, 'epochs': 75, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 02:24:50,730] Trial 247 finished with value: 0.6645389331798544 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8826642827599767, 'batch_size': 76, 'attention_heads': 9, 'hidden_dimension': 226, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5646103286547581, 'global_pooling': 'mean', 'learning_rate': 0.0007643980537449167, 'weight_decay': 2.2199994182663556e-06, 'beta_0': 0.8296640537650878, 'beta_1': 0.9878190238673865, 'epsilon': 1.0730470936496702e-06, 'balanced_loss': False, 'epochs': 130, 'early_stopping_patience': 24, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 02:41:27,418] Trial 248 finished with value: 0.6584361790930384 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8766576741637073, 'batch_size': 78, 'attention_heads': 8, 'hidden_dimension': 233, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5704472274834403, 'global_pooling': 'mean', 'learning_rate': 0.0013071645152297915, 'weight_decay': 2.7994153157164637e-06, 'beta_0': 0.8392335935518438, 'beta_1': 0.9867459247511855, 'epsilon': 4.70325264831416e-07, 'balanced_loss': False, 'epochs': 132, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 02:58:00,406] Trial 249 finished with value: 0.663223924970012 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8913868744155611, 'batch_size': 80, 'attention_heads': 9, 'hidden_dimension': 240, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5512091289945917, 'global_pooling': 'mean', 'learning_rate': 0.0011345150693173117, 'weight_decay': 2.043377973360325e-06, 'beta_0': 0.8340165260845361, 'beta_1': 0.9871766908360509, 'epsilon': 1.3503849318304759e-06, 'balanced_loss': False, 'epochs': 128, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 03:13:02,212] Trial 250 finished with value: 0.6465737217696492 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8863070707722783, 'batch_size': 82, 'attention_heads': 6, 'hidden_dimension': 229, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5792554473773743, 'global_pooling': 'mean', 'learning_rate': 0.000978817500238859, 'weight_decay': 1.848764883394492e-06, 'beta_0': 0.8308746234352996, 'beta_1': 0.9857139195906625, 'epsilon': 1.6546501665218268e-06, 'balanced_loss': False, 'epochs': 130, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 03:30:14,379] Trial 251 finished with value: 0.6476260752979468 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8804913229245117, 'batch_size': 75, 'attention_heads': 9, 'hidden_dimension': 243, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5587885722871688, 'global_pooling': 'mean', 'learning_rate': 0.0013408652066796895, 'weight_decay': 2.3335514126132183e-06, 'beta_0': 0.844717339232188, 'beta_1': 0.9862250102352303, 'epsilon': 1.1122385980167007e-05, 'balanced_loss': False, 'epochs': 135, 'early_stopping_patience': 24, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 03:47:52,388] Trial 252 finished with value: 0.6755579044584246 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8704614441525943, 'batch_size': 78, 'attention_heads': 9, 'hidden_dimension': 236, 'number_of_hidden_layers': 1, 'dropout_rate': 0.568324234505901, 'global_pooling': 'mean', 'learning_rate': 0.0006850896179750655, 'weight_decay': 1.4683240808786295e-06, 'beta_0': 0.8222872567975739, 'beta_1': 0.9865974230355536, 'epsilon': 1.1331144825140482e-06, 'balanced_loss': False, 'epochs': 127, 'early_stopping_patience': 25, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 04:06:05,159] Trial 253 finished with value: 0.6539542574222938 and parameters: {'left_stride': 64, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.86851410412942, 'batch_size': 79, 'attention_heads': 9, 'hidden_dimension': 235, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5689537195757907, 'global_pooling': 'mean', 'learning_rate': 0.0006078882030158693, 'weight_decay': 1.4767636673892021e-06, 'beta_0': 0.8287532640292892, 'beta_1': 0.9850423832842747, 'epsilon': 1.6296570434677517e-06, 'balanced_loss': False, 'epochs': 133, 'early_stopping_patience': 25, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 04:22:44,193] Trial 254 finished with value: 0.6614742805267201 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8716166127919046, 'batch_size': 78, 'attention_heads': 8, 'hidden_dimension': 222, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5623770437239476, 'global_pooling': 'mean', 'learning_rate': 0.0007009720479532285, 'weight_decay': 1.4120320998017633e-06, 'beta_0': 0.82387515455949, 'beta_1': 0.9865646092831247, 'epsilon': 2.9142833071361698e-06, 'balanced_loss': False, 'epochs': 127, 'early_stopping_patience': 25, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 04:40:25,239] Trial 255 finished with value: 0.6420943575245933 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8751928485897754, 'batch_size': 83, 'attention_heads': 9, 'hidden_dimension': 229, 'number_of_hidden_layers': 1, 'dropout_rate': 0.552718626230077, 'global_pooling': 'mean', 'learning_rate': 0.0008847179089278104, 'weight_decay': 2.0811251669624262e-06, 'beta_0': 0.8311748453067225, 'beta_1': 0.9861519333162977, 'epsilon': 7.0833221704575166e-06, 'balanced_loss': False, 'epochs': 131, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
